Sleep_Stage,MeanP_Delta_F4,MedianF_Delta_F4,MeanF_Delta_F4,Spectral Edge_Delta_F4,PeakF_Delta_F4
NREM,0.00774,0.99902,4.99512,2.62244,0.99902
NREM,0.01338,0.99902,4.37073,2.12293,0.62439
NREM,0.013,0.87415,4.49561,2.2478,0.62439
NREM,0.01065,0.87415,4.62049,2.37268,0.87415
NREM,0.01482,0.74927,4.62049,2.2478,0.62439
NREM,0.01366,0.74927,4.62049,2.37268,0.62439
NREM,0.0094,0.99902,4.87024,2.37268,0.74927
NREM,0.00722,0.87415,5.36976,2.74732,0.74927
NREM,0.01717,0.62439,4.74537,1.74829,0.49951
NREM,0.01078,0.87415,4.62049,2.12293,0.87415
NREM,0.01087,0.87415,5.24488,2.2478,0.62439
NREM,0.00837,0.87415,4.99512,2.49756,0.74927
NREM,0.01177,0.99902,4.99512,2.2478,1.1239
NREM,0.0064,1.24878,4.99512,2.8722,0.49951
NREM,0.0095,0.87415,5.12,2.37268,0.49951
NREM,0.01361,0.99902,4.24585,2.37268,0.74927
NREM,0.01334,0.74927,4.62049,2.37268,0.62439
NREM,0.01159,0.87415,4.87024,2.49756,0.49951
NREM,0.01287,0.74927,4.99512,2.2478,0.62439
NREM,0.01715,0.87415,4.49561,1.99805,0.49951
NREM,0.01003,0.87415,4.99512,2.49756,0.49951
NREM,0.01331,0.99902,4.99512,2.2478,0.87415
NREM,0.01315,0.87415,4.62049,2.2478,0.87415
NREM,0.00887,1.1239,4.99512,2.62244,0.99902
NREM,0.01981,0.87415,4.74537,1.99805,0.87415
NREM,0.0126,0.74927,5.24488,2.12293,0.62439
NREM,0.01437,0.74927,4.49561,2.12293,0.62439
NREM,0.01499,0.62439,4.74537,2.37268,0.62439
NREM,0.00904,0.87415,4.87024,2.49756,0.74927
NREM,0.01858,0.74927,4.49561,2.12293,0.74927
NREM,0.01029,0.99902,4.99512,2.8722,0.74927
NREM,0.01613,1.1239,4.49561,2.49756,0.62439
NREM,0.01597,0.87415,4.49561,2.2478,0.49951
NREM,0.01628,0.87415,4.99512,2.2478,0.87415
NREM,0.01936,0.74927,4.49561,2.12293,0.62439
NREM,0.02383,0.87415,4.24585,2.12293,0.74927
NREM,0.01106,0.74927,4.99512,2.49756,0.49951
NREM,0.00769,0.87415,5.36976,2.49756,0.87415
NREM,0.0145,0.74927,4.62049,2.2478,0.62439
NREM,0.00813,1.24878,5.24488,3.12195,0.87415
NREM,0.00769,0.87415,5.12,2.74732,0.49951
NREM,0.0119,0.87415,5.61951,2.37268,0.74927
NREM,0.01468,0.87415,4.74537,2.37268,0.74927
NREM,0.02397,0.87415,4.49561,1.74829,0.62439
NREM,0.00566,1.37366,5.61951,3.12195,1.1239
NREM,0.00634,1.37366,5.36976,2.74732,0.87415
NREM,0.01155,1.1239,5.24488,2.8722,0.87415
NREM,0.01513,1.37366,4.37073,2.12293,1.49854
NREM,0.01384,0.99902,4.37073,2.12293,0.87415
NREM,0.01244,1.24878,4.87024,2.37268,0.49951
NREM,0.00966,1.24878,5.12,2.49756,0.74927
NREM,0.01177,0.99902,4.24585,2.12293,0.87415
NREM,0.02168,1.1239,3.9961,1.87317,1.37366
NREM,0.01265,0.99902,4.74537,2.2478,0.99902
REM,0.00658,1.1239,5.36976,3.12195,0.74927
REM,0.01206,1.24878,4.37073,2.2478,1.37366
REM,0.01237,1.24878,4.12098,2.12293,1.62341
REM,0.00694,1.1239,4.99512,2.12293,1.1239
REM,0.0032,1.74829,5.99415,3.74634,0.74927
REM,0.00266,1.1239,6.36878,3.24683,0.37463
REM,0.00914,0.87415,4.99512,2.2478,0.87415
REM,0.0019,1.49854,5.99415,2.99707,0.87415
REM,0.00297,1.24878,5.99415,2.99707,0.62439
REM,0.00189,1.37366,6.2439,3.62146,0.74927
REM,0.00429,0.62439,5.49463,2.2478,0.62439
REM,0.0055,0.74927,5.36976,2.49756,0.62439
REM,0.00177,1.24878,6.61854,3.62146,0.87415
REM,0.00191,1.62341,6.2439,3.49659,0.37463
REM,0.00221,1.37366,5.74439,3.37171,0.74927
REM,0.00185,1.37366,6.36878,3.9961,0.74927
REM,0.00267,1.37366,5.86927,3.37171,0.74927
REM,0.00457,1.1239,5.61951,2.74732,0.74927
REM,0.00187,1.37366,6.2439,3.37171,0.74927
REM,0.00216,1.49854,6.11902,3.87122,0.49951
REM,0.00318,1.24878,5.74439,3.12195,1.1239
REM,0.00213,0.87415,5.99415,3.12195,0.74927
REM,0.00614,0.87415,4.74537,2.37268,0.62439
REM,0.0033,0.87415,5.61951,2.49756,0.62439
REM,0.00203,1.24878,5.86927,3.37171,0.49951
REM,0.00347,0.74927,5.74439,2.62244,0.74927
REM,0.01097,0.62439,4.37073,1.87317,0.62439
REM,0.00183,1.37366,6.11902,3.24683,0.74927
REM,0.00377,0.74927,5.61951,2.49756,0.37463
REM,0.00682,0.87415,4.74537,2.12293,0.87415
REM,0.00219,1.1239,6.2439,3.37171,0.49951
REM,0.00186,1.24878,6.11902,3.24683,0.62439
REM,0.00224,1.1239,5.86927,3.37171,0.87415
REM,0.00205,1.62341,5.99415,3.49659,0.74927
REM,0.00355,1.1239,5.49463,3.24683,0.74927
REM,0.00153,1.1239,6.11902,3.24683,0.49951
REM,0.00176,1.37366,6.2439,3.49659,0.49951
REM,0.00288,0.87415,5.86927,3.12195,0.49951
REM,0.0019,1.24878,6.2439,3.49659,0.49951
REM,0.00217,1.24878,5.99415,3.12195,0.49951
REM,0.0074,1.37366,5.24488,2.74732,1.1239
REM,0.00243,1.24878,6.11902,3.37171,0.49951
REM,0.00208,1.24878,6.11902,3.37171,0.49951
REM,0.00197,1.1239,6.61854,3.24683,0.37463
REM,0.14509,0.37463,4.24585,2.49756,0.37463
NREM,0.00163,0.74927,5.74439,2.8722,0.37463
NREM,0.0012,0.99902,6.61854,3.37171,0.62439
NREM,0.00312,0.99902,5.12,2.62244,0.74927
NREM,0.00259,0.62439,6.36878,2.62244,0.49951
NREM,0.00198,0.87415,6.49366,2.8722,0.74927
NREM,0.00231,0.74927,6.36878,2.99707,0.62439
NREM,0.00202,0.99902,6.11902,3.12195,0.62439
NREM,0.00359,1.24878,5.36976,2.8722,0.62439
NREM,0.00375,1.24878,5.74439,2.8722,0.49951
NREM,0.00179,1.1239,6.2439,3.24683,0.49951
NREM,0.00224,0.62439,5.99415,2.99707,0.49951
NREM,0.0014,1.24878,6.49366,3.12195,0.49951
NREM,0.00215,1.62341,5.86927,3.24683,0.49951
NREM,0.00262,1.37366,5.86927,3.12195,0.99902
NREM,0.00448,1.24878,5.12,2.8722,0.99902
NREM,0.00445,1.1239,5.49463,2.74732,1.37366
NREM,0.00612,1.37366,4.62049,2.37268,1.24878
NREM,0.00185,1.74829,6.11902,3.49659,1.24878
NREM,0.00267,1.24878,6.11902,3.37171,0.62439
NREM,0.00191,1.37366,6.11902,3.62146,0.99902
NREM,0.0039,1.24878,5.61951,2.99707,0.74927
NREM,0.00246,1.37366,6.2439,3.37171,0.99902
NREM,0.00245,1.49854,6.11902,3.37171,1.49854
NREM,0.00309,1.49854,5.99415,3.37171,0.74927
NREM,0.00301,1.62341,5.99415,3.37171,0.74927
NREM,0.00252,1.37366,5.99415,3.49659,0.74927
NREM,0.00324,1.37366,6.36878,3.24683,0.87415
NREM,0.00532,1.49854,5.49463,3.24683,0.87415
NREM,0.00325,1.37366,5.86927,3.49659,0.99902
NREM,0.00351,1.1239,6.2439,3.37171,0.74927
NREM,0.00314,1.1239,6.11902,3.37171,0.87415
NREM,0.00378,1.1239,5.61951,3.12195,0.99902
NREM,0.0036,1.37366,5.99415,3.24683,0.49951
NREM,0.00324,1.24878,6.11902,3.49659,0.62439
NREM,0.00407,1.24878,5.49463,3.12195,0.62439
NREM,0.00415,1.24878,5.49463,3.12195,0.49951
NREM,0.00459,1.24878,5.61951,2.99707,1.24878
NREM,0.00536,1.1239,5.49463,3.12195,1.1239
NREM,0.00494,0.99902,5.36976,2.99707,0.62439
NREM,0.0052,1.1239,5.74439,2.74732,0.74927
NREM,0.00635,0.87415,5.24488,2.62244,0.87415
NREM,0.00515,0.99902,5.61951,2.99707,0.49951
NREM,0.00714,0.99902,4.99512,2.62244,0.99902
NREM,0.00669,0.99902,5.24488,2.62244,0.87415
NREM,0.01363,0.99902,4.37073,2.2478,0.74927
NREM,0.00927,1.24878,5.12,2.37268,0.99902
NREM,0.00606,1.1239,5.24488,2.74732,0.74927
NREM,0.00566,1.1239,5.36976,2.99707,0.62439
NREM,0.00623,0.99902,5.49463,2.8722,0.87415
NREM,0.00795,0.87415,5.24488,2.49756,0.74927
NREM,0.00748,0.87415,5.36976,2.37268,0.49951
NREM,0.00937,0.74927,4.99512,2.2478,0.62439
NREM,0.01268,0.99902,4.62049,2.37268,0.62439
NREM,0.00643,0.74927,5.49463,2.49756,0.62439
NREM,0.02095,0.62439,3.9961,1.74829,0.62439
NREM,0.00614,0.99902,5.24488,2.99707,0.87415
NREM,0.01179,0.87415,4.87024,2.2478,0.74927
NREM,0.00886,0.87415,4.99512,2.37268,0.87415
NREM,0.00688,1.24878,4.99512,2.74732,0.99902
NREM,0.01107,0.87415,5.12,2.2478,0.87415
NREM,0.00977,0.87415,5.12,2.49756,0.87415
NREM,0.01094,0.87415,4.74537,2.49756,0.87415
NREM,0.01396,0.74927,4.49561,2.12293,0.62439
NREM,0.00866,0.74927,5.24488,2.37268,0.62439
NREM,0.01973,0.87415,4.49561,1.99805,0.87415
NREM,0.01087,0.87415,4.87024,2.62244,0.49951
NREM,0.00863,0.74927,5.12,2.62244,0.62439
NREM,0.00798,0.99902,4.87024,2.62244,0.87415
NREM,0.01214,0.87415,4.62049,2.2478,0.87415
NREM,0.02172,0.87415,4.49561,2.12293,0.74927
NREM,0.00388,1.1239,5.86927,3.37171,0.99902
NREM,0.00535,1.1239,5.86927,2.99707,0.49951
NREM,0.00727,1.37366,5.12,2.8722,1.1239
NREM,0.00836,1.1239,5.12,2.74732,0.87415
NREM,0.009,0.99902,5.24488,2.49756,0.74927
NREM,0.00901,1.24878,4.49561,2.62244,0.99902
NREM,0.01166,1.1239,5.12,2.37268,0.62439
NREM,0.00481,1.24878,5.61951,2.62244,1.37366
NREM,0.00565,1.24878,5.36976,3.24683,0.62439
NREM,0.00802,1.24878,5.36976,2.99707,0.74927
NREM,0.00919,0.99902,5.12,2.37268,0.62439
NREM,0.01064,0.74927,4.87024,2.37268,0.62439
NREM,0.00497,1.37366,5.74439,2.8722,1.37366
NREM,0.02525,0.99902,4.24585,2.12293,0.87415
NREM,0.00481,1.37366,5.99415,3.12195,0.99902
NREM,0.00814,1.24878,4.99512,2.49756,0.99902
NREM,0.00937,1.1239,4.74537,2.8722,1.1239
REM,0.00319,1.37366,5.86927,3.12195,0.74927
REM,0.00572,1.1239,5.36976,2.2478,0.99902
REM,0.00618,1.24878,5.61951,2.74732,0.74927
REM,0.01064,0.99902,4.87024,2.12293,0.87415
REM,0.00328,1.1239,5.86927,2.99707,0.62439
REM,0.00554,1.37366,4.74537,2.8722,0.74927
REM,0.0026,0.99902,6.36878,3.12195,0.87415
REM,0.00263,0.99902,5.74439,2.99707,0.74927
REM,0.003,1.24878,5.61951,2.99707,0.74927
REM,0.00277,1.37366,5.99415,3.24683,0.49951
REM,0.00249,0.99902,6.11902,2.8722,0.49951
REM,0.00161,0.99902,6.74341,3.49659,0.87415
REM,0.0018,1.37366,6.2439,3.74634,1.24878
REM,0.00144,1.49854,6.2439,3.74634,1.1239
REM,0.00259,0.74927,5.99415,3.24683,0.74927
REM,0.00265,0.87415,5.99415,3.12195,0.37463
REM,0.00249,1.1239,5.86927,2.74732,0.49951
REM,0.00358,0.87415,5.86927,2.74732,0.49951
REM,0.00168,1.24878,6.49366,3.62146,0.87415
REM,0.0017,1.37366,6.36878,3.74634,0.62439
REM,0.00469,0.62439,5.49463,2.49756,0.49951
REM,0.00188,1.1239,6.2439,3.49659,0.74927
REM,0.00217,0.74927,6.36878,3.24683,0.37463
REM,0.00276,0.87415,6.11902,3.12195,0.37463
REM,0.00257,0.87415,6.2439,2.99707,0.49951
REM,0.00517,0.87415,5.36976,2.49756,0.74927
REM,0.00143,1.74829,6.36878,3.74634,0.49951
REM,0.00652,0.87415,5.12,2.12293,0.62439
REM,0.00246,0.74927,6.49366,3.37171,0.12488
NREM,0.44257,0.49951,1.74829,0.74927,0.49951
NREM,0.00151,1.1239,6.11902,2.99707,0.49951
NREM,0.00208,1.49854,6.11902,3.37171,0.87415
NREM,0.00543,1.1239,5.61951,2.99707,1.1239
NREM,0.00338,1.24878,5.86927,2.8722,0.87415
NREM,0.00206,1.24878,6.2439,3.62146,0.62439
REM,0.00239,0.74927,6.36878,3.24683,0.62439
REM,0.00219,1.37366,5.86927,3.74634,0.87415
REM,0.0021,1.74829,5.99415,3.62146,2.12293
REM,0.00173,1.37366,5.99415,3.24683,0.87415
REM,0.00518,0.87415,4.99512,2.74732,0.62439
REM,0.0026,1.62341,6.11902,3.24683,2.12293
REM,0.0016,1.37366,6.36878,3.62146,0.49951
REM,0.0022,1.24878,6.2439,3.49659,0.62439
REM,0.00257,1.37366,5.74439,3.24683,0.74927
REM,0.00362,0.74927,5.74439,2.62244,0.74927
REM,0.00153,1.62341,6.2439,3.37171,0.74927
REM,0.00219,1.74829,5.61951,3.49659,1.62341
REM,0.00127,1.49854,6.86829,3.9961,0.49951
REM,0.00197,1.24878,6.11902,3.24683,0.87415
REM,0.00196,1.24878,5.86927,3.12195,0.62439
NREM,0.0014,0.87415,6.61854,3.12195,0.49951
NREM,0.00404,0.74927,5.61951,2.37268,0.62439
NREM,0.00133,0.87415,6.36878,3.37171,0.37463
NREM,0.00178,0.74927,6.2439,3.12195,0.49951
NREM,0.00134,1.1239,6.11902,3.74634,0.74927
NREM,0.00182,1.74829,5.99415,3.37171,0.37463
NREM,0.00222,1.87317,5.99415,3.24683,2.62244
NREM,0.00176,1.49854,6.2439,3.49659,0.62439
NREM,0.00179,1.37366,6.2439,3.62146,0.74927
NREM,0.00185,1.37366,6.11902,3.74634,0.62439
NREM,0.00174,1.74829,6.11902,3.74634,0.99902
NREM,0.0025,1.37366,5.99415,3.12195,0.74927
NREM,0.00871,1.1239,4.24585,2.12293,1.24878
NREM,0.00218,1.62341,5.99415,3.24683,1.37366
NREM,0.00471,1.1239,5.49463,2.62244,0.62439
NREM,0.00334,1.62341,5.86927,3.37171,1.74829
NREM,0.00434,1.24878,5.36976,2.8722,0.74927
NREM,0.00723,1.1239,4.74537,2.49756,1.24878
NREM,0.00447,1.1239,5.12,2.62244,0.74927
NREM,0.00468,1.24878,5.49463,2.74732,1.1239
NREM,0.0011,0.99902,6.99317,3.12195,0.74927
NREM,0.0015,1.37366,6.11902,3.49659,1.1239
NREM,0.00322,1.24878,5.36976,2.62244,0.62439
NREM,0.00188,1.24878,6.49366,3.24683,0.74927
NREM,0.00246,1.37366,6.11902,3.24683,0.62439
NREM,0.00521,0.99902,5.49463,2.62244,0.62439
NREM,0.00183,1.49854,6.49366,3.37171,0.74927
NREM,0.0037,1.49854,5.61951,2.99707,0.99902
NREM,0.00335,1.24878,5.99415,3.12195,0.74927
NREM,0.00237,1.24878,6.11902,3.37171,0.87415
NREM,0.00203,0.62439,5.61951,2.62244,0.37463
NREM,0.00205,0.62439,5.61951,2.12293,0.62439
NREM,0.0014,0.87415,5.86927,2.99707,0.49951
NREM,0.00192,0.74927,5.24488,2.2478,0.49951
NREM,0.00164,0.74927,5.74439,2.99707,0.62439
NREM,0.00154,1.24878,5.49463,3.12195,0.37463
NREM,0.00172,0.49951,5.99415,2.2478,0.37463
NREM,0.00278,0.87415,5.24488,2.12293,0.37463
NREM,0.00184,0.74927,6.11902,3.12195,0.37463
NREM,0.00169,0.87415,6.11902,3.24683,0.24976
NREM,0.00254,0.87415,5.99415,3.12195,0.24976
NREM,0.00389,0.49951,5.86927,2.2478,0.49951
NREM,0.02125,0.37463,3.87122,0.99902,0.49951
NREM,0.02235,0.37463,3.37171,0.87415,0.24976
NREM,0.05145,0.49951,3.12195,0.99902,0.24976
NREM,0.03514,0.49951,3.49659,1.1239,0.37463
NREM,0.01972,0.37463,3.87122,0.87415,0.37463
NREM,0.02548,0.24976,4.12098,0.99902,0.24976
NREM,0.02941,0.37463,3.87122,1.49854,0.49951
NREM,0.01843,0.49951,3.9961,1.1239,0.49951
NREM,0.01379,0.49951,4.62049,1.87317,0.49951
NREM,0.01725,0.49951,3.87122,1.99805,0.49951
NREM,0.01124,0.37463,4.74537,1.62341,0.37463
NREM,0.0164,0.62439,4.24585,2.49756,0.49951
NREM,0.01726,0.49951,3.74634,1.24878,0.49951
NREM,0.01092,0.37463,4.74537,1.24878,0.37463
NREM,0.03882,0.49951,3.37171,1.24878,0.24976
NREM,0.00088,1.1239,6.36878,3.49659,0.99902
NREM,0.00133,1.62341,5.36976,3.49659,0.99902
NREM,0.00213,0.87415,5.86927,2.8722,0.74927
NREM,0.00344,1.24878,4.99512,2.74732,1.24878
NREM,0.00235,1.1239,4.99512,2.74732,1.1239
NREM,0.004,0.99902,4.74537,2.49756,0.99902
NREM,0.00272,1.37366,5.49463,3.12195,1.62341
NREM,0.00236,1.1239,5.61951,3.12195,0.74927
NREM,0.00282,1.24878,5.49463,2.74732,1.1239
NREM,0.00458,0.99902,4.99512,2.2478,0.99902
NREM,0.0049,1.1239,4.74537,2.49756,1.1239
NREM,0.00535,0.99902,4.62049,2.49756,0.74927
NREM,0.00257,1.24878,5.36976,2.99707,0.99902
NREM,0.00423,0.87415,5.12,2.12293,0.74927
NREM,0.00462,0.87415,4.99512,2.2478,0.74927
NREM,0.00381,1.1239,4.99512,2.8722,0.74927
NREM,0.00463,0.74927,4.99512,2.62244,0.62439
NREM,0.00362,0.74927,5.24488,2.74732,0.74927
NREM,0.00365,0.99902,5.36976,2.74732,0.99902
NREM,0.00515,0.99902,4.74537,2.62244,0.74927
NREM,0.00462,1.1239,4.99512,2.62244,0.99902
NREM,0.00259,1.1239,5.61951,3.12195,0.74927
NREM,0.00384,1.1239,5.12,2.99707,1.1239
NREM,0.00685,0.74927,4.62049,1.99805,0.74927
NREM,0.00515,1.1239,4.49561,2.74732,1.1239
NREM,0.00757,0.87415,4.49561,2.2478,0.74927
NREM,0.00587,1.1239,4.74537,2.2478,1.1239
NREM,0.00405,0.99902,4.99512,2.62244,0.99902
NREM,0.00858,0.87415,4.49561,2.37268,0.74927
NREM,0.00477,1.1239,4.74537,2.74732,0.99902
NREM,0.01221,0.87415,4.12098,1.99805,0.62439
NREM,0.00714,0.87415,4.37073,2.49756,0.74927
NREM,0.00631,1.1239,4.49561,2.37268,0.99902
NREM,0.00762,0.87415,4.12098,2.37268,0.99902
NREM,0.00955,0.99902,4.24585,2.37268,0.99902
NREM,0.00892,0.99902,4.24585,2.2478,1.1239
NREM,0.01261,0.87415,4.12098,1.99805,0.87415
NREM,0.00533,0.87415,4.62049,2.49756,0.62439
NREM,0.00725,0.99902,4.49561,2.2478,0.87415
NREM,0.00697,0.99902,4.37073,2.49756,0.49951
NREM,0.0105,0.87415,3.87122,1.74829,0.62439
NREM,0.00989,0.87415,4.12098,1.99805,0.87415
NREM,0.01182,1.1239,3.9961,1.99805,0.99902
NREM,0.0155,0.74927,3.9961,1.87317,0.74927
NREM,0.00909,0.87415,4.24585,2.12293,0.62439
NREM,0.01613,0.74927,3.74634,1.74829,0.49951
NREM,0.01165,0.87415,3.9961,1.99805,0.99902
NREM,0.01113,0.87415,4.24585,2.12293,0.74927
NREM,0.01889,0.87415,3.74634,1.99805,0.74927
NREM,0.00814,0.99902,4.12098,2.2478,0.99902
NREM,0.02156,0.87415,3.74634,1.62341,0.99902
NREM,0.00085,1.1239,6.86829,3.87122,0.99902
NREM,0.00091,1.37366,7.24293,3.87122,0.99902
NREM,0.00202,0.99902,5.86927,3.12195,0.99902
NREM,0.00223,1.37366,5.49463,2.99707,0.99902
NREM,0.00285,1.1239,4.99512,2.74732,0.74927
NREM,0.005,0.99902,4.87024,2.37268,0.87415
NREM,0.00397,0.99902,4.74537,2.62244,0.87415
NREM,0.00402,0.87415,4.99512,2.12293,1.1239
NREM,0.00259,0.99902,5.36976,2.49756,0.99902
NREM,0.00477,0.87415,4.99512,2.49756,0.49951
NREM,0.0046,0.87415,4.87024,2.49756,0.74927
NREM,0.00446,1.1239,4.74537,2.62244,0.99902
NREM,0.00619,0.99902,4.74537,2.2478,0.74927
NREM,0.00505,0.99902,4.74537,2.62244,0.87415
NREM,0.00592,0.99902,4.49561,2.49756,1.1239
NREM,0.00636,0.87415,4.62049,2.37268,0.74927
NREM,0.00901,0.87415,4.24585,2.12293,0.74927
NREM,0.00668,0.99902,4.62049,2.12293,0.87415
NREM,0.005,0.99902,4.62049,2.62244,0.87415
NREM,0.00651,0.87415,4.49561,2.2478,0.99902
NREM,0.00554,0.87415,4.74537,2.2478,0.74927
NREM,0.00925,0.87415,4.37073,2.37268,0.62439
NREM,0.00699,0.87415,4.74537,2.37268,0.74927
NREM,0.00869,0.99902,4.24585,2.12293,0.99902
NREM,0.01209,0.87415,4.24585,1.74829,0.87415
NREM,0.01118,0.87415,4.12098,1.87317,0.62439
NREM,0.00656,0.74927,6.74341,1.99805,0.87415
NREM,0.00268,0.99902,5.99415,2.8722,0.87415
NREM,0.00389,0.87415,5.12,2.37268,0.74927
NREM,0.00392,1.24878,4.87024,2.74732,0.74927
NREM,0.00674,0.87415,4.37073,2.62244,0.87415
NREM,0.0008,0.99902,6.74341,3.87122,0.87415
NREM,0.00166,0.99902,5.49463,2.99707,0.99902
NREM,0.00051,1.62341,6.74341,3.87122,0.99902
NREM,0.00081,1.24878,6.11902,3.62146,0.49951
NREM,0.00154,1.37366,4.99512,3.12195,0.87415
NREM,0.00393,0.99902,4.74537,2.12293,0.74927
NREM,0.00055,1.24878,6.74341,3.87122,0.99902
NREM,0.00064,1.1239,6.86829,3.87122,0.99902
NREM,0.001,1.49854,6.49366,3.37171,0.99902
NREM,0.00142,1.49854,5.61951,3.24683,0.99902
NREM,0.00405,1.24878,4.74537,2.49756,1.1239
NREM,0.0022,0.74927,5.61951,2.62244,0.62439
NREM,0.00066,1.24878,5.99415,3.74634,0.62439
NREM,0.00118,1.49854,5.86927,3.49659,1.62341
NREM,0.00272,1.37366,5.49463,2.62244,0.62439
NREM,0.00293,1.1239,4.99512,2.49756,0.99902
NREM,0.00344,1.37366,4.37073,2.49756,1.37366
NREM,0.00185,1.37366,5.12,2.8722,1.1239
NREM,0.00217,1.37366,4.99512,3.12195,0.99902
NREM,0.00146,0.99902,5.49463,2.99707,0.62439
NREM,0.0044,1.1239,4.49561,2.62244,0.74927
NREM,0.00138,1.37366,6.11902,3.62146,0.62439
NREM,0.00208,1.1239,5.49463,3.24683,0.87415
NREM,0.00245,1.49854,5.24488,2.99707,1.24878
NREM,0.0038,0.87415,5.12,2.74732,0.87415
NREM,0.00069,0.99902,6.86829,3.74634,0.62439
NREM,0.00148,1.24878,4.99512,3.24683,0.74927
NREM,0.0017,1.49854,5.36976,3.37171,0.99902
NREM,0.00437,1.1239,4.62049,2.74732,0.99902
NREM,0.00265,1.49854,5.12,3.12195,0.99902
NREM,0.00335,1.1239,4.62049,2.74732,0.99902
NREM,0.00167,1.49854,5.36976,3.37171,1.49854
NREM,0.00259,1.24878,4.99512,3.12195,0.99902
NREM,0.00423,0.99902,4.74537,2.74732,0.87415
NREM,0.0028,1.24878,4.99512,3.12195,0.74927
NREM,0.00234,1.74829,5.12,2.99707,1.99805
NREM,0.00424,0.87415,4.74537,2.62244,0.87415
NREM,0.00685,0.87415,4.62049,1.99805,0.62439
NREM,0.00324,0.99902,5.12,2.8722,0.74927
NREM,0.00358,1.24878,4.74537,2.8722,0.87415
NREM,0.00692,0.87415,4.49561,2.2478,0.74927
NREM,0.00691,0.87415,4.37073,1.99805,0.62439
NREM,0.00551,0.87415,4.37073,2.62244,0.74927
NREM,0.00795,0.99902,4.37073,2.12293,0.99902
NREM,0.00348,1.24878,4.62049,2.8722,0.74927
NREM,0.00657,0.99902,4.37073,2.62244,0.74927
NREM,0.00767,0.99902,4.24585,2.37268,0.99902
NREM,0.00818,0.87415,3.9961,2.37268,0.62439
NREM,0.00747,0.87415,4.24585,1.87317,0.62439
NREM,0.00804,1.1239,4.24585,2.2478,0.99902
NREM,0.01016,0.74927,4.12098,1.87317,0.62439
NREM,0.01349,0.87415,4.12098,1.87317,0.62439
NREM,0.00771,0.87415,4.62049,1.99805,0.87415
NREM,0.00196,1.37366,5.49463,3.24683,0.87415
NREM,0.00527,1.1239,4.49561,2.62244,0.87415
NREM,0.00781,0.99902,4.37073,2.12293,0.62439
NREM,0.00776,0.99902,4.24585,2.12293,0.99902
NREM,0.00528,1.1239,4.49561,2.62244,0.74927
NREM,0.00731,0.87415,4.12098,2.49756,0.62439
NREM,0.00949,0.99902,4.12098,2.12293,0.62439
NREM,0.00751,0.99902,4.24585,2.37268,0.99902
NREM,0.01773,0.62439,3.62146,1.74829,0.62439
NREM,0.01132,0.87415,4.24585,2.12293,0.87415
NREM,0.01079,0.99902,4.24585,2.49756,0.74927
NREM,0.0082,0.87415,4.37073,2.37268,0.87415
NREM,0.01044,0.87415,4.24585,2.2478,0.62439
NREM,0.01681,0.74927,3.74634,1.74829,0.62439
NREM,0.01341,0.87415,3.87122,1.74829,0.74927
NREM,0.01455,0.74927,3.87122,1.87317,0.62439
NREM,0.00928,0.87415,4.24585,2.37268,0.62439
NREM,0.01377,0.87415,3.62146,1.99805,0.74927
NREM,0.01298,0.87415,3.74634,1.74829,0.62439
NREM,0.00832,0.87415,4.37073,1.99805,0.62439
NREM,0.0079,0.99902,4.49561,2.37268,0.99902
NREM,0.01271,0.87415,3.87122,1.87317,0.87415
NREM,0.01155,0.87415,4.12098,1.99805,0.74927
NREM,0.01522,0.74927,3.74634,1.87317,0.62439
NREM,0.01043,0.87415,4.12098,2.12293,0.62439
NREM,0.01411,0.87415,3.87122,1.99805,0.74927
NREM,0.01058,0.99902,3.9961,2.12293,0.99902
NREM,0.01563,0.74927,3.9961,1.87317,0.62439
NREM,0.01294,0.87415,4.24585,1.99805,0.62439
NREM,0.01514,0.74927,3.74634,1.74829,0.62439
NREM,0.01298,0.99902,3.74634,2.12293,1.1239
NREM,0.01348,0.74927,4.12098,1.99805,0.74927
NREM,0.01524,0.99902,3.87122,1.99805,0.99902
NREM,0.01286,0.87415,3.87122,2.12293,0.87415
NREM,0.01175,0.99902,3.9961,2.12293,1.24878
NREM,0.01179,0.74927,3.9961,1.99805,0.74927
NREM,0.01992,0.74927,3.87122,1.62341,0.62439
NREM,0.01672,0.87415,3.49659,1.87317,0.99902
NREM,0.06328,0.62439,3.24683,1.49854,0.74927
NREM,0.0007,1.49854,7.86732,3.87122,0.87415
NREM,0.02439,0.62439,4.24585,1.24878,0.62439
NREM,0.0007,1.24878,7.74244,3.74634,0.99902
NREM,0.00134,1.1239,6.49366,3.62146,0.99902
NREM,0.00312,1.37366,4.74537,3.49659,1.24878
NREM,0.00352,1.24878,4.74537,2.74732,0.99902
NREM,0.00332,0.99902,4.99512,2.74732,0.99902
NREM,0.00361,1.24878,4.87024,2.62244,0.62439
NREM,0.0039,1.1239,4.62049,2.62244,0.87415
NREM,0.00313,1.37366,5.12,2.74732,1.1239
NREM,0.00424,1.1239,4.99512,2.49756,0.74927
NREM,0.00277,1.1239,5.24488,2.8722,0.99902
NREM,0.00279,1.37366,4.99512,3.37171,1.1239
NREM,0.00185,1.24878,5.49463,3.24683,0.99902
NREM,0.00413,1.1239,4.62049,2.8722,0.74927
NREM,0.00376,1.24878,4.99512,2.49756,0.74927
NREM,0.00447,0.99902,4.87024,2.49756,0.87415
