Sleep_Stage,MeanP_Delta_O2,MedianF_Delta_O2,MeanF_Delta_O2,Spectral Edge_Delta_O2,PeakF_Delta_O2
NREM,0.00441,0.87415,5.74439,2.99707,0.62439
NREM,0.00618,0.74927,4.74537,2.2478,0.62439
NREM,0.00379,0.87415,5.49463,3.24683,0.74927
NREM,0.00536,0.74927,5.49463,2.8722,0.49951
NREM,0.00407,0.87415,5.24488,2.62244,0.62439
NREM,0.00508,0.87415,5.36976,3.12195,0.49951
NREM,0.00522,0.74927,5.49463,2.8722,0.62439
NREM,0.00336,0.99902,5.74439,3.37171,0.49951
NREM,0.00557,0.87415,5.12,2.8722,0.62439
NREM,0.00499,0.62439,5.24488,2.62244,0.62439
NREM,0.00382,0.87415,5.61951,3.24683,0.74927
NREM,0.00482,0.99902,5.49463,2.8722,0.87415
NREM,0.00368,0.87415,5.61951,3.12195,0.62439
NREM,0.0039,1.1239,5.61951,3.74634,0.87415
NREM,0.00494,0.74927,5.49463,2.62244,0.62439
NREM,0.00681,0.74927,5.12,2.62244,0.74927
NREM,0.00612,0.62439,4.99512,2.2478,0.62439
NREM,0.00345,0.99902,5.74439,3.24683,0.49951
NREM,0.00582,0.99902,5.12,2.8722,0.62439
NREM,0.00557,0.87415,5.12,2.74732,0.62439
NREM,0.00447,0.87415,5.61951,3.24683,0.62439
NREM,0.00664,0.74927,4.99512,2.49756,0.49951
NREM,0.00507,0.74927,5.36976,2.49756,0.62439
NREM,0.00617,0.74927,5.24488,2.62244,0.62439
NREM,0.00801,0.74927,5.24488,2.12293,0.49951
NREM,0.00605,0.87415,5.12,2.37268,0.62439
NREM,0.00727,0.74927,5.12,2.49756,0.74927
NREM,0.00623,0.74927,5.49463,2.49756,0.62439
NREM,0.00456,0.87415,5.86927,3.12195,0.62439
NREM,0.00581,0.87415,5.12,2.49756,0.49951
NREM,0.00492,0.99902,5.24488,2.99707,0.99902
NREM,0.00595,0.87415,5.12,2.74732,0.74927
NREM,0.0051,0.87415,4.99512,2.74732,0.62439
NREM,0.00577,0.87415,5.12,2.37268,0.62439
NREM,0.00585,0.87415,5.12,2.74732,0.49951
NREM,0.00894,0.62439,5.12,2.12293,0.62439
NREM,0.00525,0.62439,5.49463,2.62244,0.49951
NREM,0.00299,1.1239,5.99415,3.12195,0.74927
NREM,0.00455,0.87415,5.61951,2.8722,0.62439
NREM,0.00346,0.99902,5.61951,3.24683,0.87415
NREM,0.00365,0.87415,5.36976,2.74732,0.74927
NREM,0.00602,0.87415,5.61951,2.62244,0.99902
NREM,0.00324,0.87415,6.11902,3.37171,0.49951
NREM,0.00434,0.99902,5.49463,2.8722,1.1239
NREM,0.00231,1.87317,6.2439,3.74634,0.74927
NREM,0.00168,1.62341,6.36878,3.87122,0.49951
NREM,0.00272,0.99902,6.61854,3.37171,0.74927
NREM,0.00453,0.74927,5.61951,2.2478,0.62439
NREM,0.00368,0.74927,5.74439,2.62244,0.74927
NREM,0.00243,0.99902,5.99415,3.49659,0.74927
NREM,0.00146,1.62341,6.61854,4.12098,0.62439
NREM,0.00188,1.1239,5.61951,3.24683,0.87415
NREM,0.00285,1.24878,5.61951,3.12195,0.87415
NREM,0.00356,0.99902,5.74439,2.8722,0.62439
REM,0.00139,1.37366,6.49366,3.62146,0.74927
REM,0.00248,1.1239,5.99415,3.37171,0.87415
REM,0.00141,1.49854,6.36878,3.37171,0.49951
REM,0.00165,1.24878,5.99415,3.74634,0.62439
REM,0.00124,1.1239,6.49366,3.62146,0.74927
REM,0.00117,1.49854,6.36878,3.24683,0.49951
REM,0.00186,1.37366,5.86927,3.49659,0.87415
REM,0.00085,1.49854,5.99415,3.74634,1.49854
REM,0.00119,1.37366,6.2439,3.49659,0.87415
REM,0.00095,1.37366,6.2439,3.62146,0.62439
REM,0.00108,1.1239,6.2439,3.12195,0.62439
REM,0.0013,0.87415,6.11902,3.12195,0.62439
REM,0.00099,1.24878,7.86732,3.62146,0.87415
REM,0.00111,1.37366,6.36878,3.62146,0.37463
REM,0.00083,1.74829,6.49366,3.62146,0.74927
REM,0.001,1.49854,6.99317,3.74634,0.62439
REM,0.00089,1.37366,6.2439,3.37171,0.49951
REM,0.00133,1.37366,6.11902,3.62146,0.74927
REM,0.00125,0.99902,6.61854,3.49659,0.62439
REM,0.00133,1.24878,5.99415,3.74634,0.87415
REM,0.00137,1.49854,5.86927,3.49659,0.49951
REM,0.00077,1.74829,6.49366,3.74634,0.74927
REM,0.00113,1.49854,5.99415,3.24683,0.74927
REM,0.00086,1.62341,5.99415,3.49659,1.49854
REM,0.00088,1.37366,6.2439,3.62146,0.99902
REM,0.00096,1.1239,5.74439,2.99707,0.49951
REM,0.00186,0.74927,5.24488,2.62244,0.62439
REM,0.001,1.24878,6.11902,3.24683,0.87415
REM,0.00081,1.49854,6.2439,3.74634,0.87415
REM,0.00121,0.99902,5.99415,2.74732,0.87415
REM,0.0009,1.1239,6.36878,3.49659,0.99902
REM,0.0009,1.62341,5.86927,3.24683,0.49951
REM,0.0009,1.24878,6.2439,3.74634,0.49951
REM,0.00137,0.87415,6.36878,3.12195,0.87415
REM,0.00163,1.37366,5.74439,3.12195,1.49854
REM,0.00075,1.49854,6.2439,3.37171,0.49951
REM,0.00089,1.37366,6.2439,3.74634,0.87415
REM,0.00089,1.24878,6.49366,3.74634,0.62439
REM,0.00096,1.87317,6.2439,4.12098,0.87415
REM,0.00103,1.1239,6.36878,3.9961,0.74927
REM,0.0017,1.24878,6.11902,3.37171,0.74927
REM,0.00175,1.1239,5.86927,2.8722,0.87415
REM,0.00102,1.24878,6.36878,3.87122,0.87415
REM,0.00079,1.74829,6.61854,3.9961,1.49854
REM,0.11075,0.62439,3.24683,0.99902,0.74927
NREM,0.0007,1.24878,6.2439,3.62146,0.74927
NREM,0.00081,1.24878,6.74341,3.74634,0.74927
NREM,0.00073,1.24878,6.74341,3.87122,0.74927
NREM,0.00125,0.87415,7.24293,3.37171,0.49951
NREM,0.00072,1.1239,7.3678,3.62146,0.74927
NREM,0.00101,1.37366,7.24293,4.12098,0.62439
NREM,0.00104,1.1239,7.11805,3.49659,0.49951
NREM,0.00092,1.74829,6.99317,3.9961,0.62439
NREM,0.0015,1.37366,6.49366,3.74634,0.74927
NREM,0.00069,1.49854,7.3678,4.12098,0.49951
NREM,0.00058,1.49854,6.99317,3.9961,0.87415
NREM,0.00087,1.1239,6.99317,3.62146,0.74927
NREM,0.00151,1.37366,6.36878,3.74634,0.87415
NREM,0.00163,1.49854,6.2439,3.87122,1.74829
NREM,0.00156,1.37366,6.2439,3.87122,0.62439
NREM,0.00182,1.24878,6.36878,3.62146,1.24878
NREM,0.0018,1.24878,5.99415,3.49659,1.1239
NREM,0.00174,1.62341,6.11902,4.12098,0.87415
NREM,0.00174,1.62341,6.61854,4.24585,0.74927
NREM,0.00157,1.62341,6.49366,4.24585,0.74927
NREM,0.00189,1.24878,6.49366,3.62146,0.74927
NREM,0.00207,1.74829,6.36878,4.49561,0.99902
NREM,0.00218,1.37366,6.36878,4.24585,1.24878
NREM,0.00202,1.62341,5.99415,3.74634,0.62439
NREM,0.00215,1.62341,6.36878,3.87122,0.74927
NREM,0.00176,1.62341,6.36878,4.12098,1.1239
NREM,0.00236,1.74829,6.11902,3.9961,0.74927
NREM,0.00242,1.24878,6.11902,3.62146,0.87415
NREM,0.00223,1.37366,6.2439,3.87122,0.99902
NREM,0.00192,1.87317,6.11902,3.9961,1.1239
NREM,0.00235,1.37366,6.36878,3.74634,0.74927
NREM,0.00267,1.49854,5.99415,3.62146,0.62439
NREM,0.00176,1.74829,6.61854,4.12098,1.24878
NREM,0.00209,1.62341,6.2439,3.62146,0.74927
NREM,0.00347,1.37366,5.86927,3.62146,0.74927
NREM,0.00271,1.49854,5.99415,3.62146,0.74927
NREM,0.0026,1.49854,5.99415,3.74634,0.74927
NREM,0.00232,1.99805,6.11902,3.9961,0.49951
NREM,0.00261,1.24878,5.99415,3.87122,0.74927
NREM,0.00252,1.49854,5.86927,3.74634,0.62439
NREM,0.00246,1.37366,6.11902,3.74634,0.74927
NREM,0.00296,1.37366,5.86927,3.49659,0.74927
NREM,0.00398,0.87415,5.74439,2.99707,0.87415
NREM,0.00289,1.37366,6.11902,3.49659,0.74927
NREM,0.00373,1.24878,5.61951,3.24683,1.24878
NREM,0.00223,1.1239,6.61854,3.87122,0.74927
NREM,0.00349,1.24878,5.61951,3.37171,0.74927
NREM,0.0028,1.1239,5.74439,3.62146,0.62439
NREM,0.00296,1.1239,6.11902,3.74634,0.74927
NREM,0.0035,1.24878,5.49463,3.49659,0.87415
NREM,0.00473,0.87415,5.49463,2.8722,0.74927
NREM,0.00439,0.87415,5.36976,2.99707,0.74927
NREM,0.00432,0.74927,5.61951,2.99707,0.62439
NREM,0.00336,1.37366,5.61951,3.49659,1.49854
NREM,0.00563,0.87415,5.24488,2.8722,0.62439
NREM,0.00399,0.87415,5.49463,3.24683,0.62439
NREM,0.00348,1.1239,5.86927,3.49659,0.99902
NREM,0.00369,0.99902,5.86927,2.99707,0.49951
NREM,0.00381,0.99902,5.61951,3.24683,0.37463
NREM,0.00762,0.74927,5.12,2.37268,0.74927
NREM,0.00352,1.1239,5.74439,3.37171,0.49951
NREM,0.00435,0.87415,5.61951,2.99707,0.74927
NREM,0.0055,0.87415,5.74439,2.8722,0.62439
NREM,0.004,0.99902,5.74439,2.99707,0.74927
NREM,0.00755,0.74927,5.36976,2.37268,0.74927
NREM,0.00647,0.74927,5.61951,2.8722,0.62439
NREM,0.00472,1.1239,5.74439,3.24683,0.62439
NREM,0.00409,0.99902,5.61951,3.24683,0.87415
NREM,0.00571,0.87415,5.36976,2.49756,0.62439
NREM,0.00835,0.62439,5.12,2.12293,0.62439
NREM,0.00237,1.49854,6.2439,4.37073,0.74927
NREM,0.00222,1.1239,6.36878,3.87122,0.74927
NREM,0.00543,0.87415,5.12,2.37268,0.99902
NREM,0.00384,1.1239,5.99415,3.12195,0.87415
NREM,0.00436,0.74927,5.99415,3.24683,0.62439
NREM,0.00315,1.24878,5.61951,2.99707,0.74927
NREM,0.00436,0.74927,5.86927,3.24683,0.62439
NREM,0.00221,1.24878,6.36878,4.24585,0.74927
NREM,0.00279,1.37366,5.74439,3.9961,1.1239
NREM,0.00281,1.62341,5.99415,3.74634,0.87415
NREM,0.00317,0.99902,6.2439,3.37171,0.62439
NREM,0.002,1.37366,6.2439,3.49659,0.49951
NREM,0.00246,1.62341,6.36878,3.9961,0.62439
NREM,0.00386,0.87415,5.61951,2.74732,0.87415
NREM,0.00196,1.37366,6.74341,4.12098,0.99902
NREM,0.00155,1.24878,6.36878,3.9961,1.1239
NREM,0.00235,1.24878,6.11902,3.12195,0.87415
REM,0.00099,1.99805,6.74341,4.12098,0.62439
REM,0.00234,1.1239,5.86927,3.49659,0.62439
REM,0.00167,1.37366,6.11902,3.62146,0.99902
REM,0.00157,0.99902,5.99415,3.37171,0.74927
REM,0.00121,1.1239,6.61854,3.49659,0.62439
REM,0.00158,1.37366,6.2439,3.37171,0.74927
REM,0.00115,1.1239,6.74341,3.74634,0.74927
REM,0.00109,1.37366,6.2439,3.62146,0.49951
REM,0.0011,1.37366,6.2439,3.62146,0.74927
REM,0.00125,1.62341,6.2439,3.62146,0.49951
REM,0.00115,1.1239,6.49366,3.24683,0.37463
REM,0.00093,1.37366,6.99317,3.74634,0.62439
REM,0.00103,1.62341,5.99415,3.62146,1.1239
REM,0.00087,1.49854,6.74341,3.49659,1.49854
REM,0.00114,1.1239,6.74341,3.74634,0.74927
REM,0.00106,1.74829,5.86927,3.37171,0.74927
REM,0.00093,1.49854,6.2439,3.62146,0.49951
REM,0.00112,1.24878,6.74341,3.49659,1.24878
REM,0.00125,1.62341,5.99415,3.37171,0.74927
REM,0.00072,1.74829,6.86829,4.37073,0.74927
REM,0.00124,1.37366,5.86927,3.49659,0.74927
REM,0.00086,1.74829,6.86829,3.49659,0.74927
REM,0.00103,0.99902,6.99317,3.49659,0.62439
REM,0.00085,1.62341,6.61854,3.87122,0.74927
REM,0.00107,1.1239,6.49366,3.49659,0.49951
REM,0.00116,1.49854,5.99415,3.37171,0.62439
REM,0.00081,1.24878,6.74341,3.62146,0.49951
REM,0.00114,1.49854,6.2439,3.49659,0.49951
REM,0.0014,0.74927,6.74341,3.24683,0.12488
NREM,0.07384,0.37463,2.62244,0.74927,0.37463
NREM,0.00082,1.1239,6.86829,3.62146,0.74927
NREM,0.00154,1.24878,5.99415,3.62146,0.99902
NREM,0.00169,0.99902,6.49366,3.62146,0.62439
NREM,0.00099,1.62341,6.11902,3.37171,0.74927
NREM,0.00104,1.24878,6.36878,3.74634,0.49951
REM,0.00071,1.49854,6.74341,4.12098,0.49951
REM,0.00108,1.24878,6.49366,3.74634,0.87415
REM,0.00092,1.62341,6.11902,4.12098,1.1239
REM,0.00138,1.1239,6.36878,3.62146,0.62439
REM,0.002,1.1239,5.61951,2.74732,0.87415
REM,0.00085,1.62341,6.2439,3.49659,0.99902
REM,0.00072,1.62341,7.11805,3.74634,0.37463
REM,0.00091,1.1239,6.11902,3.49659,0.62439
REM,0.00116,0.99902,5.99415,3.24683,0.49951
REM,0.00096,1.37366,5.86927,3.62146,0.74927
REM,0.0008,1.1239,6.49366,3.74634,0.99902
REM,0.00112,1.49854,5.86927,3.87122,0.49951
REM,0.00105,1.62341,6.11902,3.12195,0.37463
REM,0.0009,1.37366,6.36878,3.87122,0.74927
REM,0.0009,1.37366,6.49366,3.49659,0.49951
NREM,0.00094,0.87415,7.3678,3.37171,0.62439
NREM,0.00907,0.62439,4.12098,1.1239,0.74927
NREM,0.00054,1.49854,7.61756,3.9961,0.87415
NREM,0.00088,0.87415,6.74341,3.49659,0.74927
NREM,0.00095,0.99902,6.74341,3.74634,0.62439
NREM,0.0012,1.49854,6.61854,4.49561,0.74927
NREM,0.00112,1.87317,6.74341,3.9961,0.99902
NREM,0.00135,1.62341,6.11902,3.9961,0.74927
NREM,0.00132,1.49854,6.11902,3.87122,0.74927
NREM,0.0015,1.99805,6.36878,4.37073,0.74927
NREM,0.0012,1.74829,6.49366,4.37073,0.74927
NREM,0.00159,1.74829,6.36878,3.9961,0.74927
NREM,0.00123,1.37366,6.74341,3.74634,0.74927
NREM,0.00144,1.87317,6.36878,3.87122,1.1239
NREM,0.00142,1.37366,6.36878,3.87122,0.74927
NREM,0.00186,1.37366,6.74341,3.74634,0.62439
NREM,0.00135,1.62341,6.61854,3.9961,1.1239
NREM,0.00149,1.87317,6.61854,4.24585,0.74927
NREM,0.00173,1.62341,5.99415,3.62146,0.74927
NREM,0.00207,0.99902,6.36878,3.24683,0.74927
NREM,0.00065,1.62341,7.3678,3.74634,0.74927
NREM,0.00119,1.62341,6.2439,3.87122,0.74927
NREM,0.00121,1.24878,6.74341,3.9961,0.74927
NREM,0.00121,1.62341,6.61854,3.9961,0.49951
NREM,0.00172,1.49854,6.2439,3.74634,0.74927
NREM,0.00182,1.49854,6.36878,3.74634,0.62439
NREM,0.00148,1.74829,6.2439,3.74634,0.74927
NREM,0.00149,1.62341,6.74341,4.12098,0.74927
NREM,0.00166,1.74829,6.49366,3.87122,0.49951
NREM,0.00121,1.49854,6.86829,3.62146,0.62439
NREM,0.00053,1.24878,6.86829,3.62146,0.74927
NREM,0.00055,0.74927,7.24293,3.37171,0.74927
NREM,0.00065,0.87415,6.49366,3.37171,0.49951
NREM,0.00055,0.87415,6.61854,3.49659,0.87415
NREM,0.00069,1.62341,6.36878,3.74634,0.99902
NREM,0.00064,1.24878,6.86829,4.24585,0.62439
NREM,0.00042,0.99902,7.3678,3.49659,0.37463
NREM,0.00101,0.99902,6.2439,3.12195,0.87415
NREM,0.00066,0.87415,7.11805,3.74634,0.74927
NREM,0.00067,1.24878,6.49366,3.62146,0.74927
NREM,0.00099,1.24878,6.36878,3.74634,0.74927
NREM,0.00093,1.62341,6.2439,3.87122,0.74927
NREM,0.00085,1.99805,6.36878,3.74634,2.62244
NREM,0.00071,1.49854,6.86829,3.62146,0.49951
NREM,0.00102,1.62341,6.2439,3.74634,0.74927
NREM,0.00103,1.62341,6.49366,4.37073,0.74927
NREM,0.00083,0.99902,6.86829,3.74634,0.74927
NREM,0.00102,1.37366,6.49366,3.74634,0.74927
NREM,0.00144,1.37366,6.36878,3.74634,1.1239
NREM,0.00121,2.2478,6.2439,4.37073,0.62439
NREM,0.0018,1.49854,6.49366,4.37073,0.62439
NREM,0.00162,1.62341,5.86927,3.49659,0.74927
NREM,0.00144,1.87317,6.36878,4.49561,0.74927
NREM,0.00197,1.1239,6.11902,3.62146,0.74927
NREM,0.0014,1.1239,6.49366,3.24683,0.74927
NREM,0.00111,2.12293,6.11902,4.62049,0.74927
NREM,0.00153,1.24878,6.2439,3.87122,0.74927
NREM,0.00043,1.1239,7.3678,3.87122,0.99902
NREM,0.0006,0.99902,6.49366,3.74634,0.99902
NREM,0.00063,0.99902,6.99317,3.87122,0.99902
NREM,0.00075,1.1239,6.99317,3.49659,0.99902
NREM,0.00059,1.37366,6.49366,3.74634,0.87415
NREM,0.00083,1.24878,6.11902,3.74634,0.99902
NREM,0.00088,1.24878,6.61854,3.87122,0.99902
NREM,0.00072,1.1239,6.86829,4.24585,0.99902
NREM,0.00085,1.37366,6.36878,3.74634,0.99902
NREM,0.001,1.49854,5.99415,3.87122,1.1239
NREM,0.00132,1.1239,6.49366,3.74634,0.99902
NREM,0.00098,1.37366,6.11902,3.9961,0.99902
NREM,0.00092,1.37366,5.99415,4.12098,0.37463
NREM,0.00089,1.24878,6.2439,3.9961,0.99902
NREM,0.00105,1.37366,6.11902,3.62146,0.99902
NREM,0.00098,1.24878,6.36878,3.87122,0.99902
NREM,0.00091,1.24878,6.74341,3.9961,0.49951
NREM,0.00115,1.1239,6.11902,3.74634,0.99902
NREM,0.00106,1.49854,6.36878,4.24585,0.99902
NREM,0.00093,1.24878,6.36878,4.37073,0.99902
NREM,0.00122,1.24878,6.11902,3.74634,0.99902
NREM,0.00128,0.99902,5.99415,3.74634,0.99902
NREM,0.00122,1.37366,6.11902,3.87122,0.99902
NREM,0.00132,1.37366,5.99415,3.62146,0.62439
NREM,0.00124,1.62341,5.99415,3.87122,0.99902
NREM,0.00137,1.1239,5.86927,3.87122,0.62439
NREM,0.00152,1.1239,5.74439,3.49659,0.87415
NREM,0.00128,0.99902,6.2439,3.37171,0.87415
NREM,0.00162,1.24878,5.61951,3.62146,0.62439
NREM,0.00193,0.99902,5.61951,3.12195,0.87415
NREM,0.00178,0.99902,5.61951,3.49659,0.62439
NREM,0.00204,0.99902,5.74439,3.37171,0.99902
NREM,0.00213,0.99902,5.36976,3.12195,0.87415
NREM,0.00279,0.87415,5.12,2.8722,0.87415
NREM,0.00344,0.87415,5.49463,2.8722,0.49951
NREM,0.00204,1.1239,5.49463,3.24683,0.49951
NREM,0.00249,0.99902,5.36976,2.8722,0.74927
NREM,0.0019,0.87415,5.74439,3.24683,0.87415
NREM,0.003,0.87415,5.24488,2.8722,0.74927
NREM,0.00188,1.1239,5.86927,3.49659,0.49951
NREM,0.00236,1.1239,5.36976,2.8722,1.1239
NREM,0.00262,0.87415,5.36976,2.74732,0.62439
NREM,0.00355,0.74927,4.99512,2.2478,0.62439
NREM,0.00432,0.74927,5.12,2.37268,0.49951
NREM,0.0032,0.74927,5.36976,2.74732,0.74927
NREM,0.00415,0.74927,5.12,2.62244,0.62439
NREM,0.00282,0.87415,5.36976,2.74732,0.62439
NREM,0.0043,0.74927,4.87024,2.12293,0.87415
NREM,0.00446,0.62439,4.87024,2.2478,0.62439
NREM,0.0025,0.99902,5.36976,3.37171,0.49951
NREM,0.00504,0.49951,5.12,2.12293,0.49951
NREM,0.00055,0.99902,7.24293,3.49659,0.99902
NREM,0.00057,0.99902,7.24293,3.49659,0.99902
NREM,0.00072,0.99902,6.74341,3.62146,0.99902
NREM,0.00092,1.1239,6.36878,3.87122,0.99902
NREM,0.001,0.99902,6.11902,3.87122,0.87415
NREM,0.00106,1.1239,5.86927,3.74634,0.99902
NREM,0.00105,1.1239,5.86927,3.62146,0.99902
NREM,0.00073,1.1239,6.86829,3.9961,0.74927
NREM,0.00076,1.24878,6.2439,4.24585,0.99902
NREM,0.00099,0.99902,6.36878,3.74634,0.49951
NREM,0.00097,1.24878,6.2439,3.87122,0.99902
NREM,0.00118,0.99902,6.49366,3.9961,0.87415
NREM,0.00105,1.24878,5.86927,3.87122,0.87415
NREM,0.00129,0.99902,6.11902,3.74634,0.87415
NREM,0.00144,0.99902,5.74439,3.12195,0.99902
NREM,0.00171,0.87415,5.74439,3.49659,0.62439
NREM,0.00166,1.1239,5.61951,2.99707,0.87415
NREM,0.00174,0.87415,5.61951,3.24683,0.74927
NREM,0.00119,1.1239,5.74439,3.62146,0.74927
NREM,0.00148,0.99902,5.74439,3.37171,0.62439
NREM,0.00181,0.99902,5.61951,3.12195,0.87415
NREM,0.00362,0.74927,5.12,2.49756,0.62439
NREM,0.00218,0.87415,5.24488,3.12195,0.62439
NREM,0.00242,0.74927,4.99512,2.8722,0.74927
NREM,0.00245,0.74927,5.12,2.74732,0.49951
NREM,0.00165,0.99902,5.74439,2.8722,0.49951
NREM,0.11662,0.49951,2.8722,0.99902,0.49951
NREM,0.00102,1.37366,6.61854,3.9961,0.99902
NREM,0.00095,1.49854,6.2439,4.12098,0.87415
NREM,0.00133,0.99902,6.11902,3.62146,0.87415
NREM,0.00149,1.1239,5.74439,3.62146,0.62439
NREM,0.00044,0.87415,6.86829,3.9961,0.87415
NREM,0.0007,0.99902,6.99317,3.12195,0.37463
NREM,0.00045,0.99902,6.61854,3.74634,0.99902
NREM,0.00057,0.87415,6.61854,3.24683,0.99902
NREM,0.00051,0.99902,6.74341,3.49659,0.99902
NREM,0.00073,0.87415,6.86829,2.8722,0.99902
NREM,0.00048,0.87415,6.74341,3.24683,0.99902
NREM,0.00048,0.99902,6.74341,3.37171,0.99902
NREM,0.00049,0.99902,7.24293,3.37171,0.99902
NREM,0.00077,0.99902,6.61854,3.12195,0.99902
NREM,0.00084,1.24878,6.74341,3.24683,0.87415
NREM,0.00047,0.99902,6.86829,3.49659,0.99902
NREM,0.00045,0.99902,6.11902,3.74634,0.99902
NREM,0.0006,0.99902,6.74341,3.49659,0.99902
NREM,0.00079,0.99902,6.36878,3.49659,0.87415
NREM,0.00077,1.1239,6.36878,3.62146,0.87415
NREM,0.00083,1.1239,6.11902,3.62146,0.87415
NREM,0.00071,1.1239,6.11902,3.74634,0.87415
NREM,0.00073,1.24878,6.36878,4.24585,0.87415
NREM,0.00086,0.99902,6.11902,3.62146,0.87415
NREM,0.00103,1.1239,6.11902,3.9961,0.87415
NREM,0.00087,1.24878,6.11902,3.74634,0.87415
NREM,0.00121,0.99902,6.11902,3.74634,0.87415
NREM,0.00109,1.1239,6.11902,3.74634,0.99902
NREM,0.00087,1.24878,6.49366,3.87122,0.99902
NREM,0.00062,0.99902,6.61854,3.74634,0.99902
NREM,0.00058,1.1239,6.61854,3.87122,0.99902
NREM,0.00083,1.49854,6.49366,3.9961,0.87415
NREM,0.00085,1.87317,6.11902,3.9961,0.87415
NREM,0.0011,1.74829,5.99415,3.9961,0.87415
NREM,0.00102,1.1239,5.99415,3.62146,0.87415
NREM,0.001,1.62341,5.86927,3.87122,0.87415
NREM,0.00116,1.1239,5.61951,3.74634,0.99902
NREM,0.00146,1.37366,5.74439,3.62146,0.99902
NREM,0.00121,1.49854,5.99415,3.74634,0.87415
NREM,0.00143,1.24878,5.74439,3.62146,0.87415
NREM,0.00128,1.49854,5.86927,3.87122,0.87415
NREM,0.00153,0.99902,5.99415,3.49659,0.49951
NREM,0.0013,1.24878,5.86927,3.62146,0.87415
NREM,0.00109,1.74829,5.74439,3.9961,0.87415
NREM,0.00213,0.99902,5.61951,3.49659,0.87415
NREM,0.00118,1.24878,5.99415,3.62146,0.99902
NREM,0.00169,0.99902,5.49463,3.24683,0.99902
NREM,0.00233,0.87415,5.36976,2.99707,0.87415
NREM,0.00158,0.99902,5.49463,3.37171,0.87415
NREM,0.00305,0.87415,5.24488,2.62244,0.49951
NREM,0.00246,0.99902,5.12,2.8722,0.49951
NREM,0.0034,0.74927,5.24488,2.49756,0.87415
NREM,0.00264,0.87415,5.49463,2.99707,0.49951
NREM,0.00202,1.1239,5.36976,3.24683,0.49951
NREM,0.00296,0.87415,4.87024,2.62244,0.74927
NREM,0.0031,0.99902,5.24488,2.74732,0.49951
NREM,0.00295,0.62439,6.86829,2.37268,0.49951
NREM,0.00106,1.1239,6.11902,3.74634,0.87415
NREM,0.00131,1.24878,5.99415,3.74634,0.87415
NREM,0.00154,1.1239,5.49463,3.49659,0.87415
NREM,0.00311,0.74927,5.24488,2.12293,0.62439
NREM,0.00142,1.1239,5.74439,3.49659,0.87415
NREM,0.0026,0.87415,5.12,2.8722,0.62439
NREM,0.00322,0.87415,5.12,2.74732,0.62439
NREM,0.00309,0.87415,5.24488,2.37268,0.87415
NREM,0.00365,0.74927,4.99512,2.49756,0.49951
NREM,0.00304,0.87415,5.61951,2.62244,0.49951
NREM,0.00365,0.74927,5.12,2.74732,0.49951
NREM,0.00219,0.99902,5.24488,3.12195,0.37463
NREM,0.00298,0.87415,5.49463,2.8722,0.74927
NREM,0.00417,0.87415,4.99512,2.37268,0.49951
NREM,0.00306,0.74927,4.99512,2.62244,0.62439
NREM,0.00516,0.62439,4.74537,2.2478,0.62439
NREM,0.00513,0.74927,4.74537,2.2478,0.62439
NREM,0.00302,0.87415,5.24488,2.62244,0.74927
NREM,0.0037,0.74927,5.12,2.49756,0.49951
NREM,0.00183,0.99902,5.99415,3.12195,0.99902
NREM,0.00239,0.87415,5.49463,3.24683,0.74927
NREM,0.00307,0.87415,5.12,2.62244,0.49951
NREM,0.00354,0.74927,4.87024,2.62244,0.62439
NREM,0.00372,0.74927,4.87024,2.12293,0.74927
NREM,0.00468,0.74927,4.74537,2.37268,0.49951
NREM,0.00358,0.87415,4.99512,2.74732,0.62439
NREM,0.00355,0.74927,5.24488,2.49756,0.62439
NREM,0.0043,0.87415,4.74537,2.12293,0.49951
NREM,0.00362,0.87415,5.24488,2.74732,0.74927
NREM,0.00488,0.74927,5.12,2.12293,0.62439
NREM,0.00419,0.74927,4.87024,2.12293,0.74927
NREM,0.00356,0.99902,5.12,2.62244,1.1239
NREM,0.00414,0.74927,4.62049,1.99805,0.62439
NREM,0.00349,0.87415,5.12,2.49756,0.87415
NREM,0.00456,0.74927,4.74537,2.37268,0.74927
NREM,0.00466,0.74927,4.99512,2.12293,0.62439
NREM,0.00666,0.62439,4.24585,1.62341,0.49951
NREM,0.00402,0.62439,4.99512,2.12293,0.49951
NREM,0.55346,0.49951,1.62341,0.99902,0.62439
NREM,0.00046,0.99902,7.86732,3.87122,0.87415
NREM,0.03539,0.49951,4.12098,1.24878,0.49951
NREM,0.00049,0.99902,7.61756,3.62146,0.99902
NREM,0.00069,0.99902,7.11805,3.87122,0.99902
NREM,0.00107,0.99902,7.11805,3.62146,0.87415
NREM,0.00107,0.99902,6.49366,3.37171,0.87415
NREM,0.0008,1.1239,6.36878,3.62146,0.87415
NREM,0.00089,0.99902,6.49366,3.74634,0.87415
NREM,0.00086,0.99902,6.74341,3.49659,0.87415
NREM,0.00113,0.99902,5.99415,3.62146,0.87415
NREM,0.00121,0.99902,5.99415,3.62146,0.87415
NREM,0.0009,1.1239,6.11902,3.74634,0.87415
NREM,0.00105,1.1239,5.99415,3.87122,0.87415
NREM,0.00097,1.37366,6.2439,3.87122,0.87415
NREM,0.0014,0.87415,5.86927,2.99707,0.99902
NREM,0.00163,0.99902,5.61951,3.49659,1.1239
NREM,0.00101,1.37366,6.11902,4.12098,0.49951
