Sleep_Stage,MeanP_Alpha_O2,MedianF_Alpha_O2,MeanF_Alpha_O2,Spectral Edge_Alpha_O2,PeakF_Alpha_O2
NREM,0.00036,7.3678,13.98634,13.1122,5.86927
NREM,0.00023,7.9922,15.23512,13.98634,6.61854
NREM,0.00029,7.61756,14.73561,13.73659,6.74341
NREM,0.00035,7.74244,14.2361,13.1122,8.11707
NREM,0.00026,8.49171,14.86049,13.61171,12.86244
NREM,0.00038,7.61756,13.73659,13.1122,6.49366
NREM,0.00033,7.49268,14.36098,13.1122,6.49366
NREM,0.00032,7.61756,14.36098,13.1122,5.61951
NREM,0.00034,7.9922,14.2361,13.36195,7.11805
NREM,0.00026,8.49171,14.98537,13.73659,5.99415
NREM,0.00033,7.86732,14.48585,13.23707,6.99317
NREM,0.00032,7.24293,14.2361,13.1122,6.11902
NREM,0.00029,7.61756,14.61073,13.1122,7.49268
NREM,0.00044,7.74244,13.36195,12.86244,6.49366
NREM,0.00033,7.9922,13.98634,13.1122,7.61756
NREM,0.00031,7.61756,14.11122,13.1122,7.74244
NREM,0.00025,8.36683,14.98537,13.61171,6.49366
NREM,0.00031,7.86732,14.61073,13.36195,7.9922
NREM,0.0003,7.3678,14.61073,13.48683,6.2439
NREM,0.00031,8.11707,14.48585,13.48683,8.11707
NREM,0.00033,7.11805,14.36098,13.36195,5.24488
NREM,0.00032,8.36683,14.11122,13.23707,12.61268
NREM,0.00026,7.61756,14.86049,13.73659,5.86927
NREM,0.00032,7.3678,14.11122,13.23707,6.11902
NREM,0.00031,7.86732,14.36098,13.23707,6.11902
NREM,0.00029,7.49268,14.2361,12.98732,6.36878
NREM,0.0003,7.86732,14.36098,13.23707,5.74439
NREM,0.00035,7.61756,13.73659,13.1122,6.49366
NREM,0.00038,7.11805,14.11122,12.86244,5.86927
NREM,0.00028,7.86732,14.61073,13.73659,5.86927
NREM,0.00035,8.24195,13.86146,13.23707,8.24195
NREM,0.00033,7.86732,14.11122,13.36195,7.86732
NREM,0.00026,7.61756,14.73561,13.36195,4.49561
NREM,0.00029,7.9922,14.36098,13.36195,7.49268
NREM,0.00034,7.86732,13.98634,13.1122,5.12
NREM,0.00032,7.61756,14.48585,13.36195,5.99415
NREM,0.00032,7.9922,14.48585,13.1122,6.2439
NREM,0.00033,7.74244,14.2361,13.36195,5.86927
NREM,0.00038,8.11707,13.61171,12.98732,8.11707
NREM,0.00032,7.61756,14.86049,13.61171,5.61951
NREM,0.0003,8.86634,14.73561,13.98634,5.12
NREM,0.00043,7.9922,13.73659,12.98732,6.61854
NREM,0.00034,7.24293,14.48585,13.36195,6.36878
NREM,0.00034,8.24195,14.73561,13.61171,6.36878
NREM,0.00043,7.86732,13.86146,13.36195,7.24293
NREM,0.00033,8.24195,14.61073,13.86146,7.9922
NREM,0.00044,7.74244,13.73659,12.36293,7.9922
NREM,0.00033,8.99122,14.61073,13.73659,7.86732
NREM,0.00029,8.24195,15.36,14.11122,6.74341
NREM,0.00035,8.49171,14.48585,13.73659,7.86732
NREM,0.00036,7.86732,14.61073,13.61171,6.36878
NREM,0.00025,9.24098,15.60976,14.61073,7.86732
NREM,0.00027,8.11707,14.98537,14.11122,5.74439
NREM,0.00032,8.11707,14.86049,13.86146,7.24293
REM,0.0003,8.61659,15.36,14.36098,8.61659
REM,0.00032,8.36683,14.98537,13.73659,8.99122
REM,0.00025,8.61659,15.73463,14.98537,8.74146
REM,0.00026,8.74146,15.23512,14.48585,8.49171
REM,0.00025,8.49171,15.73463,14.61073,8.49171
REM,0.00023,8.99122,16.73366,15.73463,7.86732
REM,0.00028,8.61659,15.36,14.36098,7.24293
REM,0.00019,9.36585,15.98439,15.36,9.61561
REM,0.00023,9.1161,15.85951,14.98537,9.24098
REM,0.00019,9.36585,16.4839,15.60976,9.24098
REM,0.00019,8.74146,16.4839,15.36,8.61659
REM,0.00018,8.74146,16.23415,15.11024,8.74146
REM,0.00036,8.61659,15.48488,14.48585,7.9922
REM,0.00024,8.99122,15.98439,15.36,8.99122
REM,0.00019,8.61659,16.10927,14.98537,9.24098
REM,0.00027,8.99122,15.48488,14.48585,8.99122
REM,0.00018,9.1161,15.85951,14.98537,8.74146
REM,0.00024,8.61659,15.85951,14.73561,7.86732
REM,0.00027,9.61561,16.35902,15.60976,8.36683
REM,0.00021,8.36683,16.23415,15.11024,7.61756
REM,0.00021,8.61659,16.10927,14.98537,5.86927
REM,0.00018,9.24098,16.35902,15.73463,9.36585
REM,0.00018,8.99122,16.4839,15.73463,8.86634
REM,0.00016,9.24098,16.4839,15.85951,6.61854
REM,0.00019,9.61561,16.35902,15.73463,11.48878
REM,0.00013,9.49073,16.73366,15.98439,9.61561
REM,0.00015,9.36585,16.35902,15.73463,9.1161
REM,0.00018,9.49073,16.10927,15.60976,9.61561
REM,0.00017,8.61659,16.60878,15.23512,9.74049
REM,0.00017,9.1161,16.35902,15.73463,8.74146
REM,0.00018,9.24098,16.23415,15.23512,8.74146
REM,0.00015,8.86634,16.23415,15.60976,8.61659
REM,0.00019,8.99122,16.10927,15.48488,8.36683
REM,0.00022,8.99122,15.85951,14.98537,8.49171
REM,0.0002,8.36683,16.35902,15.48488,5.74439
REM,0.00014,9.49073,16.98341,16.23415,8.24195
REM,0.00021,9.49073,15.98439,15.11024,9.61561
REM,0.00021,8.99122,15.73463,14.86049,9.1161
REM,0.00021,8.36683,16.10927,15.23512,7.11805
REM,0.00022,8.99122,15.85951,14.73561,9.61561
REM,0.00026,8.61659,15.85951,14.98537,8.61659
REM,0.0002,9.36585,15.85951,15.23512,9.61561
REM,0.00021,8.49171,15.98439,15.11024,7.74244
REM,0.00024,8.99122,15.85951,15.11024,6.49366
REM,0.00102,8.36683,17.85756,16.35902,6.99317
NREM,0.00017,9.36585,17.85756,17.23317,9.24098
NREM,0.00021,9.24098,17.10829,16.35902,8.11707
NREM,0.00019,9.61561,16.98341,16.23415,7.11805
NREM,0.00038,9.86537,16.60878,16.10927,8.99122
NREM,0.00028,9.86537,16.98341,16.60878,9.36585
NREM,0.00038,9.61561,16.4839,15.98439,9.86537
NREM,0.00035,9.74049,16.85854,16.10927,10.11512
NREM,0.00033,9.49073,16.10927,15.48488,9.49073
NREM,0.00037,9.24098,16.73366,15.98439,9.1161
NREM,0.00027,9.36585,16.98341,16.35902,7.49268
NREM,0.00023,10.11512,17.35805,16.60878,8.11707
NREM,0.00028,9.86537,17.48293,17.10829,8.11707
NREM,0.00032,8.86634,16.35902,15.60976,9.1161
NREM,0.00033,8.49171,15.73463,14.86049,8.36683
NREM,0.00034,9.1161,15.73463,14.73561,6.11902
NREM,0.00036,8.99122,15.60976,14.86049,7.11805
NREM,0.00035,9.49073,15.85951,15.23512,8.24195
NREM,0.00036,8.24195,15.36,14.11122,8.11707
NREM,0.00049,9.1161,13.98634,13.48683,12.73756
NREM,0.00045,8.86634,14.61073,13.86146,12.73756
NREM,0.00038,8.74146,15.23512,14.48585,12.98732
NREM,0.00056,8.74146,13.61171,13.1122,12.4878
NREM,0.00054,8.86634,13.73659,13.1122,12.86244
NREM,0.00042,8.99122,14.98537,13.98634,8.99122
NREM,0.00046,8.36683,14.86049,13.86146,7.74244
NREM,0.00039,8.61659,15.36,14.2361,6.49366
NREM,0.00045,8.11707,14.86049,13.48683,4.99512
NREM,0.0004,8.49171,15.11024,13.98634,7.49268
NREM,0.00043,8.49171,14.98537,13.98634,7.74244
NREM,0.00048,9.36585,13.73659,13.23707,12.4878
NREM,0.00045,8.36683,14.98537,13.98634,12.61268
NREM,0.00043,8.36683,14.61073,13.73659,12.73756
NREM,0.00043,7.86732,14.73561,13.73659,6.99317
NREM,0.00045,9.24098,14.36098,13.61171,12.36293
NREM,0.00044,7.9922,14.61073,13.61171,5.99415
NREM,0.00041,8.36683,14.73561,13.86146,6.86829
NREM,0.00041,8.36683,14.73561,13.98634,7.74244
NREM,0.00043,8.11707,14.48585,12.98732,7.3678
NREM,0.00043,8.74146,14.48585,13.48683,12.98732
NREM,0.0004,8.36683,14.73561,13.73659,12.61268
NREM,0.00035,7.49268,15.36,13.86146,6.74341
NREM,0.00043,8.74146,14.36098,13.48683,12.86244
NREM,0.00036,8.24195,15.11024,14.36098,6.74341
NREM,0.00041,7.86732,14.73561,13.73659,7.49268
NREM,0.00038,8.11707,14.98537,13.73659,6.11902
NREM,0.00045,7.74244,14.61073,13.48683,6.74341
NREM,0.00039,8.36683,15.11024,13.98634,5.36976
NREM,0.00042,8.99122,14.36098,13.61171,13.1122
NREM,0.00045,8.36683,14.61073,13.48683,6.11902
NREM,0.00039,8.24195,15.23512,13.86146,6.86829
NREM,0.00039,8.74146,14.86049,13.86146,6.74341
NREM,0.00033,8.24195,15.60976,14.36098,6.11902
NREM,0.00038,8.49171,14.73561,13.61171,8.61659
NREM,0.0004,8.11707,14.73561,13.61171,12.98732
NREM,0.00032,8.11707,15.60976,14.36098,6.74341
NREM,0.0004,8.49171,14.86049,13.73659,6.2439
NREM,0.00042,8.61659,14.48585,13.23707,6.2439
NREM,0.00033,7.86732,15.48488,14.11122,5.86927
NREM,0.00037,8.49171,14.98537,13.98634,6.74341
NREM,0.00035,8.11707,15.23512,14.2361,5.36976
NREM,0.00043,8.11707,14.73561,13.61171,7.61756
NREM,0.00036,8.36683,14.98537,14.11122,6.86829
NREM,0.00043,7.86732,14.48585,13.36195,6.36878
NREM,0.00035,7.86732,15.36,14.2361,5.74439
NREM,0.00041,8.36683,14.61073,13.73659,5.74439
NREM,0.00043,7.11805,15.11024,13.61171,5.86927
NREM,0.00043,7.74244,14.61073,13.36195,5.86927
NREM,0.00037,7.86732,15.36,13.98634,6.36878
NREM,0.00035,8.11707,14.98537,13.73659,6.36878
NREM,0.00037,8.99122,15.48488,14.73561,9.1161
NREM,0.0005,7.49268,14.2361,12.98732,5.86927
NREM,0.00044,8.49171,14.48585,13.48683,6.61854
NREM,0.00034,8.99122,15.60976,14.48585,9.36585
NREM,0.00037,7.74244,15.48488,14.11122,6.74341
NREM,0.00049,8.24195,14.11122,13.1122,6.11902
NREM,0.00033,8.99122,15.73463,14.61073,6.11902
NREM,0.00046,7.74244,14.61073,13.73659,5.74439
NREM,0.00044,7.74244,14.98537,13.86146,7.61756
NREM,0.00044,8.49171,14.73561,13.61171,12.61268
NREM,0.00044,8.11707,14.48585,13.73659,7.49268
NREM,0.00042,8.24195,14.61073,13.61171,6.61854
NREM,0.00036,9.1161,15.60976,14.73561,6.11902
NREM,0.00046,8.11707,15.11024,13.86146,9.36585
NREM,0.00038,8.99122,14.98537,14.11122,8.36683
NREM,0.00046,7.61756,14.36098,13.23707,6.99317
NREM,0.00036,8.86634,15.48488,14.36098,8.36683
NREM,0.00035,8.49171,15.73463,14.61073,8.61659
REM,0.00031,8.99122,16.60878,15.98439,9.74049
REM,0.00032,7.9922,16.10927,15.23512,6.99317
REM,0.00031,8.74146,16.23415,15.36,8.74146
REM,0.00025,9.24098,16.60878,15.73463,9.49073
REM,0.00026,9.24098,16.60878,15.48488,8.61659
REM,0.00027,8.74146,16.35902,15.36,8.49171
REM,0.00029,8.99122,16.23415,15.36,8.24195
REM,0.00021,8.99122,16.73366,15.73463,8.36683
REM,0.00023,9.49073,16.4839,15.73463,7.61756
REM,0.00027,8.99122,15.98439,15.11024,8.24195
REM,0.00023,9.1161,16.60878,15.85951,8.99122
REM,0.0003,9.36585,16.10927,15.60976,8.24195
REM,0.00023,9.49073,16.73366,16.10927,8.86634
REM,0.00025,9.49073,16.4839,15.85951,8.36683
REM,0.00028,9.1161,16.4839,15.73463,8.86634
REM,0.00021,9.36585,16.4839,15.98439,9.36585
REM,0.00022,9.49073,16.85854,16.10927,8.24195
REM,0.00029,9.1161,16.10927,15.48488,8.49171
REM,0.00023,9.49073,16.73366,15.98439,8.74146
REM,0.00026,8.99122,16.23415,15.36,9.1161
REM,0.00022,9.61561,16.98341,16.23415,8.86634
REM,0.00027,9.36585,16.23415,15.48488,8.99122
REM,0.00026,8.99122,16.4839,15.48488,8.74146
REM,0.00023,8.86634,16.85854,15.85951,6.61854
REM,0.00023,9.24098,16.60878,15.98439,8.99122
REM,0.00022,9.24098,17.48293,16.60878,9.36585
REM,0.00021,8.99122,16.85854,16.10927,8.49171
REM,0.00022,8.99122,16.85854,15.98439,8.24195
REM,0.00025,9.36585,16.73366,16.10927,9.99024
NREM,0.00046,11.73854,22.47805,22.85268,8.49171
NREM,0.0002,9.24098,16.4839,15.85951,7.3678
NREM,0.00024,8.24195,14.98537,13.98634,6.2439
NREM,0.00033,8.86634,14.86049,13.98634,7.61756
NREM,0.00017,8.61659,16.23415,15.36,6.86829
NREM,0.00022,8.49171,15.36,14.36098,8.36683
REM,0.0002,8.86634,16.10927,15.36,8.36683
REM,0.00023,8.86634,16.23415,15.36,6.36878
REM,0.0002,8.99122,16.10927,15.11024,9.24098
REM,0.00026,8.36683,15.98439,14.98537,8.36683
REM,0.00018,8.61659,16.10927,15.23512,9.61561
REM,0.00017,9.1161,15.98439,15.23512,9.86537
REM,0.00021,8.61659,15.48488,14.61073,7.74244
REM,0.00016,9.24098,16.4839,15.48488,6.11902
REM,0.00019,9.24098,16.73366,15.98439,7.61756
REM,0.00015,8.86634,16.73366,15.48488,9.24098
REM,0.0002,9.24098,16.23415,15.23512,8.11707
REM,0.00019,8.61659,16.60878,15.48488,7.24293
REM,0.00021,9.24098,16.60878,15.85951,9.24098
REM,0.00019,8.74146,16.10927,15.23512,6.2439
REM,0.0002,8.99122,16.35902,15.36,7.86732
NREM,0.00029,9.61561,17.48293,16.85854,9.61561
NREM,0.00033,10.48976,19.85561,19.60585,9.99024
NREM,0.00026,10.36488,17.6078,17.10829,8.49171
NREM,0.00027,10.61463,17.48293,16.98341,10.73951
NREM,0.00027,9.36585,17.23317,16.23415,6.11902
NREM,0.00034,8.49171,15.98439,14.73561,6.99317
NREM,0.00032,8.99122,16.4839,15.48488,6.99317
NREM,0.00031,8.74146,16.35902,15.23512,5.99415
NREM,0.0003,9.49073,15.98439,15.48488,9.1161
NREM,0.00041,8.36683,15.23512,14.36098,6.11902
NREM,0.00037,8.74146,15.73463,14.61073,8.49171
NREM,0.0004,8.86634,14.98537,14.2361,8.49171
NREM,0.00034,9.24098,16.35902,15.60976,8.99122
NREM,0.00036,9.1161,15.85951,14.61073,9.49073
NREM,0.00037,9.74049,15.48488,14.73561,5.99415
NREM,0.00045,9.1161,15.11024,14.2361,8.11707
NREM,0.00032,8.61659,16.23415,15.11024,6.74341
NREM,0.00044,8.99122,14.73561,13.86146,8.86634
NREM,0.00034,9.36585,15.73463,14.73561,9.36585
NREM,0.00042,9.1161,15.36,14.86049,8.36683
NREM,0.00029,9.86537,16.98341,16.4839,9.61561
NREM,0.00029,9.24098,16.60878,15.98439,6.36878
NREM,0.00035,8.86634,15.98439,14.86049,9.36585
NREM,0.00032,8.49171,15.85951,14.86049,7.3678
NREM,0.00043,9.36585,14.73561,13.86146,8.86634
NREM,0.0004,9.24098,15.11024,14.36098,9.36585
NREM,0.00037,10.11512,14.86049,14.2361,12.73756
NREM,0.00043,8.74146,14.86049,13.98634,8.24195
NREM,0.0004,8.99122,15.23512,14.2361,9.24098
NREM,0.00038,9.74049,16.35902,15.73463,8.24195
NREM,0.00019,11.23902,19.98049,19.98049,9.61561
NREM,0.00021,11.73854,20.72976,20.85463,8.99122
NREM,0.00018,11.3639,20.72976,20.85463,10.61463
NREM,0.00017,11.86341,21.85366,22.10341,9.74049
NREM,0.00019,9.49073,20.23024,19.73073,9.36585
NREM,0.00023,10.11512,18.98146,18.2322,6.74341
NREM,0.00017,11.3639,20.72976,20.85463,9.36585
NREM,0.00023,11.11415,19.3561,19.10634,9.61561
NREM,0.00022,9.99024,17.6078,16.73366,10.11512
NREM,0.0002,10.61463,17.6078,17.10829,11.48878
NREM,0.00025,9.36585,16.85854,16.10927,6.2439
NREM,0.00023,9.61561,16.98341,16.4839,9.24098
NREM,0.00024,9.86537,17.35805,16.73366,9.61561
NREM,0.00024,9.86537,17.48293,17.10829,9.61561
NREM,0.00024,9.1161,16.98341,16.35902,6.11902
NREM,0.0003,8.86634,16.73366,15.73463,8.49171
NREM,0.00024,9.36585,17.10829,16.4839,5.99415
NREM,0.00025,9.36585,17.10829,16.23415,8.24195
NREM,0.00034,9.24098,15.48488,14.73561,8.49171
NREM,0.00033,8.99122,15.36,14.48585,6.11902
NREM,0.00049,8.49171,14.2361,13.36195,7.3678
NREM,0.00028,8.86634,16.35902,15.48488,7.49268
NREM,0.00041,8.61659,15.11024,14.2361,6.2439
NREM,0.00036,9.24098,14.86049,14.2361,10.36488
NREM,0.00032,9.61561,16.23415,15.73463,11.23902
NREM,0.00032,8.49171,16.10927,14.98537,5.24488
NREM,0.00037,8.99122,15.23512,14.48585,8.36683
NREM,0.00014,9.49073,16.10927,15.60976,7.9922
NREM,0.00011,9.1161,17.10829,16.10927,7.86732
NREM,0.00015,8.74146,16.10927,15.36,7.9922
NREM,0.00017,8.74146,15.73463,14.86049,7.86732
NREM,0.00013,9.1161,16.10927,15.60976,9.99024
NREM,0.00015,8.61659,16.23415,15.36,7.11805
NREM,0.00017,7.86732,15.48488,14.2361,6.74341
NREM,0.00019,8.49171,15.23512,14.2361,7.61756
NREM,0.00015,8.24195,16.23415,15.11024,7.11805
NREM,0.00017,7.9922,15.85951,14.36098,6.74341
NREM,0.00021,7.61756,15.48488,14.11122,6.86829
NREM,0.00019,8.11707,15.48488,14.2361,5.99415
NREM,0.00016,7.9922,16.10927,14.86049,4.87024
NREM,0.00017,8.24195,15.98439,14.61073,9.61561
NREM,0.00016,7.86732,16.10927,14.98537,6.74341
NREM,0.00019,8.49171,15.60976,14.48585,6.61854
NREM,0.0002,7.9922,15.36,14.11122,6.74341
NREM,0.00017,8.11707,15.85951,14.73561,7.61756
NREM,0.00021,7.49268,15.73463,14.11122,6.86829
NREM,0.0002,7.9922,15.36,14.2361,6.61854
NREM,0.00018,7.74244,15.73463,14.48585,7.61756
NREM,0.00018,8.11707,15.98439,14.98537,6.74341
NREM,0.0002,7.9922,14.73561,13.86146,5.99415
NREM,0.00018,8.24195,15.98439,14.73561,8.24195
NREM,0.00019,7.61756,15.23512,13.98634,5.86927
NREM,0.00019,7.9922,15.23512,13.86146,6.74341
NREM,0.00018,8.24195,15.48488,14.48585,6.74341
NREM,0.00018,8.36683,15.36,14.2361,6.49366
NREM,0.00018,7.9922,15.48488,14.11122,6.49366
NREM,0.00017,8.11707,15.85951,14.36098,6.36878
NREM,0.00017,7.74244,15.85951,14.36098,6.49366
NREM,0.0002,7.61756,15.60976,13.98634,6.61854
NREM,0.00016,7.49268,15.98439,14.61073,6.61854
NREM,0.00018,8.24195,15.60976,14.36098,8.36683
NREM,0.00021,7.24293,15.11024,13.61171,5.36976
NREM,0.00018,8.24195,15.23512,14.11122,6.49366
NREM,0.00017,7.9922,15.85951,14.61073,7.11805
NREM,0.00017,7.61756,15.48488,13.98634,6.61854
NREM,0.00018,7.61756,15.60976,13.98634,6.61854
NREM,0.00019,7.86732,15.48488,14.11122,5.99415
NREM,0.00016,7.9922,15.98439,14.73561,6.99317
NREM,0.00018,8.36683,15.48488,14.2361,6.36878
NREM,0.00016,7.74244,15.73463,14.11122,6.61854
NREM,0.00017,7.74244,15.85951,14.73561,6.49366
NREM,0.00018,7.61756,15.48488,14.11122,5.74439
NREM,0.00019,7.86732,15.23512,14.11122,5.61951
NREM,0.00017,7.24293,15.60976,13.98634,6.36878
NREM,0.00015,8.24195,15.85951,14.48585,6.36878
NREM,0.00017,7.86732,15.48488,14.11122,7.3678
NREM,0.00019,7.49268,15.60976,13.73659,8.11707
NREM,0.00017,7.61756,15.48488,14.2361,6.49366
NREM,0.00013,8.86634,15.98439,15.36,8.74146
NREM,0.00014,8.24195,15.60976,14.61073,7.49268
NREM,0.00014,8.11707,15.98439,14.61073,6.86829
NREM,0.00017,7.86732,15.73463,14.48585,6.61854
NREM,0.00016,7.61756,15.60976,14.11122,6.61854
NREM,0.00014,7.61756,15.60976,14.36098,6.86829
NREM,0.00015,8.36683,15.60976,14.48585,4.99512
NREM,0.00016,7.74244,15.48488,14.11122,7.11805
NREM,0.00014,7.74244,15.36,14.2361,7.61756
NREM,0.00016,7.86732,15.60976,14.2361,6.36878
NREM,0.00015,7.74244,15.36,14.2361,7.11805
NREM,0.00018,7.24293,15.11024,13.48683,6.49366
NREM,0.00015,7.61756,15.73463,14.2361,5.49463
NREM,0.00017,7.3678,14.98537,13.73659,6.2439
NREM,0.00014,7.9922,15.60976,14.2361,6.99317
NREM,0.00016,7.61756,15.23512,13.98634,4.87024
NREM,0.00015,7.49268,15.36,13.86146,7.49268
NREM,0.00014,7.74244,15.48488,14.11122,5.86927
NREM,0.00014,7.86732,15.36,14.48585,5.74439
NREM,0.00015,7.9922,15.23512,14.11122,5.61951
NREM,0.00016,8.11707,14.98537,13.61171,6.61854
NREM,0.00016,7.86732,15.11024,13.86146,5.49463
NREM,0.00015,7.49268,15.60976,14.2361,7.3678
NREM,0.00013,7.74244,15.48488,14.36098,6.61854
NREM,0.00014,8.74146,15.60976,13.98634,6.49366
NREM,0.00015,7.49268,15.85951,14.48585,6.86829
NREM,0.00112,11.98829,23.47707,24.22634,12.36293
NREM,0.00021,7.49268,15.11024,13.86146,7.49268
NREM,0.00018,7.86732,15.23512,13.86146,6.49366
NREM,0.00018,7.74244,15.73463,14.2361,7.3678
NREM,0.00016,7.74244,15.85951,14.86049,6.61854
NREM,0.00012,9.74049,16.73366,16.10927,6.86829
NREM,0.00015,9.36585,15.98439,15.11024,8.36683
NREM,9.93E-05,9.86537,16.60878,15.98439,10.86439
NREM,0.0001,9.49073,16.35902,15.98439,9.61561
NREM,0.00011,8.86634,16.4839,15.85951,6.74341
NREM,0.00014,9.61561,16.73366,16.10927,8.24195
NREM,9.48E-05,9.61561,16.23415,15.73463,7.61756
NREM,9.98E-05,9.61561,16.60878,15.85951,8.61659
NREM,0.00011,8.61659,16.10927,15.36,7.74244
NREM,0.00013,8.36683,15.85951,14.73561,7.61756
NREM,0.00016,8.24195,16.10927,15.36,7.74244
NREM,0.00012,9.74049,16.85854,15.98439,9.61561
NREM,9.35E-05,9.61561,16.4839,15.98439,9.36585
NREM,0.00013,9.1161,16.10927,14.98537,7.9922
NREM,0.00014,8.49171,15.98439,14.73561,6.49366
NREM,0.00014,8.74146,15.98439,14.48585,6.49366
NREM,0.00013,8.36683,15.85951,14.73561,7.3678
NREM,0.00012,8.61659,15.98439,15.11024,6.61854
NREM,0.00015,8.24195,15.73463,14.48585,7.24293
NREM,0.00013,8.24195,16.4839,15.36,7.3678
NREM,0.00017,8.11707,15.23512,13.86146,9.61561
NREM,0.00016,8.24195,15.85951,14.48585,7.49268
NREM,0.00016,7.74244,15.36,13.86146,6.61854
NREM,0.00016,8.24195,15.23512,14.11122,6.36878
NREM,0.00019,8.74146,15.36,14.36098,7.86732
NREM,0.00013,8.36683,15.85951,14.86049,6.61854
NREM,0.00013,8.99122,15.85951,14.48585,9.49073
NREM,0.00016,7.86732,15.36,13.86146,7.11805
NREM,0.00016,7.86732,14.98537,13.86146,7.3678
NREM,0.00017,7.49268,15.48488,13.86146,6.49366
NREM,0.00014,8.11707,15.60976,14.2361,6.49366
NREM,0.00015,7.74244,15.23512,13.98634,7.3678
NREM,0.00014,7.9922,15.36,13.86146,6.49366
NREM,0.00017,7.3678,15.48488,13.86146,5.74439
NREM,0.00017,7.86732,14.98537,13.48683,6.36878
NREM,0.00017,7.61756,15.23512,13.61171,6.36878
NREM,0.00018,7.24293,15.11024,13.48683,5.74439
NREM,0.00018,8.49171,15.23512,13.73659,6.36878
NREM,0.00016,7.49268,14.98537,13.61171,5.61951
NREM,0.00016,7.74244,15.11024,13.73659,4.62049
NREM,0.00019,7.11805,15.11024,13.48683,7.24293
NREM,0.00015,7.86732,15.11024,14.11122,7.11805
NREM,0.00015,7.86732,15.36,14.2361,7.3678
NREM,0.00016,7.9922,15.36,13.73659,6.36878
NREM,0.00014,7.49268,15.48488,13.98634,6.36878
NREM,0.00016,8.24195,14.98537,13.36195,6.11902
NREM,0.00014,7.86732,15.60976,13.86146,6.36878
NREM,0.00015,7.3678,15.48488,13.86146,5.49463
NREM,0.00017,7.3678,15.23512,13.61171,6.36878
NREM,0.00017,7.49268,14.98537,13.61171,6.36878
NREM,0.00014,8.11707,15.48488,13.86146,7.3678
NREM,0.00016,7.3678,15.36,13.73659,7.24293
NREM,0.0003,7.86732,13.86146,13.1122,7.24293
NREM,0.00017,7.74244,14.98537,13.73659,7.24293
NREM,0.00016,7.3678,15.48488,13.73659,6.49366
NREM,0.00014,7.61756,15.98439,14.36098,5.36976
NREM,0.00015,7.74244,15.73463,14.36098,5.36976
NREM,0.00016,7.3678,15.48488,14.2361,5.49463
NREM,0.00014,7.3678,15.85951,14.11122,7.24293
NREM,0.00016,7.74244,15.36,13.98634,6.2439
NREM,0.00014,6.99317,15.73463,13.98634,6.36878
NREM,0.00015,7.3678,15.48488,13.98634,6.36878
NREM,0.00018,7.61756,14.48585,13.48683,5.86927
NREM,0.00018,7.3678,15.11024,13.23707,6.36878
NREM,0.00015,7.9922,15.73463,14.2361,5.74439
NREM,0.00018,7.11805,15.36,13.61171,6.36878
NREM,0.00014,8.24195,15.48488,14.36098,5.49463
NREM,0.00013,7.74244,15.85951,14.36098,4.49561
NREM,0.00015,7.3678,15.23512,13.86146,5.49463
NREM,0.00015,7.3678,15.36,13.61171,6.2439
NREM,0.00016,7.24293,15.23512,13.48683,6.36878
NREM,0.00015,7.86732,15.23512,13.61171,6.2439
NREM,0.00019,7.9922,14.86049,13.86146,5.99415
NREM,0.00016,7.11805,15.23512,13.48683,6.2439
NREM,0.00015,7.9922,15.36,14.2361,6.36878
NREM,0.00015,7.74244,14.98537,13.73659,7.11805
NREM,0.00013,8.11707,15.60976,14.2361,8.99122
NREM,0.00016,7.61756,15.11024,13.86146,6.49366
NREM,0.00015,7.24293,15.11024,13.48683,6.2439
NREM,0.00015,7.74244,15.23512,13.73659,5.49463
NREM,0.00014,7.74244,15.85951,14.2361,6.36878
NREM,0.00016,6.99317,15.23512,13.23707,6.49366
NREM,0.00016,7.11805,15.73463,13.73659,5.49463
NREM,0.00015,7.74244,15.85951,14.48585,7.24293
NREM,0.00016,7.24293,15.23512,13.48683,6.2439
NREM,0.00013,7.86732,15.73463,14.2361,6.2439
NREM,0.00016,7.24293,15.11024,13.48683,7.24293
NREM,0.00014,7.49268,15.23512,13.61171,6.2439
NREM,0.00016,7.9922,15.11024,13.48683,5.12
NREM,0.00014,7.9922,15.36,14.11122,6.61854
NREM,0.00014,8.11707,15.60976,14.36098,5.49463
NREM,0.00122,10.61463,24.60098,24.35122,10.61463
NREM,0.00018,8.24195,15.23512,14.11122,8.24195
NREM,0.00044,8.24195,18.48195,17.98244,7.74244
NREM,0.00012,8.36683,15.98439,14.86049,7.86732
NREM,0.00017,7.86732,15.11024,13.86146,7.24293
NREM,0.0002,7.49268,14.36098,12.98732,7.3678
NREM,0.00016,7.74244,14.98537,13.86146,6.61854
NREM,0.00014,7.9922,15.85951,14.61073,7.3678
NREM,0.00016,7.9922,15.48488,13.86146,7.24293
NREM,0.00017,7.86732,14.73561,13.73659,8.11707
NREM,0.00015,7.86732,14.98537,13.73659,7.3678
NREM,0.00015,7.49268,15.36,13.98634,7.3678
NREM,0.00014,7.49268,15.73463,14.2361,7.3678
NREM,0.00016,7.9922,14.73561,13.36195,5.99415
NREM,0.00015,7.11805,14.73561,13.61171,6.49366
NREM,0.00016,9.1161,14.61073,13.48683,9.24098
NREM,0.00016,7.86732,15.36,13.86146,7.24293
NREM,0.00018,7.3678,14.73561,13.48683,5.99415
