Sleep_Stage,MeanP_Theta_C4,MedianF_Theta_C4,MeanF_Theta_C4,Spectral Edge_Theta_C4,PeakF_Theta_C4
NREM,0.00123,4.37073,10.98927,8.74146,4.37073
NREM,0.00133,4.12098,10.86439,8.49171,3.49659
NREM,0.00163,4.24585,12.11317,9.49073,3.37171
NREM,0.00184,4.12098,12.23805,8.86634,3.37171
NREM,0.00116,4.49561,11.23902,8.74146,2.99707
NREM,0.00124,4.74537,10.61463,7.9922,5.99415
NREM,0.00173,4.62049,10.98927,9.24098,3.49659
NREM,0.00148,4.24585,12.11317,9.61561,3.9961
NREM,0.00159,4.74537,9.99024,8.11707,4.24585
NREM,0.00129,4.49561,12.11317,9.49073,3.24683
NREM,0.00155,4.87024,11.23902,8.74146,5.12
NREM,0.00146,4.37073,12.61268,11.73854,4.24585
NREM,0.00133,4.74537,11.98829,9.99024,2.99707
NREM,0.00161,3.87122,11.48878,8.61659,3.24683
NREM,0.00146,4.37073,11.23902,9.1161,2.8722
NREM,0.00138,4.24585,10.86439,8.61659,3.62146
NREM,0.00133,4.74537,10.61463,8.36683,5.12
NREM,0.00172,4.37073,12.23805,9.49073,3.24683
NREM,0.00141,4.87024,10.98927,8.99122,2.99707
NREM,0.00166,4.99512,12.36293,10.86439,3.12195
NREM,0.00132,4.37073,10.36488,8.11707,3.49659
NREM,0.00165,4.24585,11.98829,8.99122,3.37171
NREM,0.00187,4.24585,11.86341,9.24098,3.37171
NREM,0.00169,4.62049,10.24,7.9922,4.24585
NREM,0.00157,3.87122,10.98927,7.61756,3.74634
NREM,0.00183,3.9961,11.3639,7.9922,3.74634
NREM,0.00145,4.37073,10.61463,8.24195,3.62146
NREM,0.00187,4.12098,10.73951,8.61659,4.12098
NREM,0.00197,4.24585,12.23805,8.86634,2.99707
NREM,0.00207,3.87122,11.11415,8.74146,2.99707
NREM,0.00155,3.9961,10.36488,8.24195,2.62244
NREM,0.00211,3.87122,10.48976,6.86829,3.87122
NREM,0.0018,4.12098,10.86439,8.24195,3.12195
NREM,0.00193,4.24585,10.48976,8.24195,3.37171
NREM,0.00144,4.37073,10.11512,8.36683,2.74732
NREM,0.00143,4.87024,11.86341,9.36585,4.74537
NREM,0.00209,4.24585,12.11317,8.99122,5.24488
NREM,0.00254,4.24585,9.86537,7.11805,3.12195
NREM,0.00179,4.24585,11.98829,9.36585,4.12098
NREM,0.00182,5.12,10.98927,9.1161,3.37171
NREM,0.00195,4.24585,10.11512,7.74244,3.37171
NREM,0.00178,4.74537,10.36488,8.61659,4.74537
NREM,0.00194,5.36976,12.86244,10.11512,5.49463
NREM,0.00181,4.74537,11.3639,8.86634,3.62146
NREM,0.00236,4.37073,10.36488,7.86732,3.87122
NREM,0.00153,5.24488,11.73854,9.24098,4.37073
NREM,0.00104,4.49561,10.73951,8.99122,4.24585
NREM,0.00247,4.74537,12.36293,8.86634,5.49463
NREM,0.00194,4.99512,10.73951,8.24195,6.36878
NREM,0.00121,4.62049,11.61366,8.61659,4.12098
NREM,0.0016,3.74634,10.24,7.24293,3.24683
NREM,0.00162,4.87024,10.48976,8.24195,7.3678
REM,0.00157,4.74537,10.11512,7.9922,4.49561
REM,0.00131,4.12098,9.86537,7.61756,3.49659
REM,0.00124,4.24585,10.48976,8.11707,2.49756
REM,0.00102,4.74537,10.24,7.86732,4.24585
REM,0.00161,4.87024,9.86537,7.86732,4.37073
REM,0.00098,4.99512,9.99024,8.61659,2.62244
REM,0.00134,4.74537,9.74049,7.61756,3.9961
REM,0.00067,5.24488,10.86439,9.1161,2.37268
REM,0.00101,5.24488,10.24,8.24195,6.11902
REM,0.00079,5.36976,9.99024,8.11707,5.49463
REM,0.00069,5.24488,10.24,8.74146,4.62049
REM,0.00079,4.74537,10.11512,8.36683,4.12098
REM,0.00095,5.24488,10.11512,8.36683,5.12
REM,0.00078,5.74439,10.24,8.99122,5.99415
REM,0.00082,4.62049,9.86537,7.9922,4.74537
REM,0.00099,5.12,9.99024,8.74146,4.62049
REM,0.00089,4.74537,10.36488,8.11707,6.11902
REM,0.00135,4.99512,9.99024,8.11707,5.61951
REM,0.00073,5.36976,11.61366,9.49073,3.62146
REM,0.00122,4.87024,9.74049,7.74244,3.9961
REM,0.0011,4.87024,9.49073,7.74244,2.99707
REM,0.00069,5.24488,10.11512,8.49171,5.86927
REM,0.00072,4.74537,10.61463,8.61659,4.12098
REM,0.00063,4.62049,10.24,8.61659,3.9961
REM,0.00072,5.24488,10.24,8.36683,5.36976
REM,0.00068,5.36976,10.11512,8.49171,5.61951
REM,0.00071,4.87024,10.11512,8.49171,4.87024
REM,0.00066,5.12,10.73951,8.36683,4.74537
REM,0.00074,4.99512,9.74049,7.9922,5.24488
REM,0.00069,4.99512,10.61463,8.24195,5.86927
REM,0.00083,5.36976,10.36488,8.49171,6.86829
REM,0.00068,5.24488,9.99024,8.74146,5.24488
REM,0.00073,5.24488,9.99024,8.11707,5.61951
REM,0.00092,4.87024,10.24,8.24195,3.49659
REM,0.00099,4.62049,10.24,8.11707,5.12
REM,0.00047,5.12,11.11415,8.99122,4.49561
REM,0.00065,5.36976,11.11415,8.74146,6.36878
REM,0.00074,5.12,10.73951,8.61659,2.99707
REM,0.00077,4.99512,10.48976,8.49171,5.12
REM,0.00075,5.36976,11.11415,8.86634,3.49659
REM,0.00164,4.49561,9.86537,7.86732,4.37073
REM,0.00096,5.12,10.61463,8.74146,3.49659
REM,0.00102,4.37073,10.36488,8.24195,2.62244
REM,0.00075,5.61951,12.4878,10.24,3.87122
REM,0.00404,2.8722,9.49073,6.36878,1.74829
NREM,0.00034,5.61951,12.86244,9.86537,3.24683
NREM,0.00047,5.61951,12.86244,10.36488,3.37171
NREM,0.00045,4.99512,12.61268,10.24,3.62146
NREM,0.0005,6.11902,12.86244,10.61463,7.24293
NREM,0.00045,6.2439,12.4878,10.24,6.11902
NREM,0.00057,5.99415,12.11317,10.24,2.99707
NREM,0.00057,4.87024,11.98829,9.74049,3.87122
NREM,0.00071,4.99512,11.73854,9.36585,3.37171
NREM,0.00077,5.49463,11.86341,9.99024,3.74634
NREM,0.00066,5.49463,11.23902,8.74146,3.24683
NREM,0.00045,5.12,12.4878,9.74049,2.99707
NREM,0.00049,5.49463,12.98732,10.48976,2.99707
NREM,0.0008,4.87024,10.86439,8.61659,2.99707
NREM,0.00076,5.12,11.98829,9.24098,2.99707
NREM,0.00099,4.37073,13.23707,10.11512,3.49659
NREM,0.00104,4.99512,11.86341,9.49073,3.12195
NREM,0.00098,4.74537,12.98732,10.61463,3.62146
NREM,0.00081,5.36976,12.4878,9.36585,5.86927
NREM,0.00108,4.99512,12.73756,12.36293,3.24683
NREM,0.0008,5.61951,12.86244,12.36293,6.11902
NREM,0.00116,5.12,12.36293,9.24098,3.49659
NREM,0.00124,4.87024,12.73756,11.98829,3.49659
NREM,0.00124,5.36976,12.73756,12.36293,3.74634
NREM,0.00126,4.99512,12.36293,9.86537,2.99707
NREM,0.00125,5.12,12.23805,9.36585,5.49463
NREM,0.00106,4.74537,12.61268,9.74049,3.62146
NREM,0.0014,5.12,12.86244,11.3639,3.24683
NREM,0.00159,4.37073,10.98927,8.74146,3.49659
NREM,0.00144,4.87024,11.98829,8.61659,3.37171
NREM,0.00145,5.36976,12.61268,12.23805,5.36976
NREM,0.00103,5.12,12.4878,11.3639,3.49659
NREM,0.00124,5.12,12.73756,11.11415,5.49463
NREM,0.0011,5.24488,12.36293,9.99024,6.11902
NREM,0.00119,5.24488,12.4878,11.23902,3.49659
NREM,0.00121,4.49561,12.36293,9.61561,3.62146
NREM,0.00145,4.49561,12.4878,10.24,4.24585
NREM,0.00128,4.99512,12.36293,10.11512,2.99707
NREM,0.00151,4.49561,11.3639,8.74146,4.12098
NREM,0.00123,4.99512,12.86244,12.23805,3.87122
NREM,0.00152,4.62049,12.4878,10.86439,4.62049
NREM,0.00115,4.87024,10.73951,8.74146,3.74634
NREM,0.00133,5.12,12.73756,11.48878,3.49659
NREM,0.00135,4.37073,11.3639,8.49171,4.24585
NREM,0.00134,4.74537,12.36293,8.86634,3.62146
NREM,0.00144,4.24585,12.36293,9.61561,2.2478
NREM,0.00152,4.49561,10.73951,8.36683,4.24585
NREM,0.00139,4.37073,12.86244,10.48976,3.74634
NREM,0.00147,4.87024,12.86244,12.11317,3.37171
NREM,0.00154,4.74537,12.36293,10.61463,3.74634
NREM,0.00123,4.62049,12.23805,9.49073,3.62146
NREM,0.00151,4.74537,12.61268,10.61463,2.8722
NREM,0.00127,4.74537,11.3639,9.49073,4.12098
NREM,0.00175,3.87122,11.11415,8.36683,2.8722
NREM,0.00148,4.87024,12.4878,10.48976,4.12098
NREM,0.00124,4.12098,10.48976,8.49171,3.87122
NREM,0.00146,4.37073,12.73756,10.11512,2.99707
NREM,0.00178,4.49561,11.98829,9.24098,3.37171
NREM,0.00135,4.49561,11.3639,8.49171,3.49659
NREM,0.00114,4.12098,12.23805,9.74049,3.24683
NREM,0.00136,4.62049,11.61366,8.99122,4.49561
NREM,0.00149,4.49561,12.61268,9.86537,4.74537
NREM,0.00142,4.62049,11.98829,9.86537,3.12195
NREM,0.00141,4.49561,12.4878,9.99024,4.74537
NREM,0.00109,4.62049,11.23902,9.1161,3.87122
NREM,0.00189,4.49561,12.11317,8.74146,2.74732
NREM,0.00145,4.74537,11.48878,8.74146,5.36976
NREM,0.0013,4.49561,11.61366,9.36585,3.24683
NREM,0.00136,3.9961,12.36293,9.24098,2.62244
NREM,0.0011,4.87024,12.36293,10.61463,3.74634
NREM,0.00196,4.49561,10.24,9.61561,3.37171
NREM,0.0011,4.99512,10.61463,8.49171,3.62146
NREM,0.00132,5.74439,12.61268,12.23805,5.86927
NREM,0.00139,4.49561,12.11317,9.1161,4.62049
NREM,0.00161,4.49561,11.11415,8.36683,4.37073
NREM,0.00188,4.62049,11.86341,8.24195,3.49659
NREM,0.00145,3.87122,11.48878,8.49171,3.62146
NREM,0.00191,4.99512,10.36488,8.61659,3.12195
NREM,0.00119,5.12,11.61366,8.86634,4.37073
NREM,0.00204,4.37073,12.61268,10.48976,3.12195
NREM,0.00322,4.12098,12.23805,8.24195,3.49659
NREM,0.00206,4.24585,10.36488,8.11707,3.74634
NREM,0.00126,4.87024,10.98927,8.74146,2.99707
NREM,0.00165,4.37073,10.73951,8.36683,2.99707
NREM,0.00217,4.37073,11.86341,8.99122,3.9961
NREM,0.00181,4.99512,9.86537,8.36683,4.12098
NREM,0.00163,4.74537,12.4878,9.36585,4.12098
NREM,0.00206,3.9961,10.36488,7.86732,3.62146
REM,0.00112,5.24488,10.61463,8.61659,4.62049
REM,0.0011,5.24488,10.11512,8.49171,5.61951
REM,0.00142,5.12,9.74049,7.86732,3.74634
REM,0.00136,4.62049,10.11512,7.86732,3.37171
REM,0.00083,5.12,10.48976,8.86634,4.49561
REM,0.00123,4.37073,9.99024,7.86732,2.8722
REM,0.00086,5.61951,10.73951,8.74146,4.24585
REM,0.00085,4.62049,9.99024,8.24195,4.49561
REM,0.00079,4.87024,10.48976,8.61659,4.62049
REM,0.00104,4.87024,9.99024,8.24195,2.49756
REM,0.00079,5.12,10.36488,8.49171,4.74537
REM,0.00096,5.49463,10.61463,8.74146,5.36976
REM,0.00104,5.24488,9.49073,7.74244,5.24488
REM,0.00079,5.36976,10.48976,8.86634,3.74634
REM,0.00084,4.99512,10.48976,8.49171,5.99415
REM,0.0007,4.99512,10.11512,8.61659,3.74634
REM,0.00063,5.24488,10.36488,8.86634,4.74537
REM,0.00101,5.12,10.11512,8.24195,5.99415
REM,0.00086,5.36976,10.24,8.74146,5.49463
REM,0.00087,5.61951,9.86537,8.24195,6.11902
REM,0.00071,5.24488,10.36488,8.61659,5.61951
REM,0.00072,5.36976,10.36488,8.74146,6.11902
REM,0.00073,5.36976,10.73951,8.99122,3.74634
REM,0.00073,4.99512,9.99024,8.61659,4.49561
REM,0.00068,5.36976,10.24,8.86634,5.36976
REM,0.00096,4.99512,9.99024,8.11707,4.37073
REM,0.00078,5.24488,9.86537,8.11707,2.37268
REM,0.00081,4.99512,9.86537,8.49171,4.49561
REM,0.0008,5.49463,11.11415,9.1161,5.86927
NREM,0.00094,3.87122,15.36,10.11512,0.74927
NREM,0.00049,5.49463,12.4878,9.99024,2.99707
NREM,0.00086,5.24488,10.86439,8.24195,5.12
NREM,0.00146,5.12,11.86341,8.99122,4.12098
NREM,0.00096,4.62049,9.74049,8.11707,4.62049
NREM,0.00092,5.12,10.24,8.49171,4.99512
REM,0.00077,5.36976,11.48878,9.1161,4.62049
REM,0.00096,4.87024,10.61463,8.24195,4.49561
REM,0.00109,4.99512,10.36488,8.24195,5.49463
REM,0.00062,5.36976,11.86341,9.24098,5.99415
REM,0.00127,4.37073,9.74049,7.3678,4.87024
REM,0.00097,5.12,10.98927,8.61659,4.49561
REM,0.00082,5.36976,9.99024,8.61659,5.36976
REM,0.00088,4.74537,10.24,8.24195,2.74732
REM,0.00114,4.49561,9.99024,8.11707,3.74634
REM,0.00066,4.87024,10.61463,8.99122,2.62244
REM,0.00061,5.12,11.86341,9.36585,2.99707
REM,0.00084,4.37073,10.36488,8.49171,3.24683
REM,0.00093,5.12,10.36488,8.49171,4.99512
REM,0.0008,5.24488,10.11512,8.24195,5.12
REM,0.00066,5.12,11.48878,9.24098,4.99512
NREM,0.00045,6.36878,13.36195,11.11415,6.49366
NREM,0.00047,5.61951,13.36195,10.36488,3.24683
NREM,0.00051,5.49463,12.23805,9.99024,3.24683
NREM,0.00047,5.36976,12.98732,10.11512,3.24683
NREM,0.00053,5.24488,11.61366,9.36585,5.24488
NREM,0.00069,4.62049,11.86341,9.24098,3.12195
NREM,0.00083,4.74537,11.11415,8.74146,2.62244
NREM,0.00066,4.99512,11.11415,8.86634,4.24585
NREM,0.00082,4.99512,12.61268,9.36585,3.74634
NREM,0.001,4.49561,12.61268,9.24098,4.37073
NREM,0.00122,4.62049,12.98732,9.36585,4.12098
NREM,0.00082,5.24488,12.36293,9.99024,3.87122
NREM,0.00084,4.99512,12.61268,9.99024,3.49659
NREM,0.00129,4.24585,10.36488,8.61659,3.12195
NREM,0.00116,4.87024,13.1122,11.98829,3.87122
NREM,0.00152,4.87024,12.86244,10.73951,4.24585
NREM,0.00105,4.49561,10.36488,8.11707,3.12195
NREM,0.00103,5.12,12.98732,10.73951,5.24488
NREM,0.00087,4.99512,12.86244,10.36488,3.12195
NREM,0.00116,4.99512,12.98732,9.74049,3.74634
NREM,0.00039,6.2439,12.98732,10.98927,6.86829
NREM,0.00056,4.87024,11.86341,9.36585,3.49659
NREM,0.00063,5.36976,12.61268,11.11415,3.62146
NREM,0.00068,5.36976,11.73854,9.99024,3.9961
NREM,0.00137,4.62049,12.86244,9.74049,3.12195
NREM,0.00099,5.12,12.36293,9.49073,3.74634
NREM,0.00092,5.12,12.98732,12.36293,4.62049
NREM,0.00119,4.62049,12.86244,10.36488,2.99707
NREM,0.00135,4.99512,11.23902,9.36585,2.99707
NREM,0.00082,5.74439,12.98732,11.23902,5.99415
NREM,0.00032,5.61951,13.61171,10.86439,3.62146
NREM,0.00032,5.74439,13.86146,11.23902,4.74537
NREM,0.00031,5.36976,14.11122,10.61463,3.37171
NREM,0.00026,5.36976,13.48683,11.48878,3.62146
NREM,0.00039,5.24488,12.4878,10.24,5.36976
NREM,0.00042,4.99512,12.4878,9.49073,3.24683
NREM,0.00031,5.61951,12.86244,10.48976,5.74439
NREM,0.00037,5.74439,13.86146,11.11415,7.11805
NREM,0.00049,5.36976,11.61366,9.36585,3.87122
NREM,0.0005,5.12,12.23805,9.61561,3.37171
NREM,0.0006,5.12,11.11415,9.24098,3.49659
NREM,0.00062,4.74537,11.23902,8.74146,3.49659
NREM,0.00074,4.87024,11.73854,9.49073,2.74732
NREM,0.00044,6.11902,12.11317,10.11512,2.99707
NREM,0.0006,4.99512,11.3639,9.1161,3.12195
NREM,0.00076,4.74537,10.73951,8.74146,4.74537
NREM,0.00063,4.99512,11.3639,9.1161,4.99512
NREM,0.00062,4.74537,11.23902,9.24098,4.12098
NREM,0.0009,4.87024,12.36293,9.49073,3.49659
NREM,0.00105,4.24585,12.4878,8.74146,3.49659
NREM,0.00174,4.24585,12.61268,9.24098,3.74634
NREM,0.00078,4.62049,11.61366,8.86634,2.74732
NREM,0.00115,4.74537,12.86244,9.61561,4.37073
NREM,0.00128,4.37073,12.23805,8.86634,2.74732
NREM,0.00056,5.74439,12.86244,11.11415,3.87122
NREM,0.00068,5.24488,10.73951,8.49171,5.49463
NREM,0.00116,4.62049,13.1122,11.3639,4.62049
NREM,0.00024,5.74439,11.98829,10.11512,3.9961
NREM,0.00029,4.49561,11.86341,8.86634,2.8722
NREM,0.00041,4.87024,10.98927,8.74146,3.87122
NREM,0.00053,4.49561,10.86439,8.99122,4.99512
NREM,0.00038,4.87024,10.73951,9.1161,4.99512
NREM,0.0004,4.74537,10.73951,8.99122,4.12098
NREM,0.00056,4.87024,9.74049,8.24195,3.87122
NREM,0.00056,4.74537,10.61463,8.36683,3.74634
NREM,0.00049,4.99512,10.36488,8.61659,3.87122
NREM,0.0006,4.74537,10.73951,8.49171,3.87122
NREM,0.00075,4.12098,9.74049,7.61756,2.99707
NREM,0.00085,4.49561,10.11512,8.74146,3.87122
NREM,0.00056,4.62049,9.49073,7.61756,4.24585
NREM,0.00051,4.74537,10.48976,8.49171,4.99512
NREM,0.00062,4.62049,9.86537,8.11707,4.74537
NREM,0.00072,4.49561,10.36488,8.99122,4.49561
NREM,0.00053,4.87024,10.98927,9.49073,3.74634
NREM,0.00054,4.74537,10.24,8.24195,4.62049
NREM,0.00067,5.12,10.24,8.49171,6.11902
NREM,0.00084,4.24585,9.99024,7.61756,3.37171
NREM,0.0008,4.37073,9.99024,7.86732,3.9961
NREM,0.00052,4.74537,10.86439,9.1161,4.74537
NREM,0.00083,4.37073,10.73951,7.86732,3.74634
NREM,0.00064,4.62049,10.48976,8.49171,4.24585
NREM,0.00092,3.74634,9.61561,7.49268,3.12195
NREM,0.00071,4.37073,11.86341,8.36683,4.62049
NREM,0.00079,4.49561,9.86537,7.61756,3.49659
NREM,0.00061,4.62049,10.36488,8.86634,2.8722
NREM,0.00097,3.9961,9.49073,7.3678,3.9961
NREM,0.00072,4.37073,9.74049,7.24293,4.62049
NREM,0.00074,3.9961,9.74049,7.61756,3.87122
NREM,0.00089,3.87122,9.74049,7.24293,4.62049
NREM,0.00095,4.12098,9.49073,7.11805,3.49659
NREM,0.00087,4.12098,9.86537,7.3678,3.74634
NREM,0.00109,3.74634,9.86537,6.99317,3.74634
NREM,0.00065,4.12098,9.86537,7.86732,3.49659
NREM,0.001,3.9961,9.99024,7.24293,3.37171
NREM,0.00074,4.24585,9.36585,6.99317,3.62146
NREM,0.00102,4.12098,9.1161,7.11805,4.24585
NREM,0.00082,3.9961,9.61561,7.3678,4.12098
NREM,0.00063,3.87122,9.86537,7.61756,3.62146
NREM,0.00086,3.9961,9.49073,6.86829,3.12195
NREM,0.001,3.87122,9.49073,6.74341,3.62146
NREM,0.00086,3.87122,9.24098,6.99317,3.87122
NREM,0.00083,3.87122,9.99024,7.24293,3.74634
NREM,0.001,3.74634,10.24,7.24293,3.62146
NREM,0.00081,3.74634,9.24098,6.99317,3.62146
NREM,0.00104,3.9961,9.61561,6.86829,3.74634
NREM,0.00096,3.49659,9.61561,6.86829,3.62146
NREM,0.00069,4.12098,10.24,7.3678,4.74537
NREM,0.00084,3.74634,9.49073,6.61854,3.24683
NREM,0.00029,5.61951,11.48878,9.74049,3.9961
NREM,0.00035,6.36878,11.61366,9.86537,7.49268
NREM,0.00046,5.36976,10.24,9.1161,3.87122
NREM,0.0005,4.62049,10.36488,8.49171,3.9961
NREM,0.00045,4.74537,9.99024,8.11707,3.12195
NREM,0.00073,3.9961,9.49073,7.24293,3.87122
NREM,0.00067,4.37073,10.24,8.49171,4.12098
NREM,0.00044,4.99512,10.11512,8.86634,3.12195
NREM,0.00047,4.74537,10.24,8.11707,4.74537
NREM,0.00057,4.49561,9.99024,7.86732,4.62049
NREM,0.00062,4.37073,9.99024,8.11707,4.49561
NREM,0.00072,4.62049,9.61561,7.86732,4.62049
NREM,0.00056,4.87024,9.99024,7.9922,5.36976
NREM,0.00082,3.9961,9.49073,7.11805,3.74634
NREM,0.00074,4.12098,9.86537,7.3678,4.37073
NREM,0.00079,4.62049,9.1161,7.24293,3.74634
NREM,0.00079,3.87122,9.1161,7.24293,3.24683
NREM,0.00079,4.24585,9.24098,7.24293,3.62146
NREM,0.00067,4.12098,9.49073,7.61756,2.8722
NREM,0.00061,4.12098,9.99024,7.49268,2.74732
NREM,0.0007,4.12098,10.11512,8.11707,4.74537
NREM,0.00132,3.74634,9.1161,6.2439,3.9961
NREM,0.00091,3.9961,9.49073,6.86829,3.49659
NREM,0.00075,3.87122,9.61561,6.99317,3.74634
NREM,0.00087,4.12098,9.74049,6.86829,3.74634
NREM,0.00061,4.49561,10.11512,7.9922,3.62146
NREM,0.00099,6.99317,15.60976,12.36293,6.99317
NREM,0.00063,5.24488,10.11512,8.11707,3.74634
NREM,0.00042,5.24488,9.86537,8.61659,3.87122
NREM,0.00071,4.12098,9.61561,7.49268,4.12098
NREM,0.00084,3.87122,9.61561,7.3678,3.49659
NREM,0.00023,5.49463,11.61366,9.61561,3.9961
NREM,0.00041,5.36976,12.11317,9.61561,4.12098
NREM,0.00021,4.99512,11.61366,9.74049,3.87122
NREM,0.00023,4.74537,10.86439,9.1161,3.9961
NREM,0.00031,4.74537,11.11415,8.86634,3.12195
NREM,0.00028,5.36976,12.4878,9.99024,2.99707
NREM,0.00018,5.86927,11.48878,9.74049,3.87122
NREM,0.00021,5.36976,11.61366,9.74049,4.87024
NREM,0.00035,4.49561,10.24,8.49171,3.49659
NREM,0.00042,5.12,10.48976,8.36683,5.24488
NREM,0.00052,4.87024,10.48976,8.49171,2.2478
NREM,0.00023,5.86927,11.73854,9.99024,3.87122
NREM,0.0002,4.62049,11.48878,9.74049,3.87122
NREM,0.00031,5.12,10.98927,9.74049,6.49366
NREM,0.0005,4.87024,10.36488,8.24195,3.9961
NREM,0.00046,4.62049,10.11512,8.24195,2.99707
NREM,0.00053,3.9961,9.99024,7.3678,3.87122
NREM,0.00037,4.49561,9.86537,7.86732,3.74634
NREM,0.00062,4.49561,9.99024,7.61756,3.62146
NREM,0.00028,4.99512,11.23902,9.36585,3.74634
NREM,0.00093,3.9961,9.24098,6.99317,2.2478
NREM,0.00053,4.74537,9.86537,7.61756,3.74634
NREM,0.00067,4.49561,9.49073,7.49268,3.74634
NREM,0.00062,4.12098,11.3639,8.36683,3.12195
NREM,0.00076,4.74537,12.23805,9.49073,4.62049
NREM,0.00026,5.24488,11.11415,9.24098,4.62049
NREM,0.00036,4.12098,10.24,8.24195,3.87122
NREM,0.00064,4.49561,10.24,7.74244,4.12098
NREM,0.00061,4.24585,9.99024,8.11707,2.74732
NREM,0.00088,4.12098,9.61561,7.24293,3.74634
NREM,0.00053,4.49561,9.99024,8.99122,3.49659
NREM,0.00055,4.24585,11.61366,8.24195,3.62146
NREM,0.00069,4.24585,10.24,7.61756,3.74634
NREM,0.00075,4.12098,9.61561,7.49268,4.74537
NREM,0.00067,3.87122,9.99024,7.61756,3.37171
NREM,0.00063,4.12098,10.61463,7.49268,3.74634
NREM,0.00074,4.12098,9.36585,7.11805,4.62049
NREM,0.00053,4.62049,11.3639,9.36585,3.74634
NREM,0.00066,4.24585,9.61561,7.24293,4.12098
NREM,0.00088,4.12098,9.36585,6.86829,3.37171
NREM,0.0009,4.12098,8.99122,7.11805,3.87122
NREM,0.00063,4.24585,9.86537,7.24293,3.62146
NREM,0.00076,3.62146,9.61561,6.61854,2.8722
NREM,0.00083,4.12098,9.1161,6.61854,3.74634
NREM,0.00056,3.87122,10.24,7.24293,3.62146
NREM,0.00086,3.62146,10.11512,7.11805,2.8722
NREM,0.00084,3.74634,9.86537,6.99317,3.62146
NREM,0.00066,3.74634,9.49073,7.24293,2.74732
NREM,0.00079,3.87122,9.24098,6.86829,3.87122
NREM,0.00069,3.74634,9.74049,6.99317,2.62244
NREM,0.00069,3.9961,10.11512,7.24293,2.8722
NREM,0.00095,3.62146,9.1161,6.49366,3.12195
NREM,0.00079,5.99415,11.23902,10.36488,7.24293
NREM,0.00042,4.74537,9.86537,7.9922,4.37073
NREM,0.00075,4.12098,9.36585,7.11805,3.62146
NREM,0.00098,3.87122,8.99122,6.74341,2.99707
NREM,0.00062,4.24585,9.61561,7.24293,3.74634
NREM,0.00074,3.87122,9.36585,7.11805,2.99707
NREM,0.00099,3.74634,8.99122,6.49366,3.62146
NREM,0.00079,3.62146,9.61561,6.49366,3.62146
NREM,0.00084,3.62146,9.24098,6.36878,3.62146
NREM,0.00083,3.87122,8.61659,6.74341,3.9961
NREM,0.00092,3.87122,9.49073,6.86829,2.49756
NREM,0.00089,3.74634,9.1161,6.74341,2.74732
NREM,0.00085,3.87122,9.36585,6.74341,3.37171
NREM,0.001,3.62146,9.1161,6.36878,3.49659
NREM,0.00076,3.9961,9.36585,6.2439,5.36976
NREM,0.0009,3.74634,9.1161,6.36878,3.62146
NREM,0.00089,3.49659,9.1161,6.49366,3.12195
NREM,0.001,3.74634,9.49073,6.61854,3.24683
NREM,0.00073,3.37171,9.61561,6.61854,2.8722
NREM,0.00084,3.74634,9.36585,7.24293,3.62146
NREM,0.00071,4.62049,10.11512,9.1161,3.9961
NREM,0.00079,4.12098,9.24098,6.86829,4.49561
NREM,0.00079,3.74634,9.99024,6.86829,3.24683
NREM,0.00076,3.62146,9.49073,6.49366,3.62146
NREM,0.00085,3.74634,9.24098,6.36878,4.12098
NREM,0.00078,3.74634,9.74049,6.74341,2.74732
NREM,0.00093,3.74634,8.61659,6.11902,2.99707
NREM,0.00072,3.62146,9.74049,6.86829,3.12195
NREM,0.00082,3.62146,9.49073,6.86829,3.62146
NREM,0.00095,3.62146,8.99122,6.2439,2.99707
NREM,0.00078,3.87122,9.61561,6.99317,3.62146
NREM,0.00077,3.49659,9.24098,6.36878,2.49756
NREM,0.00107,3.49659,8.86634,6.36878,3.24683
NREM,0.00086,3.74634,9.36585,6.49366,3.87122
NREM,0.00092,3.49659,8.86634,6.2439,3.49659
NREM,0.00075,3.9961,9.61561,6.86829,4.12098
NREM,0.00073,3.74634,9.36585,6.74341,2.74732
NREM,0.00088,3.74634,9.61561,6.49366,2.99707
NREM,0.00071,3.74634,9.49073,6.99317,2.8722
NREM,0.00261,3.74634,11.98829,9.49073,2.8722
NREM,0.00039,7.11805,10.36488,8.86634,7.86732
NREM,0.00168,4.37073,9.74049,7.86732,4.62049
NREM,0.00029,7.11805,9.99024,8.74146,7.86732
NREM,0.00037,5.61951,10.48976,8.86634,3.87122
NREM,0.00068,3.9961,9.61561,7.86732,3.62146
NREM,0.00051,4.62049,9.74049,8.11707,2.74732
NREM,0.00043,4.37073,10.61463,8.11707,3.49659
NREM,0.00048,4.37073,9.74049,7.74244,3.62146
NREM,0.00051,4.37073,10.24,8.36683,3.62146
NREM,0.0005,4.62049,9.61561,7.86732,3.74634
NREM,0.00076,4.12098,9.24098,7.3678,3.37171
NREM,0.00059,4.49561,9.99024,7.49268,4.74537
NREM,0.0008,4.37073,9.61561,7.3678,3.74634
NREM,0.00049,4.49561,9.61561,7.61756,3.74634
NREM,0.00084,4.12098,11.98829,7.74244,3.24683
NREM,0.00052,4.74537,10.24,8.36683,3.62146
NREM,0.00063,4.37073,9.61561,7.9922,3.37171
NREM,0.00082,3.9961,9.49073,7.24293,3.49659
NREM,0.00062,4.12098,9.61561,7.74244,3.62146
NREM,0.00055,4.49561,9.99024,7.3678,4.24585
NREM,0.00066,3.9961,11.23902,7.61756,3.87122
