Sleep_Stage,MeanP_Delta_C4,MedianF_Delta_C4,MeanF_Delta_C4,Spectral Edge_Delta_C4,PeakF_Delta_C4
NREM,0.0191,0.74927,4.49561,2.2478,0.62439
NREM,0.01462,0.87415,4.62049,2.2478,0.62439
NREM,0.01261,0.87415,4.49561,2.49756,0.87415
NREM,0.01616,0.74927,4.62049,2.49756,0.74927
NREM,0.0209,0.87415,4.62049,2.37268,0.62439
NREM,0.00902,1.1239,4.87024,2.62244,0.74927
NREM,0.00733,0.87415,5.61951,2.99707,0.49951
NREM,0.01678,0.74927,4.99512,2.37268,0.62439
NREM,0.01817,0.87415,4.49561,2.2478,0.87415
NREM,0.00942,0.87415,5.61951,2.8722,0.62439
NREM,0.00898,0.99902,5.12,2.8722,0.74927
NREM,0.01091,1.1239,5.24488,2.8722,1.1239
NREM,0.00779,1.24878,5.12,3.12195,0.62439
NREM,0.0124,0.74927,5.12,2.49756,0.62439
NREM,0.01988,0.87415,4.24585,2.37268,0.87415
NREM,0.02049,0.74927,4.49561,2.2478,0.62439
NREM,0.01329,0.74927,4.74537,2.49756,0.49951
NREM,0.01309,0.99902,4.99512,2.37268,0.49951
NREM,0.02219,0.87415,4.49561,2.2478,0.49951
NREM,0.01272,0.74927,5.12,2.49756,0.62439
NREM,0.01733,0.87415,4.99512,2.2478,0.74927
NREM,0.02013,0.87415,4.37073,1.99805,0.62439
NREM,0.0135,0.99902,4.74537,2.74732,0.49951
NREM,0.0297,0.87415,4.24585,1.99805,0.99902
NREM,0.01341,0.87415,5.36976,2.49756,0.74927
NREM,0.02434,0.74927,4.24585,2.12293,0.62439
NREM,0.01743,0.74927,4.62049,2.62244,0.49951
NREM,0.00992,0.87415,5.12,2.8722,0.87415
NREM,0.01965,0.74927,4.49561,2.49756,0.62439
NREM,0.01482,0.99902,4.87024,2.8722,0.74927
NREM,0.02329,1.1239,4.24585,2.37268,0.62439
NREM,0.01787,0.87415,4.49561,2.37268,0.49951
NREM,0.02207,0.87415,4.62049,2.49756,0.62439
NREM,0.02044,0.74927,4.49561,2.37268,0.49951
NREM,0.01919,0.87415,4.62049,2.37268,0.87415
NREM,0.01372,0.74927,4.87024,2.49756,0.49951
NREM,0.00817,0.99902,5.36976,2.74732,0.87415
NREM,0.01273,1.49854,5.12,2.8722,1.1239
NREM,0.01417,1.24878,4.99512,3.12195,0.74927
NREM,0.01228,0.99902,4.99512,2.8722,0.62439
NREM,0.01078,0.99902,5.61951,2.8722,0.99902
NREM,0.01399,0.99902,4.99512,2.99707,0.74927
NREM,0.01749,0.99902,4.87024,2.12293,1.1239
NREM,0.0074,1.24878,5.86927,3.37171,0.62439
NREM,0.00735,1.62341,5.36976,3.24683,1.99805
NREM,0.01442,0.99902,4.99512,2.99707,0.87415
NREM,0.00926,1.37366,5.61951,2.62244,1.49854
NREM,0.01015,1.1239,4.62049,2.2478,1.1239
NREM,0.01277,1.74829,5.36976,2.8722,1.99805
NREM,0.00807,1.62341,5.74439,3.12195,0.62439
NREM,0.00959,1.1239,4.99512,2.37268,0.87415
NREM,0.01697,1.24878,4.24585,2.37268,1.37366
NREM,0.0115,1.1239,5.24488,2.62244,0.99902
REM,0.00447,1.74829,5.99415,3.74634,0.87415
REM,0.00972,1.24878,4.62049,2.62244,1.37366
REM,0.0089,1.49854,4.62049,2.74732,1.1239
REM,0.00565,1.1239,5.61951,2.99707,0.87415
REM,0.00494,1.74829,5.99415,3.62146,0.99902
REM,0.00294,1.87317,5.99415,3.49659,2.62244
REM,0.00713,1.1239,5.36976,3.12195,0.87415
REM,0.0026,1.62341,5.86927,2.99707,0.87415
REM,0.00345,1.62341,6.11902,3.49659,0.87415
REM,0.00224,1.74829,6.2439,3.74634,1.62341
REM,0.00265,1.49854,6.11902,3.12195,0.74927
REM,0.00365,1.24878,5.61951,3.12195,0.49951
REM,0.00256,1.74829,6.36878,3.74634,0.87415
REM,0.00227,1.74829,6.36878,3.49659,1.74829
REM,0.00293,1.74829,5.61951,3.49659,0.99902
REM,0.00244,1.87317,6.2439,3.9961,0.74927
REM,0.00288,1.62341,5.86927,3.62146,0.62439
REM,0.00535,1.49854,5.74439,3.24683,0.62439
REM,0.00191,1.87317,6.2439,3.62146,1.99805
REM,0.00312,1.74829,5.99415,3.9961,1.1239
REM,0.00308,1.87317,5.99415,3.74634,2.49756
REM,0.00201,1.62341,6.11902,3.74634,0.74927
REM,0.00271,1.87317,5.61951,3.49659,0.99902
REM,0.0028,1.49854,5.49463,3.24683,0.62439
REM,0.0022,1.62341,6.11902,3.49659,0.99902
REM,0.00269,1.1239,5.99415,3.24683,0.74927
REM,0.00393,1.1239,5.36976,2.8722,0.74927
REM,0.00229,1.49854,6.11902,3.37171,0.62439
REM,0.00251,1.62341,5.74439,3.37171,1.24878
REM,0.00382,1.1239,5.61951,2.99707,0.87415
REM,0.00216,1.87317,6.36878,3.62146,0.62439
REM,0.00205,1.74829,6.11902,3.49659,1.99805
REM,0.00226,1.37366,6.11902,3.62146,0.87415
REM,0.00364,1.62341,5.61951,3.37171,0.87415
REM,0.00457,1.49854,5.36976,3.24683,0.74927
REM,0.00169,1.37366,5.99415,3.37171,0.74927
REM,0.00226,1.49854,6.11902,3.37171,0.99902
REM,0.0028,1.49854,6.11902,3.24683,0.49951
REM,0.00221,1.87317,5.99415,3.74634,1.24878
REM,0.00253,1.74829,6.11902,3.37171,1.99805
REM,0.00726,1.87317,5.24488,3.12195,1.99805
REM,0.0029,1.62341,6.11902,3.62146,0.74927
REM,0.00363,2.37268,5.36976,3.24683,2.62244
REM,0.00199,1.37366,6.74341,3.87122,0.74927
REM,0.28356,0.62439,2.8722,1.37366,0.62439
NREM,0.00119,0.99902,6.61854,3.37171,0.37463
NREM,0.00112,1.49854,6.74341,3.62146,0.74927
NREM,0.00175,1.24878,5.61951,3.49659,0.74927
NREM,0.00188,0.74927,6.99317,3.24683,0.62439
NREM,0.00106,1.1239,6.99317,3.74634,0.74927
NREM,0.0017,1.1239,6.74341,3.37171,0.62439
NREM,0.00158,1.62341,6.2439,3.74634,0.49951
NREM,0.00238,1.62341,5.74439,3.37171,1.24878
NREM,0.00288,1.24878,5.99415,3.37171,1.1239
NREM,0.0015,1.99805,6.49366,3.74634,2.8722
NREM,0.00115,1.74829,6.2439,3.49659,0.49951
NREM,0.00136,1.99805,6.2439,3.37171,2.49756
NREM,0.00221,1.87317,5.99415,3.74634,1.49854
NREM,0.00319,1.62341,5.74439,3.12195,1.74829
NREM,0.00558,1.24878,5.24488,2.99707,0.99902
NREM,0.00641,1.1239,5.24488,2.74732,1.1239
NREM,0.00494,1.24878,5.24488,3.24683,1.1239
NREM,0.00226,1.99805,6.11902,3.62146,0.87415
NREM,0.00295,1.62341,5.99415,3.74634,0.62439
NREM,0.00185,1.62341,6.49366,3.87122,1.49854
NREM,0.00644,1.1239,5.49463,2.99707,0.74927
NREM,0.00396,1.62341,5.86927,3.49659,0.87415
NREM,0.00354,1.62341,6.11902,3.62146,1.49854
NREM,0.00373,1.74829,5.99415,3.62146,0.74927
NREM,0.0039,1.62341,5.99415,3.49659,1.37366
NREM,0.00308,1.62341,5.99415,3.62146,0.74927
NREM,0.00553,1.49854,5.74439,3.24683,0.87415
NREM,0.00656,1.49854,5.36976,3.49659,1.62341
NREM,0.00544,1.37366,5.74439,3.37171,0.87415
NREM,0.00332,1.62341,6.49366,3.9961,0.74927
NREM,0.00339,1.24878,6.11902,3.49659,0.87415
NREM,0.00545,1.1239,5.61951,3.12195,0.99902
NREM,0.00368,1.37366,5.99415,3.49659,0.49951
NREM,0.00524,1.37366,5.61951,3.24683,0.49951
NREM,0.00524,1.37366,5.49463,3.37171,0.87415
NREM,0.00635,1.24878,5.12,3.37171,1.24878
NREM,0.0046,1.49854,5.61951,3.24683,1.24878
NREM,0.00596,1.37366,5.36976,3.49659,0.49951
NREM,0.00465,1.24878,5.61951,3.37171,0.74927
NREM,0.00841,1.24878,5.24488,2.99707,0.74927
NREM,0.00601,0.99902,5.36976,3.12195,0.62439
NREM,0.00479,1.24878,5.74439,3.49659,0.74927
NREM,0.0094,0.99902,5.12,2.74732,0.62439
NREM,0.00783,0.87415,5.36976,2.99707,0.62439
NREM,0.01847,0.99902,4.24585,2.2478,0.74927
NREM,0.00887,1.24878,5.24488,2.8722,0.74927
NREM,0.00893,1.24878,4.74537,2.8722,0.87415
NREM,0.00778,0.99902,5.36976,2.99707,0.74927
NREM,0.00807,1.1239,5.49463,3.12195,0.74927
NREM,0.00805,0.99902,5.24488,2.99707,0.74927
NREM,0.01516,0.87415,4.74537,2.37268,0.62439
NREM,0.01163,0.87415,4.87024,2.37268,0.87415
NREM,0.01888,0.74927,4.49561,2.49756,0.62439
NREM,0.00746,0.99902,5.36976,3.12195,0.62439
NREM,0.02705,0.62439,4.12098,1.74829,0.62439
NREM,0.00843,1.37366,4.87024,2.99707,0.87415
NREM,0.01795,0.87415,4.87024,2.37268,0.74927
NREM,0.00913,0.87415,5.12,2.8722,0.62439
NREM,0.01061,0.99902,4.49561,2.62244,0.87415
NREM,0.01503,0.74927,4.74537,2.12293,0.49951
NREM,0.0137,0.87415,4.87024,2.49756,0.62439
NREM,0.01099,0.87415,4.87024,2.74732,0.87415
NREM,0.01892,0.74927,4.49561,2.2478,0.62439
NREM,0.0107,0.74927,4.87024,2.37268,0.62439
NREM,0.02775,0.74927,4.49561,1.99805,0.87415
NREM,0.01271,0.74927,5.12,2.62244,0.74927
NREM,0.00961,0.74927,5.12,2.8722,0.62439
NREM,0.01448,0.87415,4.37073,2.49756,0.49951
NREM,0.01384,0.74927,4.62049,2.12293,0.49951
NREM,0.01528,0.99902,4.87024,2.62244,0.74927
NREM,0.00411,1.49854,5.86927,3.49659,0.99902
NREM,0.00459,1.1239,6.36878,3.37171,0.62439
NREM,0.00965,1.1239,4.99512,2.74732,0.74927
NREM,0.00868,1.37366,5.24488,2.99707,1.37366
NREM,0.01916,0.74927,4.87024,2.2478,0.74927
NREM,0.01028,1.24878,4.49561,2.8722,0.99902
NREM,0.012,0.99902,5.49463,2.99707,0.62439
NREM,0.00405,1.37366,5.86927,3.49659,1.37366
NREM,0.00881,1.37366,5.24488,3.37171,0.62439
NREM,0.01445,1.62341,5.12,3.37171,0.87415
NREM,0.00974,1.87317,5.24488,3.12195,2.12293
NREM,0.00786,0.87415,5.36976,2.8722,0.62439
NREM,0.0086,1.49854,5.24488,2.99707,0.99902
NREM,0.02362,0.87415,4.49561,2.37268,0.74927
NREM,0.00575,1.87317,5.99415,3.62146,1.99805
NREM,0.00806,1.24878,5.49463,2.99707,0.99902
NREM,0.0104,1.62341,5.24488,3.24683,1.99805
REM,0.00348,1.49854,5.99415,3.74634,1.49854
REM,0.00527,1.49854,5.61951,2.99707,1.62341
REM,0.00649,1.37366,5.86927,3.24683,1.49854
REM,0.01003,1.24878,4.99512,2.62244,0.87415
REM,0.00317,1.49854,5.86927,3.24683,0.62439
REM,0.00551,1.62341,5.24488,3.12195,0.62439
REM,0.00325,0.87415,6.49366,3.24683,0.74927
REM,0.003,1.99805,5.61951,3.37171,2.37268
REM,0.00322,1.74829,5.49463,3.12195,0.74927
REM,0.00339,1.87317,5.74439,3.49659,0.87415
REM,0.00233,1.74829,6.11902,3.74634,0.62439
REM,0.00213,1.37366,6.74341,4.12098,0.74927
REM,0.00261,1.74829,6.36878,3.87122,1.24878
REM,0.00184,1.99805,6.36878,3.87122,2.12293
REM,0.00259,1.49854,5.99415,3.62146,0.74927
REM,0.00225,1.87317,5.99415,3.49659,1.87317
REM,0.00217,1.62341,5.99415,3.49659,1.37366
REM,0.0034,1.37366,5.99415,3.49659,0.62439
REM,0.00217,1.62341,6.36878,3.87122,0.87415
REM,0.00193,1.62341,6.49366,4.12098,0.74927
REM,0.00267,1.24878,5.86927,3.37171,0.62439
REM,0.00232,1.37366,6.11902,3.49659,0.87415
REM,0.00227,1.62341,6.11902,3.62146,0.74927
REM,0.00196,1.24878,6.36878,3.9961,0.74927
REM,0.00254,1.37366,6.11902,3.24683,0.49951
REM,0.00309,1.74829,5.99415,3.49659,0.74927
REM,0.00227,1.99805,6.11902,3.62146,2.37268
REM,0.00279,1.62341,5.99415,3.37171,1.37366
REM,0.0023,0.87415,6.49366,3.74634,0.74927
NREM,0.2416,0.49951,1.87317,0.87415,0.49951
NREM,0.00143,1.49854,6.49366,3.37171,1.24878
NREM,0.0026,1.62341,6.11902,3.74634,0.87415
NREM,0.00575,1.24878,5.86927,3.24683,0.87415
NREM,0.00352,1.87317,5.74439,3.49659,1.99805
NREM,0.00256,1.62341,6.36878,3.62146,0.49951
REM,0.00183,1.74829,6.36878,3.9961,0.74927
REM,0.00296,1.62341,5.86927,3.87122,0.87415
REM,0.00347,1.87317,5.74439,3.62146,2.12293
REM,0.00219,1.62341,5.99415,3.37171,1.87317
REM,0.00537,1.62341,5.24488,3.49659,1.62341
REM,0.00301,1.99805,6.11902,3.49659,2.12293
REM,0.00178,1.87317,6.49366,4.12098,1.99805
REM,0.00305,1.74829,5.74439,3.49659,0.62439
REM,0.00467,1.49854,5.61951,3.37171,0.74927
REM,0.00261,1.62341,5.86927,3.37171,0.74927
REM,0.00196,1.49854,6.11902,3.49659,0.74927
REM,0.00317,1.74829,5.24488,3.37171,1.37366
REM,0.002,1.99805,6.2439,4.24585,2.2478
REM,0.00228,1.62341,6.2439,3.87122,0.87415
REM,0.00192,1.74829,5.99415,3.74634,0.62439
NREM,0.00114,1.24878,7.24293,3.62146,0.87415
NREM,0.00169,1.24878,6.36878,3.37171,0.87415
NREM,0.00094,2.2478,6.86829,4.12098,0.74927
NREM,0.00145,1.24878,6.36878,3.49659,0.74927
NREM,0.00149,1.37366,6.11902,3.87122,0.74927
NREM,0.00255,1.74829,5.86927,3.24683,0.74927
NREM,0.00249,1.99805,5.99415,3.62146,2.62244
NREM,0.00207,1.49854,6.11902,3.49659,0.62439
NREM,0.00257,1.74829,5.86927,3.62146,0.74927
NREM,0.00273,1.74829,5.61951,3.9961,1.62341
NREM,0.00389,1.49854,5.74439,3.62146,1.24878
NREM,0.00356,1.1239,5.99415,3.12195,0.74927
NREM,0.00563,1.1239,5.12,2.74732,1.24878
NREM,0.00433,1.87317,5.49463,3.49659,1.62341
NREM,0.00468,1.24878,5.61951,3.37171,1.1239
NREM,0.00554,1.62341,5.61951,3.37171,1.74829
NREM,0.00456,1.49854,5.36976,3.12195,1.1239
NREM,0.00485,1.24878,5.36976,3.12195,1.24878
NREM,0.00471,0.99902,5.36976,2.99707,0.62439
NREM,0.00655,1.1239,5.36976,2.74732,1.24878
NREM,0.00098,1.24878,6.99317,3.49659,0.74927
NREM,0.00172,1.49854,6.11902,3.62146,1.24878
NREM,0.00287,1.24878,5.74439,3.24683,1.24878
NREM,0.00198,1.49854,6.36878,3.74634,0.74927
NREM,0.00527,1.37366,5.74439,3.24683,0.99902
NREM,0.00562,0.99902,5.61951,2.99707,0.62439
NREM,0.00283,1.62341,5.99415,3.49659,0.87415
NREM,0.0045,1.62341,5.49463,3.24683,1.24878
NREM,0.00465,1.37366,5.86927,3.49659,1.24878
NREM,0.00247,1.74829,6.11902,3.37171,0.62439
NREM,0.00101,1.37366,6.49366,3.49659,0.62439
NREM,0.00074,1.24878,7.11805,3.9961,0.62439
NREM,0.00094,1.37366,6.11902,3.49659,0.74927
NREM,0.00085,1.24878,5.99415,3.49659,0.49951
NREM,0.00128,1.37366,6.11902,3.49659,0.87415
NREM,0.0013,1.49854,5.74439,3.37171,1.1239
NREM,0.00082,0.99902,6.74341,3.62146,0.74927
NREM,0.00137,1.24878,6.36878,3.12195,0.49951
NREM,0.00115,1.62341,6.36878,3.87122,0.87415
NREM,0.00145,1.87317,5.99415,3.49659,0.74927
NREM,0.00186,1.87317,5.99415,3.49659,2.2478
NREM,0.00168,1.74829,5.99415,3.74634,0.74927
NREM,0.00292,1.62341,5.49463,3.12195,1.1239
NREM,0.00107,1.49854,6.86829,3.74634,0.74927
NREM,0.00193,1.74829,5.86927,3.62146,0.49951
NREM,0.00292,1.49854,5.74439,3.37171,1.37366
NREM,0.00148,1.74829,5.99415,3.9961,0.74927
NREM,0.00279,1.37366,5.61951,3.12195,0.74927
NREM,0.00383,1.74829,5.49463,3.24683,2.2478
NREM,0.00318,1.99805,5.24488,3.62146,1.1239
NREM,0.00598,1.49854,5.24488,3.62146,0.62439
NREM,0.00495,1.37366,5.12,2.62244,0.87415
NREM,0.00288,1.87317,5.86927,4.12098,1.74829
NREM,0.00837,1.24878,4.74537,2.74732,0.74927
NREM,0.00312,1.1239,5.74439,2.8722,0.74927
NREM,0.00158,1.62341,5.99415,3.9961,0.74927
NREM,0.00662,1.49854,4.99512,2.8722,0.87415
NREM,0.00098,1.1239,6.2439,3.12195,0.99902
NREM,0.00108,1.74829,5.49463,3.49659,0.99902
NREM,0.00138,1.37366,5.86927,3.74634,0.99902
NREM,0.00264,1.37366,4.99512,3.12195,1.62341
NREM,0.00175,1.24878,5.49463,2.99707,1.24878
NREM,0.00174,1.37366,5.36976,3.24683,0.62439
NREM,0.00193,1.49854,6.11902,3.62146,0.99902
NREM,0.00196,1.62341,5.61951,3.62146,1.49854
NREM,0.0022,1.24878,5.86927,3.24683,0.87415
NREM,0.00231,1.1239,5.74439,3.49659,1.1239
NREM,0.00337,1.49854,4.99512,3.24683,1.1239
NREM,0.00289,1.62341,5.49463,3.74634,1.37366
NREM,0.00175,1.62341,5.86927,3.74634,0.74927
NREM,0.00197,1.24878,5.49463,3.49659,0.74927
NREM,0.00257,1.1239,5.61951,3.24683,0.99902
NREM,0.00271,1.62341,5.36976,3.37171,1.87317
NREM,0.00236,0.99902,5.74439,3.24683,0.62439
NREM,0.00201,1.37366,5.61951,3.37171,0.87415
NREM,0.00317,1.49854,5.74439,2.99707,0.74927
NREM,0.00354,1.62341,5.12,3.37171,1.87317
NREM,0.00343,1.37366,5.49463,3.37171,1.24878
NREM,0.0021,1.1239,5.61951,3.37171,0.99902
NREM,0.00286,1.87317,5.49463,3.62146,1.99805
NREM,0.00362,0.99902,5.49463,3.12195,0.62439
NREM,0.00433,1.87317,4.62049,3.24683,1.99805
NREM,0.00414,1.1239,4.87024,3.12195,0.62439
NREM,0.00372,1.37366,5.24488,3.37171,0.49951
NREM,0.00259,1.24878,5.49463,3.24683,0.99902
NREM,0.00594,0.99902,4.74537,3.12195,0.74927
NREM,0.00485,1.24878,4.87024,2.8722,0.49951
NREM,0.00797,0.87415,4.49561,2.37268,0.62439
NREM,0.00719,0.87415,4.62049,2.74732,0.74927
NREM,0.00633,1.1239,4.87024,2.8722,0.87415
NREM,0.00691,0.99902,4.74537,2.74732,0.62439
NREM,0.01021,0.99902,4.49561,2.62244,0.74927
NREM,0.00383,1.24878,4.99512,2.99707,1.1239
NREM,0.00812,0.99902,4.62049,2.74732,0.87415
NREM,0.00371,1.37366,4.99512,3.49659,0.87415
NREM,0.00839,0.87415,4.62049,2.74732,0.62439
NREM,0.00529,1.24878,4.62049,2.99707,1.24878
NREM,0.00686,1.1239,4.49561,2.49756,1.37366
NREM,0.00662,0.99902,4.62049,2.99707,0.87415
NREM,0.00945,0.99902,4.49561,2.74732,0.99902
NREM,0.01336,0.74927,4.24585,2.12293,0.62439
NREM,0.00669,0.99902,4.74537,2.74732,0.74927
NREM,0.01879,0.62439,4.12098,1.99805,0.62439
NREM,0.00869,0.87415,4.37073,2.62244,0.74927
NREM,0.00844,0.87415,4.74537,2.8722,0.62439
NREM,0.01713,0.74927,3.87122,2.2478,0.74927
NREM,0.00736,0.87415,4.62049,2.49756,0.49951
NREM,0.013,0.74927,4.24585,2.2478,0.49951
NREM,0.00082,1.62341,6.49366,3.74634,0.99902
NREM,0.00068,1.37366,7.49268,3.9961,0.99902
NREM,0.00111,1.49854,6.61854,3.9961,0.99902
NREM,0.00188,1.74829,5.61951,3.37171,0.99902
NREM,0.00158,1.37366,5.86927,3.62146,0.87415
NREM,0.00362,1.74829,4.99512,3.24683,1.99805
NREM,0.00349,1.62341,5.24488,2.99707,0.74927
NREM,0.00196,1.24878,5.99415,3.12195,0.99902
NREM,0.00263,1.1239,5.36976,2.99707,0.87415
NREM,0.003,0.87415,5.24488,3.24683,0.49951
NREM,0.00227,1.37366,5.24488,3.74634,0.37463
NREM,0.00329,1.24878,5.36976,3.24683,0.99902
NREM,0.00387,1.1239,5.36976,2.74732,0.87415
NREM,0.00403,1.1239,5.12,3.37171,0.87415
NREM,0.00603,1.24878,4.62049,2.74732,0.62439
NREM,0.00476,1.1239,5.24488,2.99707,0.49951
NREM,0.00737,0.87415,4.62049,2.74732,0.62439
NREM,0.00309,1.49854,5.24488,3.49659,0.87415
NREM,0.00367,1.37366,4.87024,2.99707,0.87415
NREM,0.0034,1.24878,4.99512,3.12195,1.1239
NREM,0.00513,0.99902,4.74537,2.8722,0.74927
NREM,0.0106,0.99902,4.49561,2.8722,0.62439
NREM,0.00563,1.24878,4.99512,2.99707,0.74927
NREM,0.00756,0.87415,4.49561,2.62244,0.74927
NREM,0.00739,0.99902,4.74537,2.74732,0.99902
NREM,0.00423,0.99902,5.12,2.74732,0.62439
NREM,0.02677,0.49951,4.12098,1.1239,0.49951
NREM,0.00202,1.37366,6.2439,3.62146,0.87415
NREM,0.00201,0.99902,5.86927,3.12195,0.74927
NREM,0.00392,1.49854,4.74537,2.99707,0.49951
NREM,0.0053,1.24878,4.62049,3.12195,0.87415
NREM,0.00059,1.24878,6.86829,3.87122,0.99902
NREM,0.00447,0.49951,5.24488,1.99805,0.49951
NREM,0.00063,1.49854,6.2439,3.74634,0.49951
NREM,0.00102,0.99902,5.74439,3.37171,0.62439
NREM,0.00109,1.62341,5.74439,3.37171,0.74927
NREM,0.00148,0.99902,5.61951,2.99707,0.62439
NREM,0.0005,1.1239,6.99317,3.74634,0.99902
NREM,0.00052,1.74829,6.61854,3.87122,0.99902
NREM,0.00137,1.87317,5.49463,3.37171,1.99805
NREM,0.00157,1.74829,5.86927,3.24683,0.99902
NREM,0.00255,1.62341,5.49463,2.74732,2.2478
NREM,0.00072,0.99902,6.99317,3.62146,0.87415
NREM,0.00064,1.62341,5.74439,3.74634,0.62439
NREM,0.00124,1.62341,5.99415,3.24683,0.87415
NREM,0.00194,1.74829,5.86927,3.37171,0.87415
NREM,0.00214,1.49854,5.36976,3.12195,1.1239
NREM,0.00227,1.62341,4.99512,3.62146,2.2478
NREM,0.00162,1.74829,5.36976,3.37171,1.99805
NREM,0.00207,1.62341,5.36976,3.74634,0.99902
NREM,0.00111,1.37366,5.99415,3.37171,0.87415
NREM,0.00574,1.74829,4.87024,2.8722,0.87415
NREM,0.00185,1.24878,5.99415,3.62146,0.62439
NREM,0.00219,1.74829,5.74439,3.62146,0.62439
NREM,0.00276,1.37366,5.24488,3.24683,1.24878
NREM,0.00294,1.1239,5.49463,3.49659,0.87415
NREM,0.00073,1.49854,6.36878,3.62146,0.99902
NREM,0.00124,1.62341,5.12,3.74634,1.24878
NREM,0.00181,1.74829,5.61951,3.9961,0.87415
NREM,0.00391,1.1239,5.12,2.8722,0.87415
NREM,0.00282,1.74829,5.12,3.74634,0.87415
NREM,0.00295,0.99902,5.12,3.12195,0.87415
NREM,0.00217,1.62341,5.24488,3.49659,1.37366
NREM,0.00263,1.62341,5.24488,3.62146,0.87415
NREM,0.00411,1.37366,4.74537,3.12195,1.1239
NREM,0.00283,1.62341,5.12,3.37171,0.62439
NREM,0.00283,1.87317,4.87024,3.24683,2.2478
NREM,0.00331,1.62341,4.87024,3.37171,0.87415
NREM,0.00612,0.87415,4.62049,2.12293,0.49951
NREM,0.0031,1.1239,5.36976,3.37171,0.74927
NREM,0.00455,1.37366,4.99512,3.24683,0.62439
NREM,0.00662,1.1239,4.74537,2.74732,0.62439
NREM,0.005,1.1239,4.87024,2.62244,0.49951
NREM,0.00511,1.37366,4.49561,2.99707,0.74927
NREM,0.00687,0.99902,4.87024,2.74732,0.62439
NREM,0.0035,1.24878,4.74537,3.12195,1.37366
NREM,0.00862,0.99902,4.37073,2.74732,0.99902
NREM,0.00877,0.99902,4.49561,2.74732,0.87415
NREM,0.00929,0.87415,4.12098,2.37268,0.49951
NREM,0.00753,0.87415,4.37073,2.74732,0.74927
NREM,0.00734,1.1239,4.37073,2.62244,0.74927
NREM,0.00994,0.74927,4.24585,2.12293,0.74927
NREM,0.01305,0.87415,4.37073,2.37268,0.49951
NREM,0.00425,1.1239,5.99415,2.74732,0.74927
NREM,0.00175,1.24878,5.61951,3.37171,0.87415
NREM,0.00352,1.74829,4.87024,3.37171,1.99805
NREM,0.00772,1.1239,4.49561,2.99707,0.74927
NREM,0.00449,1.24878,4.74537,2.74732,0.74927
NREM,0.00403,1.49854,4.87024,3.12195,1.62341
NREM,0.00792,0.99902,4.74537,2.8722,0.62439
NREM,0.01072,0.74927,4.12098,2.49756,0.62439
NREM,0.00755,0.99902,4.37073,2.8722,0.99902
NREM,0.0113,0.74927,4.24585,2.12293,0.62439
NREM,0.00782,1.24878,4.37073,2.62244,0.74927
NREM,0.00961,0.87415,4.37073,2.62244,0.49951
NREM,0.00859,0.99902,4.49561,2.49756,0.49951
NREM,0.00801,0.87415,4.49561,2.8722,0.62439
NREM,0.01357,0.74927,4.37073,2.12293,0.62439
NREM,0.00834,0.87415,4.62049,2.8722,0.62439
NREM,0.0122,0.87415,4.24585,2.37268,0.62439
NREM,0.01009,0.87415,4.37073,2.62244,0.62439
NREM,0.01327,0.87415,3.87122,2.2478,0.62439
NREM,0.01229,0.87415,4.12098,2.2478,0.74927
NREM,0.00509,1.1239,4.99512,2.62244,0.99902
NREM,0.00558,1.1239,4.87024,2.8722,0.74927
NREM,0.00972,0.87415,4.37073,2.37268,0.87415
NREM,0.00828,0.99902,4.37073,2.49756,0.62439
NREM,0.01295,0.74927,4.12098,2.2478,0.62439
NREM,0.01127,0.74927,4.37073,2.2478,0.62439
NREM,0.01297,0.74927,4.37073,2.37268,0.49951
NREM,0.00952,0.87415,4.12098,2.37268,0.62439
NREM,0.01531,0.74927,3.9961,2.12293,0.62439
NREM,0.0104,1.24878,4.24585,2.62244,0.62439
NREM,0.01154,0.74927,4.24585,2.12293,0.62439
NREM,0.01153,0.99902,3.9961,2.37268,0.62439
NREM,0.01124,0.99902,4.24585,2.74732,0.62439
NREM,0.01246,0.87415,4.24585,2.2478,0.74927
NREM,0.01068,0.99902,4.24585,2.49756,0.74927
NREM,0.00957,0.87415,4.37073,2.37268,0.62439
NREM,0.00895,0.87415,4.37073,2.49756,0.62439
NREM,0.01815,0.74927,4.12098,1.99805,0.87415
NREM,0.01327,0.74927,4.12098,2.12293,0.62439
NREM,0.0784,0.62439,3.49659,1.62341,0.74927
NREM,0.00067,1.49854,7.86732,3.87122,0.87415
NREM,0.03333,0.62439,4.37073,1.74829,0.49951
NREM,0.00062,1.62341,7.74244,3.87122,0.99902
NREM,0.00109,0.99902,6.74341,3.74634,0.99902
NREM,0.0018,2.2478,5.24488,3.74634,2.2478
NREM,0.00176,1.74829,5.74439,3.37171,0.87415
NREM,0.00211,1.37366,5.36976,3.24683,0.99902
NREM,0.00193,1.62341,5.61951,3.49659,1.74829
NREM,0.00242,1.74829,5.24488,3.12195,1.74829
NREM,0.00175,1.87317,5.61951,3.62146,0.87415
NREM,0.00436,1.24878,5.12,2.99707,0.74927
NREM,0.00207,1.1239,5.36976,3.74634,0.99902
NREM,0.00298,1.74829,5.24488,3.62146,1.49854
NREM,0.00189,1.49854,5.49463,3.62146,1.1239
NREM,0.00427,1.37366,4.99512,3.24683,0.74927
NREM,0.00297,1.24878,5.24488,2.99707,0.87415
NREM,0.00281,1.62341,5.36976,3.37171,0.49951
NREM,0.00503,1.24878,4.74537,3.24683,0.87415
