Sleep_Stage,MeanP_Alpha_C4,MedianF_Alpha_C4,MeanF_Alpha_C4,Spectral Edge_Alpha_C4,PeakF_Alpha_C4
NREM,0.00081,10.98927,13.23707,12.98732,12.23805
NREM,0.00061,9.61561,14.2361,13.73659,10.48976
NREM,0.00055,9.24098,13.98634,13.61171,5.74439
NREM,0.00059,8.74146,13.98634,13.48683,7.86732
NREM,0.00083,10.11512,13.36195,13.1122,12.4878
NREM,0.00085,10.36488,13.36195,13.1122,12.73756
NREM,0.00056,8.99122,13.48683,13.1122,12.86244
NREM,0.00055,7.9922,13.73659,13.23707,5.99415
NREM,0.00084,9.49073,13.23707,12.98732,10.24
NREM,0.00078,10.48976,13.48683,13.23707,12.36293
NREM,0.0007,7.9922,13.98634,13.23707,5.99415
NREM,0.00068,9.99024,13.36195,13.1122,12.36293
NREM,0.00074,9.1161,13.1122,12.86244,11.73854
NREM,0.00093,11.98829,13.23707,13.1122,12.4878
NREM,0.00077,10.24,13.36195,12.98732,12.36293
NREM,0.00072,9.61561,13.48683,13.1122,10.73951
NREM,0.00068,9.86537,13.23707,12.86244,12.4878
NREM,0.0006,9.24098,13.86146,13.36195,9.99024
NREM,0.00058,8.49171,13.48683,12.73756,10.73951
NREM,0.00089,10.11512,13.23707,13.1122,12.86244
NREM,0.00069,9.24098,13.61171,13.36195,9.49073
NREM,0.00108,10.86439,12.98732,12.86244,12.4878
NREM,0.00055,8.49171,14.11122,13.36195,8.74146
NREM,0.00078,9.74049,13.36195,13.1122,12.73756
NREM,0.00088,9.86537,13.23707,12.98732,12.4878
NREM,0.00073,8.11707,13.36195,12.98732,5.99415
NREM,0.0006,8.74146,13.48683,13.1122,12.98732
NREM,0.00074,8.86634,13.48683,13.36195,12.86244
NREM,0.00063,8.74146,13.73659,13.23707,5.99415
NREM,0.00079,9.24098,13.48683,13.23707,10.61463
NREM,0.00095,10.73951,13.36195,13.23707,12.61268
NREM,0.0009,9.61561,13.61171,13.23707,10.24
NREM,0.00062,8.61659,13.98634,13.23707,9.99024
NREM,0.00072,8.24195,13.61171,13.23707,6.11902
NREM,0.00072,9.24098,13.48683,13.1122,10.36488
NREM,0.00079,8.49171,13.36195,12.86244,7.49268
NREM,0.0006,8.61659,14.2361,12.98732,10.11512
NREM,0.00079,9.49073,13.73659,13.36195,12.11317
NREM,0.00099,9.99024,13.36195,13.1122,12.36293
NREM,0.00086,7.24293,13.61171,13.23707,7.11805
NREM,0.00093,9.86537,13.61171,13.23707,12.86244
NREM,0.00104,8.86634,13.36195,12.86244,8.36683
NREM,0.00074,8.11707,14.2361,13.36195,5.49463
NREM,0.00081,8.49171,14.11122,12.86244,8.74146
NREM,0.00125,11.48878,13.48683,13.36195,13.1122
NREM,0.00093,8.99122,13.73659,13.48683,8.86634
NREM,0.00098,7.74244,13.36195,12.73756,7.24293
NREM,0.00087,9.1161,14.73561,13.86146,12.4878
NREM,0.00052,9.1161,15.73463,14.61073,10.24
NREM,0.00128,9.49073,13.48683,13.36195,12.86244
NREM,0.00091,8.24195,13.73659,13.23707,6.36878
NREM,0.00062,8.86634,14.98537,14.11122,7.86732
NREM,0.00057,8.24195,14.86049,13.86146,6.61854
NREM,0.00076,7.86732,14.61073,13.61171,7.3678
REM,0.00071,7.86732,14.2361,13.23707,7.3678
REM,0.00051,7.74244,15.60976,14.2361,7.61756
REM,0.00051,8.36683,15.36,14.36098,7.86732
REM,0.00045,7.86732,15.48488,14.2361,5.86927
REM,0.0007,7.61756,14.86049,13.98634,6.36878
REM,0.00048,8.36683,14.98537,13.61171,8.86634
REM,0.00058,7.49268,15.48488,14.11122,7.24293
REM,0.00037,8.74146,15.36,14.48585,8.49171
REM,0.0005,7.9922,15.23512,13.98634,6.11902
REM,0.00038,7.86732,15.60976,14.61073,6.36878
REM,0.00037,8.36683,15.73463,14.2361,7.9922
REM,0.00035,8.24195,15.36,13.98634,6.49366
REM,0.0005,8.11707,16.10927,14.98537,8.36683
REM,0.00046,8.49171,15.73463,14.86049,8.99122
REM,0.00034,7.9922,15.85951,14.61073,4.74537
REM,0.00051,8.24195,15.11024,13.98634,8.99122
REM,0.0004,8.11707,15.73463,14.48585,6.11902
REM,0.00061,7.86732,15.11024,14.11122,6.86829
REM,0.00047,9.49073,17.35805,16.73366,7.3678
REM,0.00052,7.49268,15.23512,13.86146,7.11805
REM,0.00046,7.49268,15.36,14.11122,7.24293
REM,0.00035,8.24195,15.98439,14.48585,8.11707
REM,0.00034,8.61659,15.23512,14.48585,7.61756
REM,0.0003,8.61659,15.98439,14.73561,7.9922
REM,0.00036,8.11707,15.60976,14.48585,6.36878
REM,0.00034,8.11707,15.60976,14.36098,6.74341
REM,0.00036,8.36683,15.48488,14.48585,8.36683
REM,0.00034,8.24195,16.73366,15.36,6.2439
REM,0.00032,7.74244,15.36,13.98634,5.24488
REM,0.00033,8.36683,16.10927,14.98537,5.86927
REM,0.00044,8.24195,15.48488,14.73561,6.86829
REM,0.00037,8.49171,15.48488,14.61073,8.74146
REM,0.00034,7.86732,15.98439,14.48585,5.61951
REM,0.00043,8.24195,16.4839,15.36,6.49366
REM,0.00042,8.36683,15.85951,14.36098,6.36878
REM,0.00026,8.86634,16.23415,15.11024,6.74341
REM,0.00036,8.61659,16.85854,15.60976,6.36878
REM,0.0004,8.36683,15.36,14.48585,8.36683
REM,0.00039,8.49171,15.98439,15.11024,7.3678
REM,0.00043,8.74146,15.73463,14.98537,7.3678
REM,0.00066,7.9922,14.73561,14.11122,6.86829
REM,0.00051,8.49171,15.48488,14.36098,6.74341
REM,0.00043,8.36683,15.48488,14.48585,8.49171
REM,0.00056,9.74049,16.60878,16.10927,8.24195
REM,0.001,7.24293,17.35805,15.98439,10.36488
NREM,0.00026,9.86537,19.73073,19.23122,6.99317
NREM,0.00036,10.36488,17.98244,17.48293,7.3678
NREM,0.00032,10.36488,17.6078,16.98341,9.99024
NREM,0.00044,9.99024,17.10829,16.73366,7.24293
NREM,0.00038,9.74049,17.98244,17.23317,9.99024
NREM,0.00045,9.61561,17.23317,16.4839,8.36683
NREM,0.00039,9.61561,17.48293,16.85854,9.74049
NREM,0.00044,9.36585,16.4839,15.73463,8.86634
NREM,0.00051,9.86537,16.73366,15.73463,5.99415
NREM,0.00039,8.74146,17.35805,16.60878,7.61756
NREM,0.00032,9.74049,17.48293,16.73366,9.61561
NREM,0.00037,10.36488,17.35805,16.85854,8.99122
NREM,0.00042,8.74146,16.23415,15.36,6.36878
NREM,0.00045,9.1161,15.48488,14.73561,6.86829
NREM,0.00064,10.98927,14.73561,14.48585,13.23707
NREM,0.00062,9.49073,15.36,15.11024,7.74244
NREM,0.00064,11.48878,14.98537,14.48585,13.1122
NREM,0.00052,9.24098,14.86049,14.11122,8.11707
NREM,0.0009,12.11317,13.36195,13.23707,12.4878
NREM,0.0007,11.73854,13.86146,13.61171,12.73756
NREM,0.0007,9.1161,14.36098,13.73659,12.98732
NREM,0.00089,11.86341,13.48683,13.36195,12.4878
NREM,0.00114,12.11317,13.23707,13.1122,12.73756
NREM,0.00077,9.99024,13.61171,13.1122,12.73756
NREM,0.00074,9.36585,13.73659,13.48683,7.74244
NREM,0.00065,9.99024,14.2361,13.86146,12.98732
NREM,0.00105,10.98927,13.36195,13.23707,13.1122
NREM,0.00076,8.99122,13.86146,13.36195,9.24098
NREM,0.00075,8.86634,13.98634,13.73659,8.24195
NREM,0.00127,12.11317,13.1122,12.98732,12.4878
NREM,0.00076,11.11415,13.61171,13.23707,12.61268
NREM,0.00086,11.23902,13.61171,13.36195,12.61268
NREM,0.00074,9.86537,13.73659,13.36195,12.98732
NREM,0.00088,10.48976,13.61171,13.36195,12.36293
NREM,0.0007,9.86537,13.73659,13.48683,12.73756
NREM,0.00088,10.61463,13.61171,13.48683,12.98732
NREM,0.00078,10.11512,13.61171,13.36195,12.61268
NREM,0.00071,9.24098,13.48683,13.1122,12.73756
NREM,0.00097,11.86341,13.36195,13.23707,12.73756
NREM,0.00094,11.3639,13.23707,13.1122,12.61268
NREM,0.00057,8.86634,14.36098,13.73659,5.99415
NREM,0.001,11.23902,13.61171,13.48683,12.86244
NREM,0.00065,8.99122,13.86146,13.36195,13.1122
NREM,0.0007,9.61561,13.73659,13.48683,12.98732
NREM,0.00077,10.61463,13.48683,13.23707,12.73756
NREM,0.00069,8.61659,14.2361,13.61171,7.3678
NREM,0.00086,11.3639,13.73659,13.48683,12.98732
NREM,0.0011,11.98829,13.36195,13.23707,12.86244
NREM,0.00095,11.11415,12.98732,12.86244,12.4878
NREM,0.00067,9.99024,13.61171,13.36195,12.98732
NREM,0.00098,10.86439,13.36195,13.23707,12.98732
NREM,0.00069,9.49073,13.98634,13.48683,6.86829
NREM,0.00074,9.24098,13.61171,13.23707,10.98927
NREM,0.00091,11.11415,13.48683,13.36195,12.61268
NREM,0.00052,8.99122,14.36098,13.73659,9.99024
NREM,0.00084,11.11415,13.61171,13.48683,12.86244
NREM,0.00089,10.11512,13.23707,12.98732,12.23805
NREM,0.00061,9.24098,13.98634,13.48683,12.36293
NREM,0.00062,10.11512,13.73659,13.48683,12.61268
NREM,0.00068,9.49073,14.11122,13.73659,12.23805
NREM,0.00081,10.86439,13.61171,13.36195,12.73756
NREM,0.00076,10.11512,13.48683,13.36195,12.86244
NREM,0.0008,10.48976,13.23707,13.1122,12.4878
NREM,0.00054,9.36585,14.11122,13.48683,12.73756
NREM,0.00092,9.74049,13.48683,13.23707,12.4878
NREM,0.00068,9.49073,13.98634,13.48683,9.99024
NREM,0.00068,9.74049,13.61171,13.23707,12.61268
NREM,0.00067,10.11512,13.73659,13.36195,12.98732
NREM,0.0007,10.61463,13.48683,13.23707,12.4878
NREM,0.001,9.49073,14.11122,13.23707,9.86537
NREM,0.00056,8.36683,14.61073,13.98634,8.36683
NREM,0.00122,11.73854,13.1122,13.1122,12.61268
NREM,0.00073,9.74049,13.98634,13.48683,12.4878
NREM,0.00073,8.61659,13.86146,13.36195,13.1122
NREM,0.00088,9.36585,13.61171,13.1122,12.61268
NREM,0.00063,9.1161,13.86146,13.48683,12.73756
NREM,0.00098,8.36683,13.86146,13.36195,7.24293
NREM,0.00065,8.99122,14.61073,13.98634,13.61171
NREM,0.00121,11.11415,13.23707,13.1122,12.86244
NREM,0.00145,9.49073,13.61171,13.36195,12.61268
NREM,0.00088,8.24195,13.98634,13.36195,8.24195
NREM,0.00067,8.74146,15.36,14.48585,7.3678
NREM,0.00076,8.61659,14.36098,13.98634,6.49366
NREM,0.00108,9.36585,13.61171,13.1122,12.61268
NREM,0.00087,7.9922,14.98537,13.61171,7.74244
NREM,0.00094,9.74049,13.98634,13.73659,13.36195
NREM,0.0008,7.9922,13.86146,13.36195,5.61951
REM,0.00059,8.49171,16.10927,14.98537,7.49268
REM,0.00056,8.24195,15.48488,14.36098,7.86732
REM,0.00063,7.49268,15.36,13.73659,6.36878
REM,0.00056,7.9922,15.73463,14.61073,5.99415
REM,0.00043,8.61659,15.73463,14.73561,6.74341
REM,0.00049,7.9922,15.85951,14.61073,7.3678
REM,0.0005,8.36683,16.4839,15.36,7.11805
REM,0.00039,8.24195,15.73463,14.48585,5.61951
REM,0.00039,8.49171,15.23512,13.98634,8.49171
REM,0.00048,8.11707,15.60976,14.36098,6.99317
REM,0.00041,8.24195,15.85951,14.48585,8.11707
REM,0.00056,8.36683,16.35902,15.11024,6.86829
REM,0.00048,7.3678,16.10927,14.73561,6.49366
REM,0.00044,8.49171,15.60976,14.48585,8.24195
REM,0.00042,8.61659,16.85854,15.85951,5.99415
REM,0.00036,8.24195,15.60976,14.48585,7.86732
REM,0.00035,8.49171,16.35902,15.23512,9.24098
REM,0.00048,8.24195,16.23415,15.11024,6.11902
REM,0.00046,8.36683,16.85854,15.36,8.36683
REM,0.00045,7.61756,15.85951,14.61073,6.11902
REM,0.00036,8.49171,15.85951,14.86049,5.61951
REM,0.00038,8.49171,16.23415,14.86049,6.11902
REM,0.00042,8.74146,16.4839,15.36,8.49171
REM,0.00037,8.36683,15.85951,14.61073,7.3678
REM,0.00037,8.61659,15.36,14.36098,8.99122
REM,0.00044,7.86732,15.36,14.2361,7.11805
REM,0.00037,7.74244,15.98439,14.73561,7.49268
REM,0.0004,8.11707,15.98439,14.11122,8.74146
REM,0.00048,8.99122,17.48293,16.60878,5.86927
NREM,0.00063,12.61268,22.10341,22.47805,9.49073
NREM,0.00037,9.86537,18.48195,17.85756,6.86829
NREM,0.00044,8.24195,14.86049,14.2361,6.2439
NREM,0.00083,8.99122,14.11122,13.73659,8.24195
NREM,0.0004,8.11707,15.98439,14.48585,6.11902
NREM,0.00047,8.24195,15.73463,14.36098,8.49171
REM,0.00048,9.1161,18.10732,17.35805,7.9922
REM,0.00045,8.49171,15.36,14.36098,5.86927
REM,0.00052,8.24195,15.36,14.36098,7.49268
REM,0.0004,9.24098,17.73268,16.73366,8.36683
REM,0.00047,7.61756,16.35902,14.98537,6.99317
REM,0.00052,8.49171,14.73561,14.11122,6.49366
REM,0.00043,8.11707,15.98439,14.36098,5.36976
REM,0.00042,8.11707,15.60976,14.2361,6.86829
REM,0.00049,8.11707,15.48488,14.48585,7.11805
REM,0.00034,8.86634,15.85951,14.86049,9.61561
REM,0.00038,9.49073,17.98244,17.10829,8.24195
REM,0.00039,8.74146,15.98439,14.98537,8.49171
REM,0.00047,8.36683,16.23415,15.11024,8.36683
REM,0.0004,8.11707,15.60976,14.73561,8.11707
REM,0.00039,9.24098,16.23415,15.36,8.36683
NREM,0.00042,10.48976,19.48098,19.23122,7.74244
NREM,0.00037,10.36488,19.10634,18.48195,8.61659
NREM,0.00037,9.86537,17.6078,17.10829,9.74049
NREM,0.00034,10.36488,18.10732,17.48293,9.49073
NREM,0.00033,9.49073,17.73268,17.10829,6.11902
NREM,0.00039,9.36585,15.98439,15.23512,6.2439
NREM,0.00044,8.86634,16.4839,15.60976,5.99415
NREM,0.00037,8.86634,15.73463,14.86049,8.49171
NREM,0.00049,9.99024,15.23512,14.73561,13.48683
NREM,0.00053,9.74049,14.86049,14.36098,13.61171
NREM,0.0007,10.36488,14.2361,13.98634,13.48683
NREM,0.00054,9.99024,14.61073,14.2361,11.3639
NREM,0.00057,10.11512,17.35805,16.73366,9.36585
NREM,0.00056,8.86634,15.85951,14.86049,9.49073
NREM,0.00083,12.23805,14.11122,13.86146,12.98732
NREM,0.00107,10.73951,14.11122,13.86146,12.86244
NREM,0.00047,8.11707,15.48488,14.48585,7.3678
NREM,0.00073,10.73951,13.86146,13.73659,13.1122
NREM,0.00058,10.86439,14.73561,14.48585,12.73756
NREM,0.00073,10.24,14.86049,14.2361,13.23707
NREM,0.00034,10.11512,17.98244,17.6078,6.86829
NREM,0.00034,9.61561,17.6078,16.73366,10.98927
NREM,0.00049,10.73951,15.98439,15.23512,11.61366
NREM,0.00046,9.74049,16.35902,15.48488,10.48976
NREM,0.00084,9.99024,13.73659,13.61171,13.48683
NREM,0.00064,9.36585,14.48585,14.11122,9.1161
NREM,0.00081,12.11317,13.86146,13.73659,12.86244
NREM,0.0008,10.48976,13.98634,13.86146,12.23805
NREM,0.00075,9.36585,14.2361,13.73659,9.86537
NREM,0.00067,10.73951,15.11024,14.73561,13.23707
NREM,0.00028,10.61463,19.23122,18.98146,8.99122
NREM,0.0003,10.98927,20.35512,20.10537,9.24098
NREM,0.00026,10.73951,20.72976,20.48,10.61463
NREM,0.00023,11.23902,20.35512,20.23024,8.99122
NREM,0.00027,10.61463,19.48098,19.10634,10.86439
NREM,0.00028,10.11512,19.73073,19.3561,8.61659
NREM,0.00025,10.36488,19.3561,18.85659,8.36683
NREM,0.00032,10.98927,18.98146,18.73171,7.11805
NREM,0.00031,9.36585,17.6078,16.73366,8.86634
NREM,0.00032,9.99024,17.48293,16.98341,9.61561
NREM,0.00034,9.36585,16.85854,15.98439,9.49073
NREM,0.00034,8.99122,17.23317,16.35902,8.49171
NREM,0.00043,9.61561,16.23415,15.48488,9.61561
NREM,0.00036,9.74049,16.85854,16.10927,9.1161
NREM,0.00033,9.24098,17.35805,16.23415,8.86634
NREM,0.00039,8.86634,16.73366,15.60976,8.86634
NREM,0.00036,9.24098,17.10829,16.10927,8.11707
NREM,0.00036,9.49073,17.48293,16.4839,6.86829
NREM,0.00052,9.86537,15.11024,14.61073,6.74341
NREM,0.0005,9.74049,14.61073,14.2361,13.23707
NREM,0.00092,10.61463,13.86146,13.61171,12.86244
NREM,0.00041,9.61561,17.48293,16.73366,8.24195
NREM,0.00071,10.48976,14.2361,13.98634,12.86244
NREM,0.00065,9.74049,14.36098,13.73659,12.4878
NREM,0.00045,10.73951,16.10927,15.85951,7.9922
NREM,0.00035,8.74146,17.35805,16.10927,5.74439
NREM,0.00081,12.36293,14.2361,14.11122,13.1122
NREM,0.00019,9.86537,17.73268,17.10829,7.9922
NREM,0.00017,9.1161,17.85756,17.48293,7.9922
NREM,0.00024,8.61659,17.23317,16.35902,8.11707
NREM,0.00028,9.1161,16.4839,15.23512,8.99122
NREM,0.0002,8.99122,16.35902,15.73463,6.99317
NREM,0.00022,8.99122,17.10829,15.85951,9.1161
NREM,0.00026,7.86732,15.60976,14.36098,6.74341
NREM,0.00027,8.74146,16.4839,15.36,10.61463
NREM,0.00025,8.61659,16.23415,15.11024,9.61561
NREM,0.0003,8.61659,15.23512,14.11122,7.74244
NREM,0.00029,7.61756,15.36,14.48585,6.86829
NREM,0.00039,8.74146,14.11122,13.36195,9.1161
NREM,0.00023,7.61756,15.98439,14.73561,6.49366
NREM,0.00024,8.61659,16.23415,14.73561,9.74049
NREM,0.00027,8.11707,16.10927,14.61073,8.49171
NREM,0.00034,8.99122,15.23512,13.73659,9.1161
NREM,0.0003,9.36585,15.73463,14.61073,8.24195
NREM,0.00024,8.49171,16.98341,15.60976,8.74146
NREM,0.00034,8.11707,14.86049,13.73659,7.74244
NREM,0.00033,8.24195,15.60976,14.36098,7.49268
NREM,0.00033,7.9922,14.48585,13.86146,7.61756
NREM,0.00027,8.99122,15.85951,14.48585,9.74049
NREM,0.00035,8.49171,14.2361,13.61171,5.86927
NREM,0.00032,8.36683,15.48488,14.11122,8.36683
NREM,0.00031,7.86732,14.48585,13.86146,7.3678
NREM,0.00031,9.1161,13.86146,13.48683,12.86244
NREM,0.00029,8.24195,14.73561,13.61171,9.36585
NREM,0.00029,8.86634,15.73463,14.98537,9.36585
NREM,0.00032,7.74244,14.48585,13.61171,3.9961
NREM,0.00025,7.49268,14.73561,13.73659,4.62049
NREM,0.00027,8.11707,14.61073,13.61171,6.49366
NREM,0.00029,8.11707,14.48585,13.73659,4.62049
NREM,0.00031,7.24293,14.11122,13.1122,6.74341
NREM,0.0003,7.9922,14.2361,13.36195,4.12098
NREM,0.00034,7.74244,14.2361,13.23707,12.36293
NREM,0.00024,8.24195,15.73463,14.2361,9.1161
NREM,0.00034,7.86732,14.98537,13.86146,7.24293
NREM,0.00024,7.3678,15.48488,13.86146,4.62049
NREM,0.00032,7.24293,13.98634,13.23707,6.99317
NREM,0.00028,7.74244,14.48585,13.36195,7.3678
NREM,0.00023,8.24195,15.36,14.11122,9.36585
NREM,0.00027,7.49268,14.73561,13.48683,5.99415
NREM,0.0003,7.61756,14.36098,13.36195,6.61854
NREM,0.00026,7.24293,15.11024,13.73659,5.49463
NREM,0.00028,7.9922,14.73561,13.73659,3.74634
NREM,0.00033,8.36683,13.86146,12.98732,12.23805
NREM,0.00024,7.49268,14.86049,13.73659,5.61951
NREM,0.00033,7.49268,13.86146,13.1122,5.12
NREM,0.00027,7.86732,14.48585,13.23707,10.11512
NREM,0.00025,8.24195,14.2361,13.48683,4.74537
NREM,0.00025,7.3678,14.98537,13.73659,6.49366
NREM,0.0002,9.24098,17.48293,16.85854,8.61659
NREM,0.00028,9.49073,16.85854,16.4839,7.49268
NREM,0.00026,8.49171,17.23317,16.10927,7.3678
NREM,0.00024,8.49171,16.23415,15.48488,8.49171
NREM,0.0002,8.11707,16.4839,15.48488,5.99415
NREM,0.00025,7.3678,15.60976,14.2361,7.3678
NREM,0.00028,8.61659,15.85951,14.48585,9.36585
NREM,0.00025,8.49171,17.10829,15.36,7.11805
NREM,0.00021,8.11707,15.98439,14.73561,7.49268
NREM,0.00024,7.9922,16.85854,15.36,4.62049
NREM,0.00025,8.49171,15.60976,14.2361,4.49561
NREM,0.00029,7.86732,14.98537,13.86146,4.62049
NREM,0.00024,8.11707,15.11024,14.11122,5.36976
NREM,0.00027,7.3678,14.48585,13.36195,6.49366
NREM,0.00026,7.9922,14.2361,13.48683,4.37073
NREM,0.00028,7.24293,14.98537,13.86146,5.61951
NREM,0.00024,7.61756,15.23512,13.86146,7.61756
NREM,0.00027,7.3678,15.36,13.86146,4.87024
NREM,0.00024,7.61756,15.36,13.73659,7.49268
NREM,0.00023,7.86732,15.60976,14.36098,5.24488
NREM,0.00027,8.74146,14.48585,13.73659,9.1161
NREM,0.00033,6.86829,14.2361,13.1122,3.9961
NREM,0.00029,7.3678,14.48585,13.61171,5.61951
NREM,0.00024,8.11707,15.11024,13.86146,9.1161
NREM,0.00029,7.61756,14.11122,13.23707,12.36293
NREM,0.00026,8.11707,16.98341,15.85951,9.24098
NREM,0.00119,11.86341,22.97756,23.60195,6.99317
NREM,0.00031,7.61756,16.60878,14.48585,7.3678
NREM,0.00022,8.36683,16.60878,15.23512,8.74146
NREM,0.00026,7.74244,15.48488,13.98634,7.3678
NREM,0.00028,7.74244,14.61073,13.61171,7.61756
NREM,0.00016,9.36585,17.98244,17.35805,8.24195
NREM,0.00026,9.49073,15.23512,14.61073,8.11707
NREM,0.00014,9.74049,17.98244,17.23317,7.74244
NREM,0.00013,8.99122,16.73366,15.98439,7.74244
NREM,0.00016,8.86634,16.35902,15.36,6.74341
NREM,0.0002,9.86537,17.85756,17.35805,9.99024
NREM,0.00014,9.36585,17.35805,16.4839,9.61561
NREM,0.00015,9.61561,17.6078,16.85854,6.86829
NREM,0.00018,8.36683,17.23317,16.23415,7.61756
NREM,0.00021,8.11707,17.10829,15.60976,7.61756
NREM,0.00025,8.49171,16.23415,15.73463,7.61756
NREM,0.00017,9.36585,18.2322,17.73268,7.61756
NREM,0.00013,9.74049,18.60683,18.2322,49.95122
NREM,0.0002,9.36585,17.6078,16.85854,6.49366
NREM,0.00024,8.24195,17.10829,15.98439,6.99317
NREM,0.00021,8.11707,15.85951,14.98537,8.36683
NREM,0.00019,8.11707,16.23415,14.98537,7.3678
NREM,0.00016,8.24195,17.23317,16.10927,49.95122
NREM,0.00025,7.9922,15.60976,14.73561,7.49268
NREM,0.00018,9.36585,18.10732,17.85756,49.95122
NREM,0.00028,7.24293,15.36,13.73659,5.24488
NREM,0.00023,7.49268,15.23512,13.98634,7.49268
NREM,0.00026,7.49268,14.98537,13.98634,5.99415
NREM,0.00027,8.86634,14.2361,13.86146,12.86244
NREM,0.00048,9.49073,15.48488,15.23512,8.24195
NREM,0.00017,8.99122,18.73171,18.10732,49.95122
NREM,0.00016,8.61659,17.35805,16.35902,49.95122
NREM,0.00026,8.11707,14.48585,13.86146,7.24293
NREM,0.00025,8.11707,14.73561,13.73659,6.61854
NREM,0.00029,7.49268,14.73561,13.61171,4.62049
NREM,0.00024,9.1161,14.86049,14.11122,9.36585
NREM,0.00025,9.24098,14.36098,13.73659,7.24293
NREM,0.00027,8.11707,13.86146,13.1122,12.86244
NREM,0.00027,7.9922,14.86049,13.61171,4.74537
NREM,0.00025,8.11707,14.86049,13.73659,9.24098
NREM,0.00024,8.24195,14.61073,13.73659,6.36878
NREM,0.00025,7.9922,14.61073,13.48683,4.62049
NREM,0.00028,9.49073,15.98439,15.11024,9.49073
NREM,0.00024,7.3678,15.23512,13.98634,5.36976
NREM,0.00028,7.61756,14.36098,13.48683,5.74439
NREM,0.00028,7.11805,14.48585,12.86244,7.11805
NREM,0.00023,7.86732,14.98537,13.73659,5.36976
NREM,0.00023,7.3678,15.11024,13.73659,6.36878
NREM,0.00025,6.99317,14.86049,13.1122,6.2439
NREM,0.0002,7.9922,15.23512,13.73659,6.36878
NREM,0.00028,8.61659,13.86146,13.1122,12.23805
NREM,0.00027,8.49171,13.98634,13.36195,12.73756
NREM,0.00021,7.74244,15.48488,13.98634,6.36878
NREM,0.00024,7.49268,14.61073,13.36195,6.2439
NREM,0.00022,7.74244,15.23512,13.86146,5.36976
NREM,0.00024,8.11707,14.48585,13.36195,49.95122
NREM,0.00025,6.61854,14.73561,13.23707,4.87024
NREM,0.00056,9.74049,13.73659,12.98732,7.24293
NREM,0.00019,7.9922,17.73268,16.35902,6.36878
NREM,0.00024,7.49268,15.36,13.73659,49.95122
NREM,0.00028,7.24293,14.61073,13.23707,8.74146
NREM,0.00021,7.74244,16.23415,14.86049,49.95122
NREM,0.00024,7.49268,14.98537,13.48683,49.95122
NREM,0.00028,6.86829,14.61073,13.36195,4.87024
NREM,0.00023,7.61756,15.23512,13.73659,3.62146
NREM,0.00024,7.24293,15.11024,13.73659,12.61268
NREM,0.00023,6.99317,16.10927,13.86146,49.95122
NREM,0.00028,7.3678,14.61073,13.48683,6.36878
NREM,0.00025,7.24293,14.98537,13.48683,4.24585
NREM,0.00025,7.24293,14.98537,13.36195,6.11902
NREM,0.00026,6.74341,14.73561,12.98732,5.49463
NREM,0.00022,6.99317,15.85951,13.86146,5.36976
NREM,0.00025,6.99317,14.98537,13.48683,3.62146
NREM,0.00023,6.99317,15.11024,13.48683,49.95122
NREM,0.00028,7.3678,14.11122,12.98732,6.2439
NREM,0.0002,7.49268,15.98439,14.36098,49.95122
NREM,0.00025,7.61756,14.73561,13.36195,49.95122
NREM,0.00035,8.86634,14.11122,13.23707,9.99024
NREM,0.00025,6.99317,14.98537,13.61171,5.24488
NREM,0.00025,8.11707,14.73561,13.23707,12.36293
NREM,0.00022,7.3678,15.23512,13.98634,3.62146
NREM,0.00023,7.24293,15.11024,13.36195,5.24488
NREM,0.00024,7.3678,15.11024,13.86146,4.49561
NREM,0.00023,6.49366,15.36,13.48683,4.37073
NREM,0.00022,7.74244,14.73561,13.61171,49.95122
NREM,0.00023,7.3678,14.86049,13.48683,49.95122
NREM,0.00025,7.11805,15.11024,13.61171,4.49561
NREM,0.00025,7.49268,14.98537,13.36195,5.24488
NREM,0.0002,6.99317,16.23415,14.36098,6.2439
NREM,0.00028,6.99317,14.36098,13.23707,6.36878
NREM,0.00024,7.11805,14.73561,13.36195,49.95122
NREM,0.00023,6.49366,15.48488,13.36195,3.49659
NREM,0.00023,7.3678,14.98537,13.73659,49.95122
NREM,0.00022,7.3678,15.36,13.61171,49.95122
NREM,0.00026,7.49268,14.86049,13.61171,49.95122
NREM,0.00022,7.74244,14.98537,13.48683,49.95122
NREM,0.00138,10.36488,24.35122,24.22634,9.49073
NREM,0.0003,8.11707,15.73463,14.61073,7.86732
NREM,0.00067,8.11707,18.48195,16.98341,8.36683
NREM,0.00021,8.11707,15.48488,13.98634,7.86732
NREM,0.00022,8.36683,16.98341,15.98439,6.61854
NREM,0.00026,7.9922,16.73366,15.23512,7.9922
NREM,0.00022,7.9922,15.98439,14.11122,8.24195
NREM,0.0002,8.36683,16.73366,16.23415,5.86927
NREM,0.0002,7.61756,16.35902,15.11024,7.24293
NREM,0.00023,8.36683,14.73561,14.11122,8.11707
NREM,0.00021,7.74244,14.98537,13.73659,7.24293
NREM,0.00027,7.3678,14.61073,13.61171,7.24293
NREM,0.00023,7.86732,14.61073,13.86146,7.3678
NREM,0.00029,7.86732,13.61171,13.1122,5.49463
NREM,0.00019,7.49268,15.48488,13.98634,6.49366
