Sleep_Stage,MeanP_Theta_F4,MedianF_Theta_F4,MeanF_Theta_F4,Spectral Edge_Theta_F4,PeakF_Theta_F4
NREM,0.00105,4.37073,10.86439,8.99122,2.37268
NREM,0.00103,4.37073,10.86439,9.24098,4.12098
NREM,0.00121,4.49561,10.86439,9.86537,3.24683
NREM,0.00125,4.37073,11.48878,8.99122,4.49561
NREM,0.00102,4.49561,10.86439,9.24098,3.49659
NREM,0.00096,4.74537,10.86439,8.49171,3.62146
NREM,0.00129,4.87024,10.86439,10.11512,3.49659
NREM,0.00098,4.74537,11.61366,10.48976,3.74634
NREM,0.00119,5.12,10.11512,8.99122,5.99415
NREM,0.00093,4.74537,11.23902,9.36585,2.99707
NREM,0.00123,4.87024,11.23902,9.36585,3.49659
NREM,0.00102,4.49561,11.98829,10.48976,4.12098
NREM,0.00102,4.99512,10.98927,10.48976,2.8722
NREM,0.00128,3.9961,11.11415,9.24098,3.24683
NREM,0.00133,4.37073,10.73951,9.49073,3.9961
NREM,0.00132,4.37073,10.61463,8.24195,4.99512
NREM,0.00118,4.87024,10.48976,8.24195,5.12
NREM,0.00126,4.62049,10.98927,9.49073,4.74537
NREM,0.0011,4.62049,10.61463,8.99122,2.99707
NREM,0.00142,4.87024,11.3639,9.99024,3.12195
NREM,0.00102,4.62049,10.36488,8.61659,2.62244
NREM,0.00115,4.62049,10.98927,9.36585,3.62146
NREM,0.00138,4.87024,11.23902,9.99024,4.99512
NREM,0.00119,4.99512,10.73951,8.99122,5.49463
NREM,0.00109,4.24585,10.61463,7.86732,2.8722
NREM,0.00134,4.24585,10.86439,8.24195,2.99707
NREM,0.00106,4.37073,10.61463,9.1161,3.62146
NREM,0.0014,4.37073,10.61463,9.24098,2.99707
NREM,0.00143,4.49561,11.3639,8.61659,4.99512
NREM,0.00156,4.24585,10.61463,8.61659,2.8722
NREM,0.00118,4.37073,10.36488,8.74146,2.49756
NREM,0.00146,4.74537,10.61463,8.24195,5.49463
NREM,0.00146,4.24585,10.73951,8.86634,2.99707
NREM,0.00162,4.12098,10.73951,8.36683,4.24585
NREM,0.00117,4.74537,10.24,9.36585,2.49756
NREM,0.00117,5.12,11.61366,10.48976,4.74537
NREM,0.00127,4.37073,11.23902,9.61561,3.74634
NREM,0.00145,4.49561,10.61463,7.9922,3.12195
NREM,0.00113,4.49561,11.23902,9.36585,4.12098
NREM,0.0016,5.74439,10.73951,9.24098,6.2439
NREM,0.00138,4.62049,10.48976,9.1161,2.62244
NREM,0.00153,4.87024,10.73951,9.24098,4.99512
NREM,0.0012,5.12,11.98829,8.86634,5.49463
NREM,0.00117,4.87024,11.48878,10.61463,4.87024
NREM,0.0019,4.74537,11.11415,8.86634,3.87122
NREM,0.0013,4.49561,11.11415,9.49073,1.62341
NREM,0.001,4.37073,10.98927,8.99122,4.24585
NREM,0.00157,4.62049,12.11317,9.99024,2.12293
NREM,0.00139,4.74537,11.23902,8.49171,6.36878
NREM,0.00092,4.62049,11.73854,9.24098,4.12098
NREM,0.00129,3.74634,10.48976,7.49268,3.62146
NREM,0.00115,4.74537,11.3639,8.61659,3.37171
REM,0.00116,4.87024,10.61463,8.11707,3.37171
REM,0.00112,4.12098,10.36488,7.61756,2.2478
REM,0.00092,3.9961,10.73951,8.11707,2.8722
REM,0.00076,4.99512,11.11415,8.36683,4.24585
REM,0.00109,4.99512,10.36488,8.11707,4.99512
REM,0.00071,5.36976,10.48976,8.86634,4.87024
REM,0.00099,4.87024,10.48976,8.49171,3.87122
REM,0.00049,5.36976,10.98927,9.24098,5.99415
REM,0.00063,5.24488,10.98927,8.86634,4.37073
REM,0.00056,5.36976,10.61463,8.61659,5.61951
REM,0.00051,5.24488,10.36488,8.86634,4.62049
REM,0.00064,5.12,10.24,8.36683,4.62049
REM,0.00062,5.49463,10.61463,8.86634,5.36976
REM,0.00062,5.61951,10.73951,8.99122,5.86927
REM,0.00058,4.99512,10.36488,8.36683,4.74537
REM,0.00071,5.36976,10.36488,8.99122,4.62049
REM,0.00068,5.12,10.48976,8.24195,3.74634
REM,0.00081,5.12,10.36488,8.36683,5.99415
REM,0.00055,5.61951,12.36293,9.74049,5.74439
REM,0.00076,4.99512,10.61463,8.36683,4.87024
REM,0.00076,5.12,10.36488,8.24195,5.61951
REM,0.00049,5.61951,10.36488,8.74146,5.86927
REM,0.00064,4.24585,10.73951,8.36683,1.99805
REM,0.00049,4.99512,10.36488,8.86634,3.9961
REM,0.00052,5.12,10.73951,8.49171,5.24488
REM,0.00054,5.24488,10.48976,8.61659,5.36976
REM,0.00061,4.74537,9.99024,8.49171,4.87024
REM,0.00049,5.36976,10.98927,8.61659,3.24683
REM,0.00055,5.12,10.24,8.24195,5.24488
REM,0.00055,4.74537,11.11415,8.61659,5.86927
REM,0.00061,5.24488,10.61463,8.86634,4.87024
REM,0.00048,5.36976,10.61463,8.99122,5.86927
REM,0.00054,5.12,10.36488,8.61659,3.74634
REM,0.00067,5.24488,10.61463,8.74146,3.49659
REM,0.00074,4.74537,10.24,8.11707,4.12098
REM,0.0004,5.24488,11.3639,9.49073,4.49561
REM,0.00055,5.61951,10.73951,8.61659,6.11902
REM,0.00063,4.99512,10.86439,8.61659,3.87122
REM,0.00057,5.24488,10.98927,8.86634,3.49659
REM,0.00053,5.49463,10.98927,8.86634,5.99415
REM,0.0012,4.74537,10.36488,8.36683,3.12195
REM,0.00064,5.24488,11.3639,9.1161,3.87122
REM,0.0006,5.24488,10.86439,8.74146,2.62244
REM,0.00054,5.61951,12.86244,10.24,3.87122
REM,0.00987,3.74634,6.74341,5.49463,3.87122
NREM,0.00027,5.49463,12.98732,10.24,3.24683
NREM,0.00036,5.74439,12.73756,10.48976,3.37171
NREM,0.00043,4.99512,12.36293,10.11512,3.62146
NREM,0.00044,6.11902,12.73756,10.73951,7.24293
NREM,0.00041,6.11902,12.36293,10.11512,6.2439
NREM,0.0005,5.99415,12.36293,10.36488,5.86927
NREM,0.00047,5.36976,12.36293,9.99024,2.99707
NREM,0.0006,4.99512,11.73854,9.49073,2.8722
NREM,0.00071,5.36976,11.98829,10.36488,3.87122
NREM,0.00052,5.49463,11.48878,9.24098,3.24683
NREM,0.00038,5.36976,12.4878,9.74049,3.37171
NREM,0.00041,5.86927,12.98732,10.61463,2.99707
NREM,0.00059,5.12,11.48878,9.24098,5.24488
NREM,0.00062,5.36976,11.48878,9.1161,5.99415
NREM,0.00072,4.74537,12.23805,9.86537,2.2478
NREM,0.00073,5.24488,11.73854,9.86537,5.24488
NREM,0.00079,4.49561,12.23805,9.49073,3.74634
NREM,0.00062,5.49463,11.61366,9.24098,5.86927
NREM,0.00073,5.49463,12.4878,11.3639,6.11902
NREM,0.00062,5.36976,12.4878,10.61463,6.11902
NREM,0.00074,5.24488,11.48878,9.36585,3.74634
NREM,0.00077,5.49463,12.11317,10.24,4.99512
NREM,0.00079,5.61951,12.36293,11.48878,2.99707
NREM,0.0009,5.12,11.73854,9.74049,4.99512
NREM,0.00089,5.36976,11.61366,9.61561,6.11902
NREM,0.00077,5.24488,11.98829,10.11512,3.74634
NREM,0.00087,5.61951,12.11317,10.73951,3.24683
NREM,0.00108,4.87024,11.23902,9.61561,3.49659
NREM,0.00089,4.99512,11.73854,9.36585,4.12098
NREM,0.00104,5.49463,12.23805,11.3639,5.36976
NREM,0.00087,5.24488,12.11317,10.48976,3.12195
NREM,0.00088,5.12,12.23805,10.11512,3.9961
NREM,0.00094,5.36976,12.11317,9.74049,6.11902
NREM,0.00087,5.24488,11.86341,10.24,3.74634
NREM,0.00089,4.74537,11.48878,9.74049,3.62146
NREM,0.00088,4.99512,11.98829,9.86537,3.62146
NREM,0.00095,4.99512,11.73854,10.24,3.12195
NREM,0.00103,4.74537,10.98927,8.99122,4.74537
NREM,0.00096,4.99512,11.61366,10.24,3.87122
NREM,0.00098,5.24488,11.73854,10.61463,5.24488
NREM,0.00085,4.87024,10.86439,9.1161,4.37073
NREM,0.00101,5.36976,12.11317,10.86439,5.36976
NREM,0.00098,4.49561,11.61366,9.74049,3.9961
NREM,0.00099,5.12,11.3639,9.49073,5.24488
NREM,0.00109,4.62049,11.61366,9.99024,2.74732
NREM,0.00121,4.99512,10.86439,8.99122,2.2478
NREM,0.00096,4.99512,11.86341,10.61463,3.12195
NREM,0.001,5.12,12.23805,10.98927,3.37171
NREM,0.00102,5.12,11.98829,10.61463,3.87122
NREM,0.00096,4.74537,11.11415,9.86537,3.87122
NREM,0.00101,5.49463,12.11317,10.98927,5.49463
NREM,0.00094,4.87024,11.23902,9.49073,3.49659
NREM,0.00121,4.49561,11.11415,9.1161,3.12195
NREM,0.00096,5.24488,11.86341,10.86439,3.49659
NREM,0.00095,4.24585,10.98927,9.1161,3.87122
NREM,0.00102,4.49561,11.73854,10.61463,2.99707
NREM,0.00115,4.74537,11.73854,10.11512,3.37171
NREM,0.00095,4.87024,11.23902,9.99024,5.12
NREM,0.00096,4.62049,11.3639,10.36488,5.49463
NREM,0.00113,4.99512,11.11415,9.24098,3.62146
NREM,0.0012,4.87024,11.61366,10.73951,4.37073
NREM,0.00115,4.49561,11.11415,9.74049,3.12195
NREM,0.00096,4.74537,11.48878,9.86537,4.74537
NREM,0.00092,4.87024,10.73951,9.1161,3.24683
NREM,0.00144,4.49561,11.3639,9.1161,3.62146
NREM,0.00115,4.62049,11.3639,9.74049,5.36976
NREM,0.00101,4.62049,11.11415,9.74049,3.24683
NREM,0.00098,4.49561,11.23902,9.36585,2.62244
NREM,0.00099,4.87024,11.73854,10.36488,5.12
NREM,0.00178,4.74537,10.24,9.86537,3.37171
NREM,0.00092,4.99512,10.98927,8.86634,3.62146
NREM,0.00106,5.49463,11.98829,11.23902,3.49659
NREM,0.00119,4.74537,11.11415,9.1161,4.74537
NREM,0.00123,4.74537,11.23902,9.36585,4.37073
NREM,0.00128,4.74537,11.3639,9.24098,4.62049
NREM,0.00109,3.87122,10.86439,8.36683,2.2478
NREM,0.00151,5.12,10.36488,9.49073,3.12195
NREM,0.00079,5.36976,11.3639,9.24098,5.86927
NREM,0.00122,4.62049,12.11317,10.73951,3.37171
NREM,0.00161,4.87024,11.61366,9.36585,2.99707
NREM,0.00117,4.99512,10.86439,8.74146,4.12098
NREM,0.00106,4.99512,11.11415,9.49073,2.99707
NREM,0.00094,5.24488,11.48878,9.36585,6.49366
NREM,0.00193,4.12098,11.61366,9.1161,4.24585
NREM,0.00117,5.49463,10.24,9.36585,5.61951
NREM,0.00116,4.74537,11.61366,10.61463,4.12098
NREM,0.0013,4.12098,11.3639,8.24195,3.62146
REM,0.00078,5.24488,11.11415,9.1161,5.86927
REM,0.00077,5.24488,10.73951,8.86634,5.61951
REM,0.001,4.99512,10.86439,8.61659,5.86927
REM,0.00095,5.12,10.36488,8.24195,5.99415
REM,0.00068,5.24488,10.73951,8.99122,3.62146
REM,0.00089,3.9961,10.36488,8.11707,3.49659
REM,0.00065,5.61951,11.11415,8.86634,2.99707
REM,0.00057,4.99512,10.73951,8.61659,4.49561
REM,0.0006,5.12,10.73951,8.74146,3.12195
REM,0.0007,5.24488,10.61463,8.99122,5.36976
REM,0.00055,5.24488,10.73951,8.99122,4.87024
REM,0.00056,5.86927,11.48878,9.49073,5.86927
REM,0.00061,5.24488,10.86439,8.74146,6.49366
REM,0.00051,5.36976,11.11415,8.99122,5.99415
REM,0.00063,4.99512,11.11415,8.99122,4.74537
REM,0.00056,5.12,10.36488,8.49171,3.74634
REM,0.00048,5.36976,10.86439,9.1161,3.74634
REM,0.00057,5.49463,11.11415,9.1161,6.11902
REM,0.00059,5.61951,10.73951,9.1161,4.87024
REM,0.00063,5.61951,10.61463,8.86634,6.11902
REM,0.00056,5.12,10.86439,8.99122,2.99707
REM,0.00055,5.61951,10.61463,8.99122,6.11902
REM,0.00052,5.61951,11.11415,9.24098,4.24585
REM,0.00061,5.12,10.61463,8.74146,3.62146
REM,0.00054,5.49463,10.86439,8.99122,5.36976
REM,0.00074,4.87024,10.36488,8.24195,4.37073
REM,0.00056,5.61951,10.48976,8.74146,6.11902
REM,0.00068,5.24488,9.99024,8.74146,6.61854
REM,0.0006,5.61951,11.23902,9.1161,5.86927
NREM,0.00158,2.99707,12.61268,7.74244,0.74927
NREM,0.00036,5.49463,12.4878,10.24,2.99707
NREM,0.00064,5.24488,10.86439,8.86634,5.24488
NREM,0.0011,5.24488,11.48878,9.99024,3.12195
NREM,0.00071,4.99512,10.11512,8.49171,5.99415
NREM,0.00066,5.24488,10.48976,8.49171,4.87024
REM,0.00056,5.36976,11.3639,9.1161,6.49366
REM,0.00069,5.12,10.61463,8.74146,5.86927
REM,0.0007,5.12,10.61463,8.61659,4.62049
REM,0.00046,5.36976,11.73854,9.24098,5.99415
REM,0.00078,4.62049,10.73951,8.24195,3.24683
REM,0.00066,5.24488,10.98927,8.74146,6.11902
REM,0.00054,5.36976,10.86439,9.1161,4.99512
REM,0.00063,5.12,10.61463,8.74146,3.49659
REM,0.00062,4.87024,11.11415,8.61659,4.24585
REM,0.00049,5.24488,10.98927,9.24098,5.99415
REM,0.00046,5.49463,12.11317,9.61561,4.12098
REM,0.00064,4.62049,10.73951,8.86634,3.12195
REM,0.00056,5.61951,10.73951,8.86634,6.11902
REM,0.00053,5.24488,10.86439,8.86634,4.99512
REM,0.00048,5.12,12.11317,9.74049,4.99512
NREM,0.00035,6.2439,13.1122,10.86439,6.49366
NREM,0.00049,5.61951,13.23707,10.24,3.62146
NREM,0.00042,5.49463,12.23805,9.99024,3.24683
NREM,0.00038,5.61951,12.98732,10.24,3.24683
NREM,0.00045,5.24488,11.98829,9.99024,5.24488
NREM,0.00052,4.87024,11.86341,9.49073,3.12195
NREM,0.00067,4.99512,11.48878,8.86634,3.24683
NREM,0.00058,5.24488,11.23902,8.99122,6.2439
NREM,0.0006,5.36976,11.61366,9.36585,5.36976
NREM,0.00061,5.24488,12.23805,9.74049,4.37073
NREM,0.00066,5.36976,12.61268,11.23902,6.11902
NREM,0.00061,5.49463,11.98829,10.73951,4.99512
NREM,0.0008,4.37073,11.98829,9.86537,2.12293
NREM,0.00067,5.24488,11.23902,9.49073,3.12195
NREM,0.0008,5.36976,12.86244,11.86341,5.61951
NREM,0.00094,5.36976,12.61268,11.23902,3.49659
NREM,0.00072,4.87024,11.11415,8.49171,2.99707
NREM,0.00086,5.12,11.86341,10.73951,3.87122
NREM,0.00072,4.99512,12.11317,10.98927,3.12195
NREM,0.00086,5.24488,11.98829,10.24,2.62244
NREM,0.00036,6.36878,12.61268,10.61463,6.86829
NREM,0.00045,5.24488,11.73854,9.36585,3.49659
NREM,0.00053,5.49463,12.61268,11.48878,3.62146
NREM,0.0005,5.86927,11.61366,10.24,6.2439
NREM,0.00071,5.61951,12.36293,11.23902,3.12195
NREM,0.00082,5.36976,12.23805,10.48976,3.62146
NREM,0.00064,5.74439,12.61268,11.98829,2.99707
NREM,0.00088,5.12,12.23805,10.61463,2.99707
NREM,0.00093,5.12,11.86341,9.99024,2.99707
NREM,0.00073,5.86927,11.98829,10.48976,5.99415
NREM,0.00028,5.61951,13.48683,11.11415,2.74732
NREM,0.00028,5.49463,14.36098,11.86341,4.74537
NREM,0.00025,5.61951,14.11122,10.98927,3.37171
NREM,0.00021,5.36976,14.11122,11.98829,3.74634
NREM,0.00031,5.24488,12.86244,10.36488,3.49659
NREM,0.00035,4.99512,12.86244,9.74049,3.24683
NREM,0.00023,5.99415,13.61171,11.3639,3.37171
NREM,0.00031,5.61951,14.11122,11.61366,7.11805
NREM,0.00038,5.49463,12.11317,9.74049,3.12195
NREM,0.00042,5.36976,12.4878,9.86537,3.12195
NREM,0.00054,5.24488,11.23902,9.24098,6.11902
NREM,0.00046,5.49463,11.48878,9.24098,6.11902
NREM,0.00055,5.12,11.98829,10.11512,3.74634
NREM,0.00038,5.74439,12.73756,10.36488,6.86829
NREM,0.00065,4.24585,11.3639,8.74146,3.12195
NREM,0.00067,4.49561,11.48878,8.99122,2.37268
NREM,0.00044,4.99512,11.98829,9.61561,3.87122
NREM,0.00068,4.62049,11.11415,8.49171,6.11902
NREM,0.00086,4.24585,11.73854,9.49073,6.11902
NREM,0.00063,4.62049,11.98829,9.36585,3.12195
NREM,0.00099,4.49561,12.4878,9.74049,3.62146
NREM,0.00072,4.12098,11.11415,8.61659,2.2478
NREM,0.00063,4.99512,12.23805,9.24098,2.99707
NREM,0.00132,3.9961,12.23805,9.74049,2.74732
NREM,0.00049,4.99512,12.73756,10.61463,3.87122
NREM,0.00051,5.36976,11.48878,9.1161,5.74439
NREM,0.00081,4.12098,12.4878,9.24098,3.12195
NREM,0.00024,5.24488,11.98829,9.99024,3.9961
NREM,0.00033,4.37073,10.86439,8.49171,3.9961
NREM,0.00039,5.24488,10.86439,8.86634,3.87122
NREM,0.00052,4.62049,10.73951,8.99122,3.9961
NREM,0.00038,4.74537,10.73951,8.61659,3.9961
NREM,0.00046,4.49561,10.61463,9.1161,3.87122
NREM,0.00053,4.62049,10.11512,8.61659,3.87122
NREM,0.00048,4.87024,10.61463,8.74146,3.87122
NREM,0.00045,4.99512,10.36488,8.61659,5.74439
NREM,0.00051,4.87024,10.73951,8.61659,3.87122
NREM,0.00056,4.62049,10.48976,8.24195,2.99707
NREM,0.00065,4.12098,10.24,8.61659,3.87122
NREM,0.00048,4.87024,9.99024,8.36683,3.74634
NREM,0.00048,4.87024,10.73951,8.61659,4.87024
NREM,0.00047,4.87024,10.48976,8.61659,4.87024
NREM,0.00062,4.62049,10.61463,9.24098,3.24683
NREM,0.00054,4.74537,10.61463,9.49073,3.74634
NREM,0.00047,4.74537,10.48976,8.61659,4.62049
NREM,0.00054,4.99512,10.36488,8.86634,2.99707
NREM,0.00063,4.37073,10.24,8.24195,3.49659
NREM,0.00062,4.62049,9.86537,8.11707,3.9961
NREM,0.00054,4.99512,10.61463,9.49073,3.74634
NREM,0.00065,4.37073,10.48976,8.24195,2.8722
NREM,0.00054,4.62049,10.73951,8.86634,3.62146
NREM,0.00065,3.87122,9.86537,7.74244,3.87122
NREM,0.00065,4.37073,10.24,7.74244,3.87122
NREM,0.00058,4.49561,10.24,8.49171,4.74537
NREM,0.0005,4.74537,10.48976,9.1161,2.8722
NREM,0.00077,3.9961,9.99024,7.61756,3.9961
NREM,0.0006,4.37073,10.11512,7.49268,4.74537
NREM,0.00071,3.9961,9.74049,8.24195,2.74732
NREM,0.0006,3.74634,9.61561,7.61756,4.62049
NREM,0.00063,4.24585,10.11512,7.9922,2.8722
NREM,0.0006,3.87122,10.24,7.86732,3.74634
NREM,0.00076,3.87122,9.86537,7.3678,3.74634
NREM,0.0006,3.9961,9.86537,7.9922,2.74732
NREM,0.00075,3.87122,10.36488,7.74244,3.62146
NREM,0.00056,4.24585,10.11512,7.86732,4.62049
NREM,0.00062,4.12098,9.99024,7.49268,4.74537
NREM,0.00063,3.87122,9.86537,7.49268,3.74634
NREM,0.00056,3.87122,10.11512,7.9922,3.74634
NREM,0.0006,3.9961,9.86537,7.49268,3.12195
NREM,0.00074,3.62146,9.49073,6.74341,3.74634
NREM,0.00073,3.74634,9.49073,6.86829,4.37073
NREM,0.00066,3.87122,10.11512,7.24293,3.74634
NREM,0.00065,3.74634,10.24,7.74244,2.49756
NREM,0.00064,3.74634,9.49073,7.24293,3.74634
NREM,0.00075,3.87122,9.61561,7.3678,3.62146
NREM,0.00086,3.49659,9.61561,6.61854,3.62146
NREM,0.00061,3.87122,9.99024,7.11805,3.24683
NREM,0.00078,3.74634,9.1161,6.99317,2.74732
NREM,0.00028,5.74439,11.86341,10.36488,3.9961
NREM,0.00042,5.61951,11.23902,9.99024,3.49659
NREM,0.00041,5.12,10.73951,9.36585,3.87122
NREM,0.00045,4.87024,10.36488,8.86634,3.9961
NREM,0.0004,4.49561,10.24,8.36683,4.37073
NREM,0.00058,4.49561,9.86537,7.74244,3.87122
NREM,0.00048,4.49561,10.24,8.61659,3.12195
NREM,0.0004,5.36976,10.24,9.1161,7.11805
NREM,0.00039,4.99512,10.36488,8.36683,4.99512
NREM,0.00055,4.62049,9.86537,7.86732,2.99707
NREM,0.00051,4.49561,10.36488,8.61659,3.62146
NREM,0.0006,4.49561,10.36488,8.11707,4.62049
NREM,0.00056,4.62049,10.11512,7.9922,2.74732
NREM,0.00057,4.37073,9.86537,7.86732,4.74537
NREM,0.00061,4.12098,9.74049,7.61756,3.9961
NREM,0.00061,4.24585,10.11512,8.11707,3.74634
NREM,0.00059,3.74634,10.11512,7.3678,3.74634
NREM,0.00055,4.49561,9.86537,8.24195,3.62146
NREM,0.00055,4.37073,9.99024,7.9922,3.62146
NREM,0.00054,4.12098,9.99024,7.61756,3.24683
NREM,0.00053,4.62049,10.48976,8.99122,4.74537
NREM,0.00069,3.87122,9.86537,7.49268,2.8722
NREM,0.00067,4.24585,9.86537,7.3678,4.74537
NREM,0.00061,3.9961,9.86537,7.3678,3.74634
NREM,0.00066,4.12098,9.86537,7.24293,4.24585
NREM,0.00061,4.12098,10.11512,7.61756,3.74634
NREM,0.00091,6.99317,16.23415,12.36293,6.99317
NREM,0.00052,5.36976,10.11512,8.49171,3.74634
NREM,0.00046,4.99512,10.11512,8.49171,5.24488
NREM,0.00055,4.37073,10.11512,8.11707,4.12098
NREM,0.00064,3.87122,9.61561,7.49268,3.37171
NREM,0.00026,5.24488,11.23902,9.61561,3.9961
NREM,0.00029,4.99512,11.86341,9.74049,4.12098
NREM,0.00023,4.87024,11.73854,9.86537,3.87122
NREM,0.00023,4.87024,11.23902,9.24098,3.9961
NREM,0.00031,4.37073,11.23902,8.99122,3.87122
NREM,0.00038,5.12,13.1122,10.24,3.62146
NREM,0.00022,5.36976,11.3639,9.61561,3.87122
NREM,0.00024,5.74439,11.98829,9.86537,3.87122
NREM,0.0003,5.12,11.11415,9.1161,4.87024
NREM,0.00033,4.87024,10.86439,8.86634,3.74634
NREM,0.00053,4.24585,10.98927,8.61659,2.2478
NREM,0.00031,5.74439,12.61268,10.24,3.87122
NREM,0.0002,4.62049,11.73854,9.86537,3.74634
NREM,0.0003,5.12,10.98927,9.36585,3.74634
NREM,0.00047,4.99512,10.36488,8.49171,4.62049
NREM,0.00037,4.62049,10.24,8.24195,5.36976
NREM,0.00041,3.9961,10.36488,7.61756,4.24585
NREM,0.00032,4.62049,10.11512,8.36683,3.74634
NREM,0.00041,4.37073,10.36488,8.11707,3.62146
NREM,0.00027,4.74537,11.23902,9.36585,3.62146
NREM,0.00058,3.9961,9.99024,8.24195,2.37268
NREM,0.00038,4.87024,10.24,8.11707,3.74634
NREM,0.00042,4.74537,10.24,8.24195,3.74634
NREM,0.00047,4.49561,10.86439,8.49171,3.74634
NREM,0.00055,4.74537,11.86341,9.49073,4.74537
NREM,0.00025,5.49463,11.11415,9.24098,3.74634
NREM,0.00029,4.24585,10.61463,8.61659,3.74634
NREM,0.00041,4.74537,9.86537,7.9922,4.99512
NREM,0.00053,4.12098,9.74049,8.11707,3.24683
NREM,0.00049,4.24585,10.11512,8.11707,3.74634
NREM,0.00042,4.49561,10.11512,8.86634,4.62049
NREM,0.0004,4.37073,10.73951,8.24195,3.62146
NREM,0.00044,4.37073,10.61463,8.36683,3.74634
NREM,0.00051,4.37073,10.24,8.36683,4.74537
NREM,0.0005,4.24585,10.61463,8.11707,3.74634
NREM,0.00046,4.49561,9.99024,7.86732,6.36878
NREM,0.00047,4.37073,10.11512,7.86732,2.74732
NREM,0.00054,4.62049,10.48976,9.1161,3.62146
NREM,0.00044,4.49561,9.99024,7.86732,3.62146
NREM,0.00049,4.24585,10.11512,7.61756,3.62146
NREM,0.00056,4.24585,9.74049,7.74244,3.49659
NREM,0.00045,4.12098,10.11512,7.61756,3.62146
NREM,0.00051,3.74634,10.11512,7.24293,3.62146
NREM,0.00054,4.24585,9.86537,7.24293,3.87122
NREM,0.00045,3.9961,9.86537,7.24293,3.62146
NREM,0.00058,3.74634,9.86537,7.86732,2.8722
NREM,0.00065,3.74634,9.86537,7.11805,3.62146
NREM,0.00054,3.74634,9.86537,7.24293,2.74732
NREM,0.00046,4.24585,9.86537,7.61756,3.24683
NREM,0.00058,3.9961,9.99024,7.24293,2.62244
NREM,0.00055,3.87122,9.49073,7.24293,3.37171
NREM,0.0007,3.74634,9.1161,6.61854,2.49756
NREM,0.00071,6.2439,10.73951,9.24098,7.24293
NREM,0.0004,4.62049,9.86537,8.61659,3.74634
NREM,0.00059,3.87122,9.49073,7.11805,3.62146
NREM,0.00056,3.9961,9.36585,7.24293,3.49659
NREM,0.00048,3.87122,9.86537,7.24293,4.62049
NREM,0.00052,4.12098,9.86537,7.61756,3.49659
NREM,0.00058,3.62146,9.61561,6.99317,2.74732
NREM,0.00058,3.74634,9.86537,6.86829,3.74634
NREM,0.00057,3.74634,9.61561,6.99317,3.62146
NREM,0.00065,3.49659,9.1161,6.61854,3.62146
NREM,0.0007,3.87122,9.36585,6.86829,3.62146
NREM,0.00077,3.62146,8.99122,6.36878,2.62244
NREM,0.0006,3.9961,9.61561,6.86829,2.62244
NREM,0.00068,3.62146,9.1161,6.74341,3.24683
NREM,0.00063,3.62146,9.49073,6.49366,3.62146
NREM,0.0006,3.87122,9.74049,7.11805,3.49659
NREM,0.00063,3.74634,9.24098,6.86829,3.12195
NREM,0.00068,3.62146,9.74049,6.74341,3.37171
NREM,0.00061,3.24683,9.61561,6.86829,2.8722
NREM,0.00059,3.62146,9.74049,7.24293,3.62146
NREM,0.00057,4.62049,10.11512,9.24098,4.49561
NREM,0.00066,3.9961,9.24098,6.61854,3.37171
NREM,0.00057,3.37171,9.74049,7.11805,3.24683
NREM,0.00062,3.62146,9.49073,6.74341,3.62146
NREM,0.00064,3.62146,9.61561,6.99317,3.62146
NREM,0.00068,3.49659,9.49073,6.49366,3.62146
NREM,0.00066,3.49659,9.61561,6.36878,3.87122
NREM,0.00059,3.74634,9.36585,6.86829,3.87122
NREM,0.00069,3.74634,9.61561,6.99317,3.62146
NREM,0.00068,3.87122,9.36585,6.61854,4.49561
NREM,0.00061,3.62146,9.49073,6.99317,3.37171
NREM,0.00066,3.37171,8.99122,6.2439,2.49756
NREM,0.00078,3.87122,9.36585,6.49366,4.12098
NREM,0.00079,3.49659,9.61561,6.74341,2.74732
NREM,0.00075,3.37171,9.1161,6.2439,3.24683
NREM,0.00066,3.62146,9.49073,6.86829,2.49756
NREM,0.00061,3.62146,9.36585,6.99317,3.49659
NREM,0.00067,3.9961,9.24098,6.49366,4.12098
NREM,0.00062,3.24683,9.1161,6.99317,2.49756
NREM,0.00151,3.37171,12.98732,9.86537,2.12293
NREM,0.00041,6.99317,10.24,9.36585,3.74634
NREM,0.00108,4.62049,11.61366,8.61659,3.74634
NREM,0.00031,6.74341,10.36488,8.61659,7.86732
NREM,0.00038,4.99512,10.36488,8.61659,3.87122
NREM,0.00067,3.74634,9.99024,8.11707,3.62146
NREM,0.00048,4.24585,9.99024,8.11707,3.74634
NREM,0.00046,4.49561,10.36488,8.24195,3.37171
NREM,0.00046,4.37073,9.61561,7.9922,3.62146
NREM,0.00046,4.24585,10.11512,8.24195,3.62146
NREM,0.00048,4.74537,9.99024,8.36683,3.62146
NREM,0.00054,4.74537,9.86537,8.36683,3.74634
NREM,0.00045,4.49561,10.48976,8.24195,4.49561
NREM,0.00056,4.37073,9.86537,7.86732,3.87122
NREM,0.0004,4.62049,10.11512,8.36683,3.74634
NREM,0.00057,4.24585,10.24,8.11707,4.62049
NREM,0.00048,4.87024,10.24,8.86634,2.99707
NREM,0.00052,4.62049,9.86537,8.36683,4.74537
NREM,0.00061,3.9961,10.36488,7.9922,3.49659
NREM,0.00051,4.24585,9.99024,7.9922,3.62146
NREM,0.00045,4.37073,10.11512,7.86732,3.62146
